"stocklong","reference","year","n","n_sd","n_units","catch","sp","sp_sd","prey1","prey1_sd1","prey1_sd2","prey1_name"
"Pacific bluefin tuna Pacific Ocean [biomass (total)]","PBT Stock Assessment 2014",1961,178500,0.947251114413076,"biomass (total)",NA,-15130,-0.0802908087454893,253.3,0.120241146871736,-305.7379085,"Northern anchovy"
"Pacific bluefin tuna Pacific Ocean [biomass (total)]","PBT Stock Assessment 2014",1962,163370,0.866960305667587,"biomass (total)",NA,-15130,-0.0802908087454893,675.2,0.320516472040254,116.1620915,"Northern anchovy"
"Pacific bluefin tuna Pacific Ocean [biomass (total)]","PBT Stock Assessment 2014",1963,148240,0.786669496922097,"biomass (total)",NA,-14390,-0.0763638293355975,1145.4,0.543719737966391,586.3620915,"Northern anchovy"
"Pacific bluefin tuna Pacific Ocean [biomass (total)]","PBT Stock Assessment 2014",1964,133850,0.7103056675865,"biomass (total)",NA,-7000,-0.037147102526003,2070.9,0.983053261179151,1511.8620915,"Northern anchovy"
"Pacific bluefin tuna Pacific Ocean [biomass (total)]","PBT Stock Assessment 2014",1965,126850,0.673158565060497,"biomass (total)",NA,-12550,-0.066599448100191,1976.3,0.938146776796734,1417.2620915,"Northern anchovy"
"Pacific bluefin tuna Pacific Ocean [biomass (total)]","PBT Stock Assessment 2014",1966,114300,0.606559116960306,"biomass (total)",NA,-19925.0079,-0.10573661589896,2093.6,0.993828918636666,1534.5620915,"Northern anchovy"
"Pacific bluefin tuna Pacific Ocean [biomass (total)]","PBT Stock Assessment 2014",1967,94374.9921,0.500822501061346,"biomass (total)",NA,-12912.0262,-0.0685206230099767,550.127451,0.261144712332669,-8.91045750000001,"Northern anchovy"
"Pacific bluefin tuna Pacific Ocean [biomass (total)]","PBT Stock Assessment 2014",1968,81462.9659,0.432301878051369,"biomass (total)",NA,-12173.96,-0.0646039057524941,465.1,0.220782303237444,-93.9379084999999,"Northern anchovy"
"Pacific bluefin tuna Pacific Ocean [biomass (total)]","PBT Stock Assessment 2014",1969,69289.0059,0.367697972298875,"biomass (total)",NA,-7372.8829,-0.0391258909997878,1173.8,0.557201177252445,614.7620915,"Northern anchovy"
"Pacific bluefin tuna Pacific Ocean [biomass (total)]","PBT Stock Assessment 2014",1970,61916.123,0.328572081299087,"biomass (total)",NA,-4419.1594,-0.0234512810443642,550.127451,0.261144712332669,-8.91045750000001,"Northern anchovy"
"Pacific bluefin tuna Pacific Ocean [biomass (total)]","PBT Stock Assessment 2014",1971,57496.9636,0.305120800254723,"biomass (total)",NA,381.431499999999,0.00202415357673529,550.127451,0.261144712332669,-8.91045750000001,"Northern anchovy"
"Pacific bluefin tuna Pacific Ocean [biomass (total)]","PBT Stock Assessment 2014",1972,57878.3951,0.307144953831458,"biomass (total)",NA,1489.2601,0.00790309966036935,399.2,0.189499667711004,-159.8379085,"Northern anchovy"
"Pacific bluefin tuna Pacific Ocean [biomass (total)]","PBT Stock Assessment 2014",1973,59367.6552,0.315048053491828,"biomass (total)",NA,5182.0223,0.0274995876671619,550.127451,0.261144712332669,-8.91045750000001,"Northern anchovy"
"Pacific bluefin tuna Pacific Ocean [biomass (total)]","PBT Stock Assessment 2014",1974,64549.6775,0.34254764115899,"biomass (total)",NA,4812.7461,0.0255399389726173,550.127451,0.261144712332669,-8.91045750000001,"Northern anchovy"
"Pacific bluefin tuna Pacific Ocean [biomass (total)]","PBT Stock Assessment 2014",1975,69362.4236,0.368087580131607,"biomass (total)",NA,7398.1658,0.0392600604967098,1892.7,0.898461976644831,1333.6620915,"Northern anchovy"
"Pacific bluefin tuna Pacific Ocean [biomass (total)]","PBT Stock Assessment 2014",1976,76760.5894,0.407347640628317,"biomass (total)",NA,2966.8511,0.015744274570155,550.127451,0.261144712332669,-8.91045750000001,"Northern anchovy"
"Pacific bluefin tuna Pacific Ocean [biomass (total)]","PBT Stock Assessment 2014",1977,79727.4405,0.423091915198472,"biomass (total)",NA,5551.29860000001,0.0294592368923796,550.127451,0.261144712332669,-8.91045750000001,"Northern anchovy"
"Pacific bluefin tuna Pacific Ocean [biomass (total)]","PBT Stock Assessment 2014",1978,85278.7391,0.452551152090851,"biomass (total)",NA,-3311.33080000001,-0.0175723349607303,495.5,0.235213139656318,-63.5379085,"Northern anchovy"
"Pacific bluefin tuna Pacific Ocean [biomass (total)]","PBT Stock Assessment 2014",1979,81967.4083,0.434978817130121,"biomass (total)",NA,-4049.88309999999,-0.0214916318191466,453.1,0.21508592044052,-105.9379085,"Northern anchovy"
"Pacific bluefin tuna Pacific Ocean [biomass (total)]","PBT Stock Assessment 2014",1980,77917.5252,0.413487185310974,"biomass (total)",NA,-2571.8058,-0.0136478762470813,550.127451,0.261144712332669,-8.91045750000001,"Northern anchovy"
"Pacific bluefin tuna Pacific Ocean [biomass (total)]","PBT Stock Assessment 2014",1981,75345.7194,0.399839309063893,"biomass (total)",NA,-15867.2084,-0.0842029738908937,634.5,0.301196240387354,75.4620915,"Northern anchovy"
"Pacific bluefin tuna Pacific Ocean [biomass (total)]","PBT Stock Assessment 2014",1982,59478.511,0.315636335172999,"biomass (total)",NA,-16605.7608,-0.088122271279983,330.5,0.156887876198614,-228.5379085,"Northern anchovy"
"Pacific bluefin tuna Pacific Ocean [biomass (total)]","PBT Stock Assessment 2014",1983,42872.7502,0.227514063893016,"biomass (total)",NA,1120.9563,0.00594861122903841,550.127451,0.261144712332669,-8.91045750000001,"Northern anchovy"
"Pacific bluefin tuna Pacific Ocean [biomass (total)]","PBT Stock Assessment 2014",1984,43993.7065,0.233462675122055,"biomass (total)",NA,2597.5749,0.0137846258756103,415.5,0.197237254343492,-143.5379085,"Northern anchovy"
"Pacific bluefin tuna Pacific Ocean [biomass (total)]","PBT Stock Assessment 2014",1985,46591.2814,0.247247300997665,"biomass (total)",NA,-726.397100000002,-0.00385479250689876,550.127451,0.261144712332669,-8.91045750000001,"Northern anchovy"
"Pacific bluefin tuna Pacific Ocean [biomass (total)]","PBT Stock Assessment 2014",1986,45864.8843,0.243392508490766,"biomass (total)",NA,-3312.30319999999,-0.0175774952239439,2106.6,1,1547.5620915,"Northern anchovy"
"Pacific bluefin tuna Pacific Ocean [biomass (total)]","PBT Stock Assessment 2014",1987,42552.5811,0.225815013266822,"biomass (total)",NA,2967.82369999999,0.0157494358947145,483.4,0.229469287002753,-75.6379085,"Northern anchovy"
"Pacific bluefin tuna Pacific Ocean [biomass (total)]","PBT Stock Assessment 2014",1988,45520.4048,0.241564449161537,"biomass (total)",NA,5550.81230000001,0.0294566562300998,703.9,0.334140320896231,144.8620915,"Northern anchovy"
"Pacific bluefin tuna Pacific Ocean [biomass (total)]","PBT Stock Assessment 2014",1989,51071.2171,0.271021105391637,"biomass (total)",NA,11090.4418,0.0588539683718956,173.9,0.0825500806987563,-385.1379085,"Northern anchovy"
"Pacific bluefin tuna Pacific Ocean [biomass (total)]","PBT Stock Assessment 2014",1990,62161.6589,0.329875073763532,"biomass (total)",NA,18475.9661,0.0980469438548079,76,0.036077091047185,-483.0379085,"Northern anchovy"
"Pacific bluefin tuna Pacific Ocean [biomass (total)]","PBT Stock Assessment 2014",1991,80637.625,0.42792201761834,"biomass (total)",NA,6659.6134,0.0353407631076205,394.8,0.187410994018798,-164.2379085,"Northern anchovy"
"Pacific bluefin tuna Pacific Ocean [biomass (total)]","PBT Stock Assessment 2014",1992,87297.2384,0.463262780725961,"biomass (total)",NA,9983.5855,0.0529801820208024,142.2,0.0675021361435488,-416.8379085,"Northern anchovy"
"Pacific bluefin tuna Pacific Ocean [biomass (total)]","PBT Stock Assessment 2014",1993,97280.8239,0.516242962746763,"biomass (total)",NA,10719.1761,0.0568837619401401,128.4,0.0609512959270863,-430.6379085,"Northern anchovy"
"Pacific bluefin tuna Pacific Ocean [biomass (total)]","PBT Stock Assessment 2014",1994,108000,0.573126724686903,"biomass (total)",NA,12000,0.0636807471874337,369.4,0.175353650431976,-189.6379085,"Northern anchovy"
"Pacific bluefin tuna Pacific Ocean [biomass (total)]","PBT Stock Assessment 2014",1995,120000,0.636807471874337,"biomass (total)",NA,-4000,-0.0212269157291446,146.2,0.0694009304091902,-412.8379085,"Northern anchovy"
"Pacific bluefin tuna Pacific Ocean [biomass (total)]","PBT Stock Assessment 2014",1996,116000,0.615580556145192,"biomass (total)",NA,-3000,-0.0159201867968584,452.6,0.214848571157315,-106.4379085,"Northern anchovy"
"Pacific bluefin tuna Pacific Ocean [biomass (total)]","PBT Stock Assessment 2014",1997,113000,0.599660369348334,"biomass (total)",NA,-4000,-0.0212269157291446,261.4,0.12408620525966,-297.6379085,"Northern anchovy"
"Pacific bluefin tuna Pacific Ocean [biomass (total)]","PBT Stock Assessment 2014",1998,109000,0.578433453619189,"biomass (total)",NA,-6000,-0.0318403735937168,100,0.0474698566410329,-459.0379085,"Northern anchovy"
"Pacific bluefin tuna Pacific Ocean [biomass (total)]","PBT Stock Assessment 2014",1999,103000,0.546593080025472,"biomass (total)",NA,-10434.194,-0.0553714391848865,197.6,0.0938004367226811,-361.4379085,"Northern anchovy"
"Pacific bluefin tuna Pacific Ocean [biomass (total)]","PBT Stock Assessment 2014",2000,92565.806,0.491221640840586,"biomass (total)",NA,-12173.96,-0.0646039057524941,186.2,0.0883888730656033,-372.8379085,"Northern anchovy"
"Pacific bluefin tuna Pacific Ocean [biomass (total)]","PBT Stock Assessment 2014",2001,80391.846,0.426617735088092,"biomass (total)",NA,-1095.18710000001,-0.00581186106983661,371.7,0.176445457134719,-187.3379085,"Northern anchovy"
"Pacific bluefin tuna Pacific Ocean [biomass (total)]","PBT Stock Assessment 2014",2002,79296.6589,0.420805874018255,"biomass (total)",NA,-2203.5021,-0.0116933883464233,164.3,0.0779929744612171,-394.7379085,"Northern anchovy"
"Pacific bluefin tuna Pacific Ocean [biomass (total)]","PBT Stock Assessment 2014",2003,77093.1568,0.409112485671832,"biomass (total)",NA,-2203.5021,-0.0116933883464233,127.6,0.060571537073958,-431.4379085,"Northern anchovy"
"Pacific bluefin tuna Pacific Ocean [biomass (total)]","PBT Stock Assessment 2014",2004,74889.6547,0.397419097325409,"biomass (total)",NA,-4419.1594,-0.0234512810443643,599.6,0.284629260419634,40.5620915000001,"Northern anchovy"
"Pacific bluefin tuna Pacific Ocean [biomass (total)]","PBT Stock Assessment 2014",2005,70470.4953,0.373967816281044,"biomass (total)",NA,-10696.8551,-0.0567653104436425,2002.5,0.950583879236685,1443.4620915,"Northern anchovy"
"Pacific bluefin tuna Pacific Ocean [biomass (total)]","PBT Stock Assessment 2014",2006,59773.6402,0.317202505837402,"biomass (total)",NA,-4787.4631,-0.0254057689450223,1263.6,0.599829108516092,704.5620915,"Northern anchovy"
"Pacific bluefin tuna Pacific Ocean [biomass (total)]","PBT Stock Assessment 2014",2007,54986.1771,0.29179673689238,"biomass (total)",NA,-357.120999999999,-0.00189514434302695,213.2,0.101205734358682,-345.8379085,"Northern anchovy"
"Pacific bluefin tuna Pacific Ocean [biomass (total)]","PBT Stock Assessment 2014",2008,54629.0561,0.289901592549353,"biomass (total)",NA,-4049.397,-0.0214890522182127,146.6,0.0695908098357543,-412.4379085,"Northern anchovy"
"Pacific bluefin tuna Pacific Ocean [biomass (total)]","PBT Stock Assessment 2014",2009,50579.6591,0.26841254033114,"biomass (total)",NA,-1834.2258,-0.00973373912120569,18.7,0.00887686319187316,-540.3379085,"Northern anchovy"
"Pacific bluefin tuna Pacific Ocean [biomass (total)]","PBT Stock Assessment 2014",2010,48745.4333,0.258678801209934,"biomass (total)",NA,-1095.6734,-0.00581444173211632,15,0.00712047849615494,-544.0379085,"Northern anchovy"
"Pacific bluefin tuna Pacific Ocean [biomass (total)]","PBT Stock Assessment 2014",2011,47649.7599,0.252864359477818,"biomass (total)",NA,-2573.2645,-0.0136556171725748,15.6,0.00740529763600114,-543.4379085,"Northern anchovy"
"Grey seal Sable Islands [pup production]","Bowen et al. 2003",1962,174,0.0177225504176003,"pup production",NA,140,0.014259523324506,618023,0.229771218842621,-388594.583333333,"Atlantic mackerel"
"Grey seal Sable Islands [pup production]","Bowen et al. 2003",1963,314,0.0319820737421063,"pup production",NA,-37,-0.00376858830719087,433592,0.16120267744147,-573025.583333333,"Atlantic mackerel"
"Grey seal Sable Islands [pup production]","Bowen et al. 2003",1964,277,0.0282134854349155,"pup production",NA,-2,-0.000203707476064372,484520,0.180136905832997,-522097.583333333,"Atlantic mackerel"
"Grey seal Sable Islands [pup production]","Bowen et al. 2003",1967,414,0.0421674475453249,"pup production",NA,211,0.0214911387247912,1063859,0.395526022666942,57241.4166666666,"Atlantic mackerel"
"Grey seal Sable Islands [pup production]","Bowen et al. 2003",1968,625,0.0636585862701161,"pup production",NA,247,0.0251578732939499,2583560,0.960526922384832,1576942.41666667,"Atlantic mackerel"
"Grey seal Sable Islands [pup production]","Bowen et al. 2003",1969,872,0.088816459564066,"pup production",NA,-2,-0.000203707476064372,2689732,1,1683114.41666667,"Atlantic mackerel"
"Grey seal Sable Islands [pup production]","Bowen et al. 2003",1970,870,0.0886127520880016,"pup production",NA,211,0.0214911387247912,2426562,0.902157538371853,1419944.41666667,"Atlantic mackerel"
"Grey seal Sable Islands [pup production]","Bowen et al. 2003",1971,1081,0.110103890812793,"pup production",NA,-108,-0.0110002037074761,2201931,0.818643270035825,1195313.41666667,"Atlantic mackerel"
"Grey seal Sable Islands [pup production]","Bowen et al. 2003",1972,973,0.0991036871053168,"pup production",NA,318,0.0323894886942351,2249317,0.836260638606374,1242699.41666667,"Atlantic mackerel"
"Grey seal Sable Islands [pup production]","Bowen et al. 2003",1973,1291,0.131493175799552,"pup production",NA,-2,-0.000203707476064372,1683753,0.625992849845263,677135.416666667,"Atlantic mackerel"
"Grey seal Sable Islands [pup production]","Bowen et al. 2003",1976,2031,0.206864941943369,"pup production",NA,140,0.014259523324506,815729,0.30327519619055,-190888.583333333,"Atlantic mackerel"
"Grey seal Sable Islands [pup production]","Bowen et al. 2003",1977,2171,0.221124465267875,"pup production",NA,566,0.0576492157262172,511782,0.190272488114057,-494835.583333333,"Atlantic mackerel"
"Grey seal Sable Islands [pup production]","Bowen et al. 2003",1978,2737,0.278773680994092,"pup production",NA,176,0.0179262578936647,550380,0.204622616677052,-456237.583333333,"Atlantic mackerel"
"Grey seal Sable Islands [pup production]","Bowen et al. 2003",1979,2913,0.296699938887757,"pup production",NA,389,0.0396211040945203,492543,0.183119730887687,-514074.583333333,"Atlantic mackerel"
"Grey seal Sable Islands [pup production]","Bowen et al. 2003",1980,3302,0.336321042982277,"pup production",NA,-180,-0.0183336728457934,400989,0.149081395469883,-605628.583333333,"Atlantic mackerel"
"Grey seal Sable Islands [pup production]","Bowen et al. 2003",1981,3122,0.317987370136484,"pup production",NA,1277,0.130067223467101,293499,0.109118306210433,-713118.583333333,"Atlantic mackerel"
"Grey seal Sable Islands [pup production]","Bowen et al. 2003",1982,4399,0.448054593603585,"pup production",NA,1028,0.104705642697087,373121,0.138720511932044,-633496.583333333,"Atlantic mackerel"
"Grey seal Sable Islands [pup production]","Bowen et al. 2003",1983,5427,0.552760236300672,"pup production",NA,388,0.0395192503564881,732806,0.272445730652719,-273811.583333333,"Atlantic mackerel"
"Grey seal Sable Islands [pup production]","Bowen et al. 2003",1984,5815,0.59227948665716,"pup production",NA,-356,-0.0362599307394581,682966,0.253916003527489,-323651.583333333,"Atlantic mackerel"
"Grey seal Sable Islands [pup production]","Bowen et al. 2003",1985,5459,0.556019555917702,"pup production",NA,779,0.0793440619270727,694420,0.258174420351173,-312197.583333333,"Atlantic mackerel"
"Grey seal Sable Islands [pup production]","Bowen et al. 2003",1986,6238,0.635363617844775,"pup production",NA,1099,0.111937258097372,559597,0.208049352128762,-447020.583333333,"Atlantic mackerel"
"Grey seal Sable Islands [pup production]","Bowen et al. 2003",1989,9818,1,"pup production",NA,993,0.10114076186596,693149,0.257701882566739,-313468.583333333,"Atlantic mackerel"
"Grey seal Sable Islands [pup production]","Bowen et al. 2003",1988,8542,0.870034630270931,"pup production",NA,1276,0.129965369729069,470028,0.1747490084514,-536589.583333333,"Atlantic mackerel"
"Grey seal Sable Islands [pup production]","Bowen et al. 2003",1987,7337,0.747300875942147,"pup production",NA,1205,0.122733754328784,452964,0.168404881973371,-553653.583333333,"Atlantic mackerel"
"Dusky shark Northwest Atlantic & GOM [cpue (standardized, vims)]","Morgan 2008",1976,3,1,"cpue (standardized, vims)",NA,-2.63,-0.876666666666667,143108,0.813603647651426,55520.5416666667,"Longfin inshore squid"
"Dusky shark Northwest Atlantic & GOM [cpue (standardized, vims)]","Morgan 2008",1977,0.37,0.123333333333333,"cpue (standardized, vims)",NA,1.84,0.613333333333333,67786,0.3853798310346,-19801.4583333333,"Longfin inshore squid"
"Dusky shark Northwest Atlantic & GOM [cpue (standardized, vims)]","Morgan 2008",1978,2.21,0.736666666666667,"cpue (standardized, vims)",NA,-0.39,-0.13,53041,0.301550934085301,-34546.4583333333,"Longfin inshore squid"
"Dusky shark Northwest Atlantic & GOM [cpue (standardized, vims)]","Morgan 2008",1979,1.82,0.606666666666667,"cpue (standardized, vims)",NA,0.13,0.0433333333333333,61832,0.351529898688983,-25755.4583333333,"Longfin inshore squid"
"Dusky shark Northwest Atlantic & GOM [cpue (standardized, vims)]","Morgan 2008",1980,1.95,0.65,"cpue (standardized, vims)",NA,-1.05,-0.35,94889,0.539466951686811,7301.54166666667,"Longfin inshore squid"
"Dusky shark Northwest Atlantic & GOM [cpue (standardized, vims)]","Morgan 2008",1981,0.9,0.3,"cpue (standardized, vims)",NA,-0.79,-0.263333333333333,78399,0.445717307014452,-9188.45833333333,"Longfin inshore squid"
"Dusky shark Northwest Atlantic & GOM [cpue (standardized, vims)]","Morgan 2008",1982,0.11,0.0366666666666667,"cpue (standardized, vims)",NA,0,0,83317,0.473677328390963,-4270.45833333333,"Longfin inshore squid"
"Dusky shark Northwest Atlantic & GOM [cpue (standardized, vims)]","Morgan 2008",1983,0.11,0.0366666666666667,"cpue (standardized, vims)",NA,0.26,0.0866666666666667,140594,0.799310948639522,53006.5416666667,"Longfin inshore squid"
"Dusky shark Northwest Atlantic & GOM [cpue (standardized, vims)]","Morgan 2008",1984,0.37,0.123333333333333,"cpue (standardized, vims)",NA,-0.13,-0.0433333333333333,137445,0.781408120800027,49857.5416666667,"Longfin inshore squid"
"Dusky shark Northwest Atlantic & GOM [cpue (standardized, vims)]","Morgan 2008",1989,0.11,0.0366666666666667,"cpue (standardized, vims)",NA,-0.26,-0.0866666666666667,142912,0.812489340170785,55324.5416666667,"Longfin inshore squid"
"Dusky shark Northwest Atlantic & GOM [cpue (standardized, vims)]","Morgan 2008",1990,-0.15,-0.05,"cpue (standardized, vims)",NA,0.39,0.13,71220,0.404902952914824,-16367.4583333333,"Longfin inshore squid"
"Dusky shark Northwest Atlantic & GOM [cpue (standardized, vims)]","Morgan 2008",1991,0.24,0.08,"cpue (standardized, vims)",NA,-0.26,-0.0866666666666667,85942,0.488601089292415,-1645.45833333333,"Longfin inshore squid"
"Dusky shark Northwest Atlantic & GOM [cpue (standardized, vims)]","Morgan 2008",1992,-0.02,-0.00666666666666667,"cpue (standardized, vims)",NA,0.13,0.0433333333333333,76329,0.433948855560735,-11258.4583333333,"Longfin inshore squid"
"Dusky shark Northwest Atlantic & GOM [cpue (standardized, vims)]","Morgan 2008",1995,0.24,0.08,"cpue (standardized, vims)",NA,0.13,0.0433333333333333,43269,0.245994746836163,-44318.4583333333,"Longfin inshore squid"
"Dusky shark Northwest Atlantic & GOM [cpue (standardized, vims)]","Morgan 2008",1996,0.37,0.123333333333333,"cpue (standardized, vims)",NA,-0.52,-0.173333333333333,25806,0.146713361456332,-61781.4583333333,"Longfin inshore squid"
"Dusky shark Northwest Atlantic & GOM [cpue (standardized, vims)]","Morgan 2008",1997,-0.15,-0.05,"cpue (standardized, vims)",NA,0.52,0.173333333333333,70791,0.402463983990358,-16796.4583333333,"Longfin inshore squid"
"Dusky shark Northwest Atlantic & GOM [cpue (standardized, vims)]","Morgan 2008",1998,0.37,0.123333333333333,"cpue (standardized, vims)",NA,0,0,33944,0.192979862871957,-53643.4583333333,"Longfin inshore squid"
"Dusky shark Northwest Atlantic & GOM [cpue (standardized, vims)]","Morgan 2008",1999,0.37,0.123333333333333,"cpue (standardized, vims)",NA,0,0,106032,0.602817606058194,18444.5416666667,"Longfin inshore squid"
"Dusky shark Northwest Atlantic & GOM [cpue (standardized, vims)]","Morgan 2008",2000,0.37,0.123333333333333,"cpue (standardized, vims)",NA,-0.13,-0.0433333333333333,175894,1,88306.5416666667,"Longfin inshore squid"
"Dusky shark Northwest Atlantic & GOM [cpue (standardized, vims)]","Morgan 2008",2001,0.24,0.08,"cpue (standardized, vims)",NA,0.26,0.0866666666666667,59688,0.339340739308902,-27899.4583333333,"Longfin inshore squid"
"Dusky shark Northwest Atlantic & GOM [cpue (standardized, vims)]","Morgan 2008",2002,0.5,0.166666666666667,"cpue (standardized, vims)",NA,-0.26,-0.0866666666666667,154284,0.877141915016999,66696.5416666667,"Longfin inshore squid"
"Dusky shark Northwest Atlantic & GOM [cpue (standardized, vims)]","Morgan 2008",2003,0.24,0.08,"cpue (standardized, vims)",NA,0.39,0.13,80563,0.458020171239497,-7024.45833333333,"Longfin inshore squid"
"Dusky shark Northwest Atlantic & GOM [cpue (standardized, vims)]","Morgan 2008",2004,0.63,0.21,"cpue (standardized, vims)",NA,-0.26,-0.0866666666666667,51120,0.290629583726563,-36467.4583333333,"Longfin inshore squid"
"Dusky shark Northwest Atlantic & GOM [cpue (standardized, vims)]","Morgan 2008",2005,0.37,0.123333333333333,"cpue (standardized, vims)",NA,8.8,2.93333333333333,63894,0.363252868204714,-23693.4583333333,"Longfin inshore squid"
"Dusky shark Northwest Atlantic & GOM [cpue (standardized, lps)]","Morgan 2008",1986,1.87,0.727626459143969,"cpue (standardized, lps)",NA,0.7,0.272373540856031,93995,0.534384345116945,12842.55,"Longfin inshore squid"
"Dusky shark Northwest Atlantic & GOM [cpue (standardized, lps)]","Morgan 2008",1987,2.57,1,"cpue (standardized, lps)",NA,-1.09,-0.424124513618677,26304,0.149544612095921,-54848.45,"Longfin inshore squid"
"Dusky shark Northwest Atlantic & GOM [cpue (standardized, lps)]","Morgan 2008",1988,1.48,0.575875486381323,"cpue (standardized, lps)",NA,0.87,0.33852140077821,72353,0.411344332382003,-8799.45,"Longfin inshore squid"
"Dusky shark Northwest Atlantic & GOM [cpue (standardized, lps)]","Morgan 2008",1989,2.35,0.914396887159533,"cpue (standardized, lps)",NA,-0.94,-0.365758754863813,142912,0.812489340170785,61759.55,"Longfin inshore squid"
"Dusky shark Northwest Atlantic & GOM [cpue (standardized, lps)]","Morgan 2008",1990,1.41,0.54863813229572,"cpue (standardized, lps)",NA,0.34,0.132295719844358,71220,0.404902952914824,-9932.45,"Longfin inshore squid"
"Dusky shark Northwest Atlantic & GOM [cpue (standardized, lps)]","Morgan 2008",1991,1.75,0.680933852140078,"cpue (standardized, lps)",NA,-1.28,-0.498054474708171,85942,0.488601089292415,4789.55,"Longfin inshore squid"
"Dusky shark Northwest Atlantic & GOM [cpue (standardized, lps)]","Morgan 2008",1992,0.47,0.182879377431907,"cpue (standardized, lps)",NA,0.89,0.346303501945525,76329,0.433948855560735,-4823.45,"Longfin inshore squid"
"Dusky shark Northwest Atlantic & GOM [cpue (standardized, lps)]","Morgan 2008",1993,1.36,0.529182879377432,"cpue (standardized, lps)",NA,-0.92,-0.357976653696498,35429,0.201422447610493,-45723.45,"Longfin inshore squid"
"Dusky shark Northwest Atlantic & GOM [cpue (standardized, lps)]","Morgan 2008",1994,0.44,0.171206225680934,"cpue (standardized, lps)",NA,0.27,0.105058365758755,153280,0.871433931799834,72127.55,"Longfin inshore squid"
"Dusky shark Northwest Atlantic & GOM [cpue (standardized, lps)]","Morgan 2008",1995,0.71,0.276264591439689,"cpue (standardized, lps)",NA,0.29,0.11284046692607,43269,0.245994746836163,-37883.45,"Longfin inshore squid"
"Dusky shark Northwest Atlantic & GOM [cpue (standardized, lps)]","Morgan 2008",1996,1,0.389105058365759,"cpue (standardized, lps)",NA,-0.27,-0.105058365758755,25806,0.146713361456332,-55346.45,"Longfin inshore squid"
"Dusky shark Northwest Atlantic & GOM [cpue (standardized, lps)]","Morgan 2008",1997,0.73,0.284046692607004,"cpue (standardized, lps)",NA,0.17,0.066147859922179,70791,0.402463983990358,-10361.45,"Longfin inshore squid"
"Dusky shark Northwest Atlantic & GOM [cpue (standardized, lps)]","Morgan 2008",1998,0.9,0.350194552529183,"cpue (standardized, lps)",NA,-0.1,-0.0389105058365759,33944,0.192979862871957,-47208.45,"Longfin inshore squid"
"Dusky shark Northwest Atlantic & GOM [cpue (standardized, lps)]","Morgan 2008",1999,0.8,0.311284046692607,"cpue (standardized, lps)",NA,-0.26,-0.101167315175097,106032,0.602817606058194,24879.55,"Longfin inshore squid"
"Dusky shark Northwest Atlantic & GOM [cpue (standardized, lps)]","Morgan 2008",2000,0.54,0.21011673151751,"cpue (standardized, lps)",NA,-0.1,-0.0389105058365759,175894,1,94741.55,"Longfin inshore squid"
"Dusky shark Northwest Atlantic & GOM [cpue (standardized, lps)]","Morgan 2008",2001,0.44,0.171206225680934,"cpue (standardized, lps)",NA,0.32,0.124513618677043,59688,0.339340739308902,-21464.45,"Longfin inshore squid"
"Dusky shark Northwest Atlantic & GOM [cpue (standardized, lps)]","Morgan 2008",2002,0.76,0.295719844357977,"cpue (standardized, lps)",NA,-0.2,-0.0778210116731517,154284,0.877141915016999,73131.55,"Longfin inshore squid"
"Dusky shark Northwest Atlantic & GOM [cpue (standardized, lps)]","Morgan 2008",2003,0.56,0.217898832684825,"cpue (standardized, lps)",NA,0.0299999999999999,0.0116731517509727,80563,0.458020171239497,-589.449999999997,"Longfin inshore squid"
"Dusky shark Northwest Atlantic & GOM [cpue (standardized, lps)]","Morgan 2008",2004,0.59,0.229571984435798,"cpue (standardized, lps)",NA,0,0,51120,0.290629583726563,-30032.45,"Longfin inshore squid"
"Dusky shark Northwest Atlantic & GOM [cpue (standardized, lps)]","Morgan 2008",2005,0.59,0.229571984435798,"cpue (standardized, lps)",NA,-0.32,-0.124513618677043,63894,0.363252868204714,-17258.45,"Longfin inshore squid"
"Offshore hake Northwest Atlantic Coast [abundance]","Offshore Hake Assessment 2010",1969,210000,0.3,"abundance",NA,30000,0.0428571428571429,0.073,0.00781584582441113,-1.61630555555556,"Northern shortfin squid"
"Offshore hake Northwest Atlantic Coast [abundance]","Offshore Hake Assessment 2010",1970,240000,0.342857142857143,"abundance",NA,-50000,-0.0714285714285714,0.268,0.0286937901498929,-1.42130555555556,"Northern shortfin squid"
"Offshore hake Northwest Atlantic Coast [abundance]","Offshore Hake Assessment 2010",1971,190000,0.271428571428571,"abundance",NA,350000,0.5,0.337,0.0360813704496788,-1.35230555555556,"Northern shortfin squid"
"Offshore hake Northwest Atlantic Coast [abundance]","Offshore Hake Assessment 2010",1972,540000,0.771428571428571,"abundance",NA,-10000,-0.0142857142857143,0.292,0.0312633832976445,-1.39730555555556,"Northern shortfin squid"
"Offshore hake Northwest Atlantic Coast [abundance]","Offshore Hake Assessment 2010",1973,530000,0.757142857142857,"abundance",NA,1e+05,0.142857142857143,0.353,0.0377944325481799,-1.33630555555556,"Northern shortfin squid"
"Offshore hake Northwest Atlantic Coast [abundance]","Offshore Hake Assessment 2010",1974,630000,0.9,"abundance",NA,-3e+05,-0.428571428571429,0.392,0.0419700214132762,-1.29730555555556,"Northern shortfin squid"
"Offshore hake Northwest Atlantic Coast [abundance]","Offshore Hake Assessment 2010",1975,330000,0.471428571428571,"abundance",NA,140000,0.2,1.417,0.151713062098501,-0.272305555555556,"Northern shortfin squid"
