region,area,location,comm_name,sci_name,reference,year,n,n_units,catch,catch_units,Date,NB Notes
North Sea,Channel Islands,Les Etacs,Herring Gull,Larus argentatus,JNCC Channel Islands 11.15 NB,1987,1,Occ. nests/sites,,,,
North Sea,Channel Islands,Queslingue,Herring Gull,Larus argentatus,JNCC Channel Islands 11.15 NB,1987,1,Occupied nests,,,,
North Sea,Channel Islands,Les Minquiers,Herring Gull,Larus argentatus,JNCC Channel Islands 11.15 NB,1987,3,Occupied nests,,,,
North Sea,Channel Islands,Lihou Island,Herring Gull,Larus argentatus,JNCC Channel Islands 11.15 NB,1987,5,Occupied nests,,,,
North Sea,Channel Islands,Les Amfroques,Herring Gull,Larus argentatus,JNCC Channel Islands 11.15 NB,1987,12,Individuals on land,,,,
North Sea,Channel Islands,Herm,Herring Gull,Larus argentatus,JNCC Channel Islands 11.15 NB,1987,43,Occupied nests,,,,
North Sea,Channel Islands,Jethou,Herring Gull,Larus argentatus,JNCC Channel Islands 11.15 NB,1987,43,Occupied nests,,,,
North Sea,Channel Islands,Little Sark,Herring Gull,Larus argentatus,JNCC Channel Islands 11.15 NB,1987,64,Occupied nests,,,,
North Sea,Channel Islands,Burhou,Herring Gull,Larus argentatus,JNCC Channel Islands 11.15 NB,1987,70,Occupied nests,,,,
North Sea,Channel Islands,Alderney,Herring Gull,Larus argentatus,JNCC Channel Islands 11.15 NB,1987,96,Occupied nests,,,,
North Sea,Channel Islands,Sark,Herring Gull,Larus argentatus,JNCC Channel Islands 11.15 NB,1987,146,Occupied nests,,,,
North Sea,Channel Islands,Brecqhou,Herring Gull,Larus argentatus,JNCC Channel Islands 11.15 NB,1987,173,Occupied territory,,,,
North Sea,Channel Islands,Guernsey Southwest,Herring Gull,Larus argentatus,JNCC Channel Islands 11.15 NB,1987,224,Occ. nests/sites,,,,
North Sea,Channel Islands,Les Ecrehous,Herring Gull,Larus argentatus,JNCC Channel Islands 11.15 NB,1987,450,Occupied nests,,,,
North Sea,Channel Islands,Jersey,Herring Gull,Larus argentatus,JNCC Channel Islands 11.15 NB,1987,1500,Occ. nests/sites,,,,
North Sea,Channel Islands,Les Amfroques,Herring Gull,Larus argentatus,JNCC Channel Islands 11.15 NB,1988,4,Individuals on land,,,,
North Sea,Channel Islands,Herm,Herring Gull,Larus argentatus,JNCC Channel Islands 11.15 NB,1988,36,Occupied nests,,,,
North Sea,Channel Islands,Brecqhou,Herring Gull,Larus argentatus,JNCC Channel Islands 11.15 NB,1988,59,Occupied nests,,,,
North Sea,Channel Islands,Little Sark,Herring Gull,Larus argentatus,JNCC Channel Islands 11.15 NB,1988,60,Occupied nests,,,,
North Sea,Channel Islands,Jethou,Herring Gull,Larus argentatus,JNCC Channel Islands 11.15 NB,1988,62,Occupied nests,,,,
North Sea,Channel Islands,Burhou,Herring Gull,Larus argentatus,JNCC Channel Islands 11.15 NB,1988,95,Occupied nests,,,,
North Sea,Channel Islands,Sark,Herring Gull,Larus argentatus,JNCC Channel Islands 11.15 NB,1988,128,Occupied nests,,,,
North Sea,Channel Islands,Les Autelets,Herring Gull,Larus argentatus,JNCC Channel Islands 11.15 NB,1989,1,Occupied nests,,,,
North Sea,Channel Islands,Les Autelets,Herring Gull,Larus argentatus,JNCC Channel Islands 11.15 NB,1991,2,Occupied nests,,,,
North Sea,Channel Islands,Lihou Island,Herring Gull,Larus argentatus,JNCC Channel Islands 11.15 NB,1992,15,Occupied nests,,,,
North Sea,Channel Islands,Jersey (roof-nesting gulls),Herring Gull,Larus argentatus,JNCC Channel Islands 11.15 NB,1994,129,Occupied nests,,,,
North Sea,Channel Islands,Les Ecrehous,Herring Gull,Larus argentatus,JNCC Channel Islands 11.15 NB,1995,325,Occupied nests,,,,
North Sea,Channel Islands,Les Minquiers,Herring Gull,Larus argentatus,JNCC Channel Islands 11.15 NB,1998,5,Occupied nests,,,,
North Sea,Channel Islands,Jersey (roof-nesting gulls),Herring Gull,Larus argentatus,JNCC Channel Islands 11.15 NB,1998,250,Occupied nests,,,,
North Sea,Channel Islands,Les Ecrehous,Herring Gull,Larus argentatus,JNCC Channel Islands 11.15 NB,1998,350,Occupied nests,,,,
North Sea,Channel Islands,La Moye Point West,Herring Gull,Larus argentatus,JNCC Channel Islands 11.15 NB,1999,4,Occupied nests,,,,
North Sea,Channel Islands,Plemont E.,Herring Gull,Larus argentatus,JNCC Channel Islands 11.15 NB,1999,5,Occupied nests,,,,
North Sea,Channel Islands,Tete des Hougues,Herring Gull,Larus argentatus,JNCC Channel Islands 11.15 NB,1999,5,Occupied nests,,,,
North Sea,Channel Islands,Corbiere South,Herring Gull,Larus argentatus,JNCC Channel Islands 11.15 NB,1999,6,Occupied nests,,,,
North Sea,Channel Islands,G. Becquete,Herring Gull,Larus argentatus,JNCC Channel Islands 11.15 NB,1999,6,Occupied nests,,,,
North Sea,Channel Islands,La Lande du Ouest,Herring Gull,Larus argentatus,JNCC Channel Islands 11.15 NB,1999,7,Occupied nests,,,,
North Sea,Channel Islands,Petit Port,Herring Gull,Larus argentatus,JNCC Channel Islands 11.15 NB,1999,10,Occupied nests,,,,
North Sea,Channel Islands,L'etaquerez Fort,Herring Gull,Larus argentatus,JNCC Channel Islands 11.15 NB,1999,11,Occupied nests,,,,
North Sea,Channel Islands,Icho Tower,Herring Gull,Larus argentatus,JNCC Channel Islands 11.15 NB,1999,21,Occupied nests,,,,
North Sea,Channel Islands,Grosnez,Herring Gull,Larus argentatus,JNCC Channel Islands 11.15 NB,1999,23,Occupied nests,,,,
North Sea,Channel Islands,Agois,Herring Gull,Larus argentatus,JNCC Channel Islands 11.15 NB,1999,29,Occupied nests,,,,
North Sea,Channel Islands,La Tour de Rozel,Herring Gull,Larus argentatus,JNCC Channel Islands 11.15 NB,1999,30,Occupied nests,,,,
North Sea,Channel Islands,Fiquet to Beauport,Herring Gull,Larus argentatus,JNCC Channel Islands 11.15 NB,1999,31,Occupied nests,,,,
North Sea,Channel Islands,Letacq,Herring Gull,Larus argentatus,JNCC Channel Islands 11.15 NB,1999,31,Occupied nests,,,,
North Sea,Channel Islands,Lecqe,Herring Gull,Larus argentatus,JNCC Channel Islands 11.15 NB,1999,58,Occupied nests,,,,
North Sea,Channel Islands,Plemont,Herring Gull,Larus argentatus,JNCC Channel Islands 11.15 NB,1999,71,Occupied nests,,,,
North Sea,Channel Islands,La Moye Point to Fiquet,Herring Gull,Larus argentatus,JNCC Channel Islands 11.15 NB,1999,105,Occupied nests,,,,
North Sea,Channel Islands,Portelet Headland,Herring Gull,Larus argentatus,JNCC Channel Islands 11.15 NB,1999,201,Occupied nests,,,,
North Sea,Channel Islands,Noirmont,Herring Gull,Larus argentatus,JNCC Channel Islands 11.15 NB,1999,206,Occupied nests,,,,
North Sea,Channel Islands,Alderney,Herring Gull,Larus argentatus,JNCC Channel Islands 11.15 NB,1999,285,Occupied territory,,,,
North Sea,Channel Islands,Les Minquiers,Herring Gull,Larus argentatus,JNCC Channel Islands 11.15 NB,2000,20,Occupied nests,,,,
North Sea,Channel Islands,Wolf's Caves,Herring Gull,Larus argentatus,JNCC Channel Islands 11.15 NB,2000,34,Occupied nests,,,,
North Sea,Channel Islands,La Belle Hougue,Herring Gull,Larus argentatus,JNCC Channel Islands 11.15 NB,2000,45,Occupied nests,,,,
North Sea,Channel Islands,Elizabeth Castle,Herring Gull,Larus argentatus,JNCC Channel Islands 11.15 NB,2000,50,Occupied nests,,,,
North Sea,Channel Islands,Sorel Point,Herring Gull,Larus argentatus,JNCC Channel Islands 11.15 NB,2000,92,Occupied nests,,,,
North Sea,Channel Islands,Devil's Hole,Herring Gull,Larus argentatus,JNCC Channel Islands 11.15 NB,2000,93,Occupied nests,,,,
North Sea,Channel Islands,Les Ecrehous,Herring Gull,Larus argentatus,JNCC Channel Islands 11.15 NB,2000,200,Occupied nests,,,,
North Sea,Channel Islands,La Chretienne,Herring Gull,Larus argentatus,JNCC Channel Islands 11.15 NB,2000,203,Occupied nests,,,,
North Sea,Channel Islands,St. Helier,Herring Gull,Larus argentatus,JNCC Channel Islands 11.15 NB,2001,190,Occupied nests,,,,
North Sea,Channel Islands,Burhou,Herring Gull,Larus argentatus,JNCC Channel Islands 11.15 NB,2006,110,Occupied nests,,,,
North Sea,Channel Islands,Burhou,Herring Gull,Larus argentatus,JNCC Channel Islands 11.15 NB,2007,148,Occupied nests,,,,
North Sea,Channel Islands,Burhou,Herring Gull,Larus argentatus,JNCC Channel Islands 11.15 NB,2008,164,Occupied nests,,,,
North Sea,Channel Islands,Burhou,Herring Gull,Larus argentatus,JNCC Channel Islands 11.15 NB,2010,85,Occupied nests,,,,
North Sea,Channel Islands,Burhou,Herring Gull,Larus argentatus,JNCC Channel Islands 11.15 NB,2011,73,Occupied nests,,,,
North Sea,Channel Islands,Burhou,Herring Gull,Larus argentatus,JNCC Channel Islands 11.15 NB,2012,5,Occupied nests,,,,
North Sea,Channel Islands,Burhou,Herring Gull,Larus argentatus,JNCC Channel Islands 11.15 NB,2013,18,Occupied nests,,,,
North Sea,Channel Islands,Burhou,Herring Gull,Larus argentatus,JNCC Channel Islands 11.15 NB,2014,32,Occupied nests,,,,
North Sea,Channel Islands,Les Minquiers,Herring Gull,Larus argentatus,JNCC Channel Islands 11.15 NB,2015,1,Occupied nests,,,,
North Sea,Channel Islands,Icho Tower,Herring Gull,Larus argentatus,JNCC Channel Islands 11.15 NB,2015,3,Occupied nests,,,,
North Sea,Channel Islands,Omptolle,Herring Gull,Larus argentatus,JNCC Channel Islands 11.15 NB,2015,5,Occupied nests,,,,
North Sea,Channel Islands,Corbiere South,Herring Gull,Larus argentatus,JNCC Channel Islands 11.15 NB,2015,6,Occupied nests,,,,
North Sea,Channel Islands,Portelet Headland,Herring Gull,Larus argentatus,JNCC Channel Islands 11.15 NB,2015,10,Occupied nests,,,,
North Sea,Channel Islands,La Tour de Rozel,Herring Gull,Larus argentatus,JNCC Channel Islands 11.15 NB,2015,13,Occupied nests,,,,
North Sea,Channel Islands,Lihou Island,Herring Gull,Larus argentatus,JNCC Channel Islands 11.15 NB,2015,15,Occupied nests,,,,
North Sea,Channel Islands,La Moye Point West,Herring Gull,Larus argentatus,JNCC Channel Islands 11.15 NB,2015,16,Occupied nests,,,,
North Sea,Channel Islands,Noirmont,Herring Gull,Larus argentatus,JNCC Channel Islands 11.15 NB,2015,16,Occupied nests,,,,
North Sea,Channel Islands,Les Amfroques,Herring Gull,Larus argentatus,JNCC Channel Islands 11.15 NB,2015,20,Occupied nests,,,,
North Sea,Channel Islands,Agois,Herring Gull,Larus argentatus,JNCC Channel Islands 11.15 NB,2015,24,Occupied nests,,,,
North Sea,Channel Islands,Lihou Island,Herring Gull,Larus argentatus,JNCC Channel Islands 11.15 NB,2015,30,Occupied nests,,,,
North Sea,Channel Islands,Elizabeth Castle,Herring Gull,Larus argentatus,JNCC Channel Islands 11.15 NB,2015,43,Occupied territory,,,,
North Sea,Channel Islands,Plemont E.,Herring Gull,Larus argentatus,JNCC Channel Islands 11.15 NB,2015,48,Occupied nests,,,,
North Sea,Channel Islands,Paradis,Herring Gull,Larus argentatus,JNCC Channel Islands 11.15 NB,2015,54,Occupied nests,,,,
North Sea,Channel Islands,Les Ecrehous,Herring Gull,Larus argentatus,JNCC Channel Islands 11.15 NB,2015,80,Occupied nests,,,,
North Sea,Channel Islands,Lihou Island,Herring Gull,Larus argentatus,JNCC Channel Islands 11.15 NB,2015,87,Occupied nests,,,,
North Sea,Channel Islands,Herm,Herring Gull,Larus argentatus,JNCC Channel Islands 11.15 NB,2015,117,Occupied nests,,,,
North Sea,Channel Islands,Jersey (roof-nesting gulls),Herring Gull,Larus argentatus,JNCC Channel Islands 11.15 NB,2015,152,Occupied nests,,,,
North Sea,Channel Islands,Brecqhou,Herring Gull,Larus argentatus,JNCC Channel Islands 11.15 NB,2015,160,Occupied nests,,,,
North Sea,Channel Islands,La Chretienne,Herring Gull,Larus argentatus,JNCC Channel Islands 11.15 NB,2015,164,Occupied nests,,,,
North Sea,Channel Islands,Jethou,Herring Gull,Larus argentatus,JNCC Channel Islands 11.15 NB,2015,172,Occupied nests,,,,
North Sea,Channel Islands,Little Sark,Herring Gull,Larus argentatus,JNCC Channel Islands 11.15 NB,2015,210,Occupied nests,,,,
North Sea,Channel Islands,Devil's Hole,Herring Gull,Larus argentatus,JNCC Channel Islands 11.15 NB,2015,237,Occupied nests,,,,
North Sea,Channel Islands,Sark,Herring Gull,Larus argentatus,JNCC Channel Islands 11.15 NB,2015,473,Occupied nests,,,,
North Sea,Channel Islands,Guernsey Southwest,Herring Gull,Larus argentatus,JNCC Channel Islands 11.15 NB,2015,732,Occupied nests,,,,
North Sea,Channel Islands,Jersey,Herring Gull,Larus argentatus,JNCC Channel Islands 11.15 NB,2015,910,Occupied nests,,,,
North Sea,Channel Islands,Burhou,Herring Gull,Larus argentatus,JNCC Channel Islands 11.15 NB,2016,55,Occupied nests,,,,
North Sea,Channel Islands,Plemont,Herring Gull,Larus argentatus,JNCC Channel Islands 11.15 NB,2016,97,Occupied nests,,,,
North Sea,Channel Islands,Alderney,Herring Gull,Larus argentatus,JNCC Channel Islands 11.15 NB,2016,127,Occupied nests,,,,
North Sea,Channel Islands,Lihou Island,Herring Gull,Larus argentatus,JNCC Channel Islands 11.15 NB,1999-2000,50,Occupied sites,,,,
North Sea,Channel Islands,Les Amfroques,Herring Gull,Larus argentatus,JNCC Channel Islands 11.15 NB,1999-2000,60,Occupied sites,,,,
North Sea,Channel Islands,Brecqhou,Herring Gull,Larus argentatus,JNCC Channel Islands 11.15 NB,1999-2000,90,Occupied territory,,,,
North Sea,Channel Islands,Burhou,Herring Gull,Larus argentatus,JNCC Channel Islands 11.15 NB,1999-2000,125,Occupied territory,,,,
North Sea,Channel Islands,Herm,Herring Gull,Larus argentatus,JNCC Channel Islands 11.15 NB,1999-2000,140,Occupied sites,,,,
North Sea,Channel Islands,Jethou,Herring Gull,Larus argentatus,JNCC Channel Islands 11.15 NB,1999-2000,220,Occupied sites,,,,
North Sea,Channel Islands,Sark,Herring Gull,Larus argentatus,JNCC Channel Islands 11.15 NB,1999-2000,440,Occupied sites,,,,
North Sea,Channel Islands,Guernsey (East),Herring Gull,Larus argentatus,JNCC Channel Islands 11.15 NB,1999-2000,550,Occupied sites,,,,
North Sea,Channel Islands,Guernsey (West),Herring Gull,Larus argentatus,JNCC Channel Islands 11.15 NB,1999-2000,600,Occupied sites,,,,
North Sea,Channel Islands,Burhou,Herring Gull,Larus argentatus,JNCC Channel Islands 11.15 NB,2005-2006,202,Occupied nests,,,,
North Sea,Channel Islands,Les Etacs,Northern Gannet,Morus bassanus,JNCC Channel Islands 11.15 NB,1987,2391,Occupied nests,,,,
North Sea,Channel Islands,Ortac,Northern Gannet,Morus bassanus,JNCC Channel Islands 11.15 NB,1987,1985,Occupied territory,,,,
North Sea,Channel Islands,Les Etacs,Northern Gannet,Morus bassanus,JNCC Channel Islands 11.15 NB,1989,2810,Occupied nests,,,,
North Sea,Channel Islands,Ortac,Northern Gannet,Morus bassanus,JNCC Channel Islands 11.15 NB,1989,2106,Occupied nests,,,,
North Sea,Channel Islands,Les Etacs,Northern Gannet,Morus bassanus,JNCC Channel Islands 11.15 NB,1992,2746,Occupied nests,,,,
North Sea,Channel Islands,Les Etacs,Northern Gannet,Morus bassanus,JNCC Channel Islands 11.15 NB,1994,3380,Occupied territory,,,,
North Sea,Channel Islands,Ortac,Northern Gannet,Morus bassanus,JNCC Channel Islands 11.15 NB,1994,2098,Occupied territory,,,,
North Sea,Channel Islands,Les Etacs,Northern Gannet,Morus bassanus,JNCC Channel Islands 11.15 NB,1999,3450,Occupied nests,,,,
North Sea,Channel Islands,Ortac,Northern Gannet,Morus bassanus,JNCC Channel Islands 11.15 NB,1999,2500,Occupied nests,,,,
North Sea,Channel Islands,Les Etacs,Northern Gannet,Morus bassanus,JNCC Channel Islands 11.15 NB,2005,4862,Occupied nests,,,,
North Sea,Channel Islands,Ortac,Northern Gannet,Morus bassanus,JNCC Channel Islands 11.15 NB,2005,2547,Occupied nests,,,,
North Sea,Channel Islands,Les Etacs,Northern Gannet,Morus bassanus,JNCC Channel Islands 11.15 NB,2011,5765,Occupied nests,,,,
North Sea,Channel Islands,Ortac,Northern Gannet,Morus bassanus,JNCC Channel Islands 11.15 NB,2011,2120,Occupied nests,,,,
North Sea,Channel Islands,Les Etacs,Northern Gannet,Morus bassanus,JNCC Channel Islands 11.15 NB,2016,5909,Occupied nests,,,,
North Sea,Channel Islands,Ortac,Northern Gannet,Morus bassanus,JNCC Channel Islands 11.15 NB,2016,2777,Occupied nests,,,,
North Sea,Channel Islands,Herm,Shag,Phalacrocorax aristotelis,JNCC Channel Islands 11.15 NB,1986,2,Occupied nests,,,,
North Sea,Channel Islands,Jethou,Shag,Phalacrocorax aristotelis,JNCC Channel Islands 11.15 NB,1986,7,Individuals on land,,,,
North Sea,Channel Islands,Jersey,Shag,Phalacrocorax aristotelis,JNCC Channel Islands 11.15 NB,1987,525,Occ. nests/sites,,,,
North Sea,Channel Islands,Alderney,Shag,Phalacrocorax aristotelis,JNCC Channel Islands 11.15 NB,1987,31,Occupied nests,,,,
North Sea,Channel Islands,Les Etacs,Shag,Phalacrocorax aristotelis,JNCC Channel Islands 11.15 NB,1987,7,Occ. nests/sites,,,,
North Sea,Channel Islands,Brecqhou,Shag,Phalacrocorax aristotelis,JNCC Channel Islands 11.15 NB,1987,64,Occupied nests,,,,
North Sea,Channel Islands,Guernsey Southwest,Shag,Phalacrocorax aristotelis,JNCC Channel Islands 11.15 NB,1987,97,Occ. nests/sites,,,,
North Sea,Channel Islands,Herm,Shag,Phalacrocorax aristotelis,JNCC Channel Islands 11.15 NB,1987,1,Occupied nests,,,,
North Sea,Channel Islands,Les Amfroques,Shag,Phalacrocorax aristotelis,JNCC Channel Islands 11.15 NB,1987,27,Occupied nests,,,,
North Sea,Channel Islands,Les Ecrehous,Shag,Phalacrocorax aristotelis,JNCC Channel Islands 11.15 NB,1987,72,Occupied nests,,,,
North Sea,Channel Islands,Les Minquiers,Shag,Phalacrocorax aristotelis,JNCC Channel Islands 11.15 NB,1987,40,Occupied nests,,,,
North Sea,Channel Islands,Jethou,Shag,Phalacrocorax aristotelis,JNCC Channel Islands 11.15 NB,1987,34,Occupied nests,,,,
North Sea,Channel Islands,Sark,Shag,Phalacrocorax aristotelis,JNCC Channel Islands 11.15 NB,1987,4,Occupied nests,,,,
North Sea,Channel Islands,Burhou,Shag,Phalacrocorax aristotelis,JNCC Channel Islands 11.15 NB,1988,6,Occupied nests,,,,
North Sea,Channel Islands,Brecqhou,Shag,Phalacrocorax aristotelis,JNCC Channel Islands 11.15 NB,1988,20,Occupied nests,,,,
North Sea,Channel Islands,Herm,Shag,Phalacrocorax aristotelis,JNCC Channel Islands 11.15 NB,1988,1,Occupied nests,,,,
North Sea,Channel Islands,Les Amfroques,Shag,Phalacrocorax aristotelis,JNCC Channel Islands 11.15 NB,1988,60,Individuals on land,,,,
North Sea,Channel Islands,Little Sark,Shag,Phalacrocorax aristotelis,JNCC Channel Islands 11.15 NB,1988,4,Occupied nests,,,,
North Sea,Channel Islands,Sark,Shag,Phalacrocorax aristotelis,JNCC Channel Islands 11.15 NB,1988,3,Occupied nests,,,,
North Sea,Channel Islands,Les Amfroques,Shag,Phalacrocorax aristotelis,JNCC Channel Islands 11.15 NB,1990,26,Occupied nests,,,,
North Sea,Channel Islands,Herm,Shag,Phalacrocorax aristotelis,JNCC Channel Islands 11.15 NB,1991,7,Occupied nests,,,,
North Sea,Channel Islands,Little Sark,Shag,Phalacrocorax aristotelis,JNCC Channel Islands 11.15 NB,1991,1,Occupied nests,,,,
North Sea,Channel Islands,Sark,Shag,Phalacrocorax aristotelis,JNCC Channel Islands 11.15 NB,1991,5,Individuals on land,,,,
North Sea,Channel Islands,Herm,Shag,Phalacrocorax aristotelis,JNCC Channel Islands 11.15 NB,1992,5,Occupied nests,,,,
North Sea,Channel Islands,Les Ecrehous,Shag,Phalacrocorax aristotelis,JNCC Channel Islands 11.15 NB,1995,107,Occupied nests,,,,
North Sea,Channel Islands,Les Ecrehous,Shag,Phalacrocorax aristotelis,JNCC Channel Islands 11.15 NB,1998,112,Occupied nests,,,,
North Sea,Channel Islands,Les Minquiers,Shag,Phalacrocorax aristotelis,JNCC Channel Islands 11.15 NB,1998,50,Occupied nests,,,,
North Sea,Channel Islands,Agois,Shag,Phalacrocorax aristotelis,JNCC Channel Islands 11.15 NB,1999,4,Occupied nests,,,,
North Sea,Channel Islands,Fiquet to Beauport,Shag,Phalacrocorax aristotelis,JNCC Channel Islands 11.15 NB,1999,9,Occupied nests,,,,
North Sea,Channel Islands,G. Becquete,Shag,Phalacrocorax aristotelis,JNCC Channel Islands 11.15 NB,1999,1,Occupied nests,,,,
North Sea,Channel Islands,Grosnez,Shag,Phalacrocorax aristotelis,JNCC Channel Islands 11.15 NB,1999,1,Occupied nests,,,,
North Sea,Channel Islands,Icho Tower,Shag,Phalacrocorax aristotelis,JNCC Channel Islands 11.15 NB,1999,20,Occupied nests,,,,
North Sea,Channel Islands,La Lande du Ouest,Shag,Phalacrocorax aristotelis,JNCC Channel Islands 11.15 NB,1999,10,Occupied nests,,,,
North Sea,Channel Islands,La Moye Point to Fiquet,Shag,Phalacrocorax aristotelis,JNCC Channel Islands 11.15 NB,1999,6,Occupied nests,,,,
North Sea,Channel Islands,La Tour de Rozel,Shag,Phalacrocorax aristotelis,JNCC Channel Islands 11.15 NB,1999,7,Occupied nests,,,,
