"assessid","assessorid","stockid","stocklong","years","method","species","comm_name","areaid","region","country","areaname"
"AFSC-NROCKGA-1961-2015-SISIMP2016","AFSC","NROCKGA","Northern rockfish Gulf of Alaska","1961-2015","Unknown","Sebastes polyspinis","Northern rockfish","USA-NMFS-GA","US Alaska","USA","Gulf of Alaska"
"AFSC-NRSOLEEBSAI-1975-2015-SISIMP2016","AFSC","NRSOLEEBSAI","Northern rock sole Eastern Bering Sea and Aleutian Islands","1975-2015","Unknown","Lepidopsetta polyxystra","Northern rock sole","USA-NMFS-EBSAI","US Alaska","USA","Eastern Bering Sea and Aleutian Islands"
"AFSC-NRSOLEGA-1977-2015-SISIMP2016","AFSC","NRSOLEGA","Northern rock sole Gulf of Alaska","1977-2015","SS3","Lepidopsetta polyxystra","Northern rock sole","USA-NMFS-GA","US Alaska","USA","Gulf of Alaska"
"AFSC-PCODAI-1991-2014-SISIMP2016","AFSC","PCODAI","Pacific cod Aleutian Islands","1991-2014","Unknown","Gadus macrocephalus","Pacific cod","USA-NMFS-AI","US Alaska","USA","Aleutian Islands"
"AFSC-PCODBS-1977-2015-SISIMP2016","AFSC","PCODBS","Pacific cod Bering Sea","1977-2015","SS3","Gadus macrocephalus","Pacific cod","USA-NMFS-BS","US Alaska","USA","Bering Sea"
"AFSC-PCODGA-1977-2015-SISIMP2016","AFSC","PCODGA","Pacific cod Gulf of Alaska","1977-2015","SS3","Gadus macrocephalus","Pacific cod","USA-NMFS-GA","US Alaska","USA","Gulf of Alaska"
"AFSC-PERCHEBSAI-1960-2015-SISIMP2016","AFSC","PERCHEBSAI","Pacific Ocean perch Eastern Bering Sea and Aleutian Islands","1960-2015","Unknown","Sebastes alutus","Pacific Ocean perch","USA-NMFS-EBSAI","US Alaska","USA","Eastern Bering Sea and Aleutian Islands"
"AFSC-POPERCHGA-1961-2015-SISIMP2016","AFSC","POPERCHGA","Pacific ocean perch Gulf of Alaska","1961-2015","Unknown","Sebastes alutus","Pacific ocean perch","USA-NMFS-GA","US Alaska","USA","Gulf of Alaska"
"AFSC-REXSOLEGA-1982-2014-SISIMP2016","AFSC","REXSOLEGA","Rex sole Gulf of Alaska","1982-2014","SS3","Glyptocephalus zachirus","Rex sole","USA-NMFS-GA","US Alaska","USA","Gulf of Alaska"
"AFSC-REYEROCKBSAI-1974-2015-HIVELY","AFSC","REYEROCKBSAI","Rougheye rockfish Bering Sea and Aleutian Islands","1974-2015","SCA","Sebastes aleutianus","Rougheye rockfish","USA-NMFS-BSAI","US Alaska","USA","Bering Sea and Aleutian Islands"
"AFSC-REYEROCKGA-1974-2010-STACHURA","AFSC","REYEROCKGA","Rougheye rockfish Gulf of Alaska","1974-2010","AD-CAM","Sebastes aleutianus","Rougheye rockfish","USA-NMFS-GA","US Alaska","USA","Gulf of Alaska"
"AFSC-RKCRABBB-1975-2015-SISIMP2016","AFSC","RKCRABBB","Red king crab Bristol Bay","1975-2015","Unknown","Paralithodes camtschaticus","Red king crab","USA-NMFS-BB","US Alaska","USA","Bristol Bay"
"AFSC-RKCRABNS-1976-2008-JENSEN","AFSC","RKCRABNS","Red king crab Norton Sound","1976-2008","LBA","Paralithodes camtschaticus","Red king crab","USA-NMFS-NS","US Alaska","USA","Norton Sound"
"AFSC-RKCRABPI-1981-2009-JENSEN","AFSC","RKCRABPI","Red king crab Pribilof Islands","1981-2009","Survey indices","Paralithodes camtschaticus","Red king crab","USA-NMFS-PI","US Alaska","USA","Pribilof Islands"
"AFSC-RSOLEGA-1977-2015-SISIMP2016","AFSC","RSOLEGA","Rock sole Gulf of Alaska","1977-2015","SS3","Lepidopsetta bilineata","Rock sole","USA-NMFS-GA","US Alaska","USA","Gulf of Alaska"
"AFSC-SABLEFEBSAIGA-1960-2015-SISIMP2016","AFSC","SABLEFEBSAIGA","Sablefish Eastern Bering Sea / Aleutian Islands / Gulf of Alaska","1960-2015","Unknown","Anoplopoma fimbria","Sablefish","USA-NMFS-EBSAIGA","US Alaska","USA","Eastern Bering Sea / Aleutian Islands / Gulf of Alaska"
"AFSC-SNOWCRABBS-1979-2015-SISIMP2016","AFSC","SNOWCRABBS","Snow crab Bering Sea","1979-2015","Unknown","Chionoecetes opilio","Snow crab","USA-NMFS-BS","US Alaska","USA","Bering Sea"
"AFSC-SRAKEROCKBSAI-2004-2014-SISIMP2016","AFSC","SRAKEROCKBSAI","Shortraker rockfish Bering Sea and Aleutian Islands","2004-2014","Unknown","Sebastes borealis","Shortraker rockfish","USA-NMFS-BSAI","US Alaska","USA","Bering Sea and Aleutian Islands"
"AFSC-SRAKEROCKGA-1993-2014-SISIMP2016","AFSC","SRAKEROCKGA","Shortraker rockfish Gulf of Alaska","1993-2014","Unknown","Sebastes borealis","Shortraker rockfish","USA-NMFS-GA","US Alaska","USA","Gulf of Alaska"
"AFSC-SSTHORNHGA-1980-2014-SISIMP2016","AFSC","SSTHORNHGA","Shortspine thornyhead Gulf of Alaska","1980-2014","Unknown","Sebastolobus alascanus","Shortspine thornyhead","USA-NMFS-GA","US Alaska","USA","Gulf of Alaska"
"AFSC-TANNERCRABBSAI-1965-2015-SISIMP2016","AFSC","TANNERCRABBSAI","Tanner crab Bering Sea and Aleutian Islands","1965-2015","Unknown","Chionoecetes bairdi","Tanner crab","USA-NMFS-BSAI","US Alaska","USA","Bering Sea and Aleutian Islands"
"AFSC-WPOLLAI-1978-2015-SISIMP2016","AFSC","WPOLLAI","Walleye pollock Aleutian Islands","1978-2015","Unknown","Theragra chalcogramma","Walleye pollock","USA-NMFS-AI","US Alaska","USA","Aleutian Islands"
"AFSC-WPOLLBOGO-1977-2014-SISIMP2016","AFSC","WPOLLBOGO","Walleye pollock Bogoslof","1977-2014","Unknown","Theragra chalcogramma","Walleye pollock","USA-NMFS-BOGO","US Alaska","USA","Bogoslof"
"AFSC-WPOLLEBS-1963-2015-HIVELY","AFSC","WPOLLEBS","Walleye pollock Eastern Bering Sea","1963-2015","IA","Theragra chalcogramma","Walleye pollock","USA-NMFS-EBS","US Alaska","USA","Eastern Bering Sea"
"AFSC-WPOLLGA-1970-2015-SISIMP2016","AFSC","WPOLLGA","Walleye pollock Gulf of Alaska","1970-2015","Unknown","Theragra chalcogramma","Walleye pollock","USA-NMFS-GA","US Alaska","USA","Gulf of Alaska"
"AFSC-WVSCALLALASKA-1994-2015-SISIMP2016","AFSC","WVSCALLALASKA","Weathervane scallop Alaska","1994-2015","Unknown","Patinopecten caurinus","Weathervane scallop","USA-NMFS-ALASKA","US Alaska","USA","Alaska"
"AFSC-YEYEROCKGA-1990-2014-SISIMP2016","AFSC","YEYEROCKGA","Yelloweye rockfish Gulf of Alaska","1990-2014","Unknown","Sebastes ruberrimus","Yelloweye rockfish","USA-NMFS-GA","US Alaska","USA","Gulf of Alaska"
"AFSC-YSOLEBSAI-1954-2015-SISIMP2016","AFSC","YSOLEBSAI","Yellowfin sole Bering Sea and Aleutian Islands","1954-2015","Unknown","Limanda aspera","Yellowfin sole","USA-NMFS-BSAI","US Alaska","USA","Bering Sea and Aleutian Islands"
"AFWG-CAPENOR-1965-2007-MINTO","AFWG","CAPENOR","Capelin Barents Sea","1965-2007","CapTool","Mallotus villosus","Capelin","multinational-ICES-I","Europe non EU","multinational","Barents Sea"
"AFWG-CODNEAR-1943-2016-ICESIMP2016","AFWG","CODNEAR","Atlantic cod Northeast Arctic","1943-2016","Unknown","Gadus morhua","Atlantic cod","multinational-ICES-I-II","Europe non EU","multinational","North-East Arctic"
"AFWG-CODNEARNCW-1982-2016-ICESIMP2016","AFWG","CODNEARNCW","Atlantic cod Northeast Arctic (Norwegian coastal waters)","1982-2016","Unknown","Gadus morhua","Atlantic cod","multinational-ICES-I-II-NCW","Europe non EU","multinational","North-East Arctic (Norwegian coastal waters)"
"AFWG-GHALNEAR-1992-2015-ICESIMP2016","AFWG","GHALNEAR","Greenland halibut Northeast Arctic","1992-2015","Unknown","Reinhardtius hippoglossoides","Greenland halibut","multinational-ICES-I-II","Europe non EU","multinational","North-East Arctic"
"AFWG-GOLDREDNEAR-1908-2016-ICESIMP2016","AFWG","GOLDREDNEAR","Golden Redfish Northeast Arctic","1908-2016","Unknown","Sebastes norvegicus","Golden Redfish","multinational-ICES-I-II","Europe non EU","multinational","North-East Arctic"
"AFWG-HADNEAR-1947-2016-ICESIMP2016","AFWG","HADNEAR","Haddock Northeast Arctic","1947-2016","Unknown","Melanogrammus aeglefinus","Haddock","multinational-ICES-I-II","Europe non EU","multinational","North-East Arctic"
"AFWG-POLLNEAR-1957-2016-ICESIMP2016","AFWG","POLLNEAR","Pollock Northeast Arctic","1957-2016","Unknown","Pollachius virens","Pollock","multinational-ICES-I-II","Europe non EU","multinational","North-East Arctic"
"AFWG-REDDEEPI-II-1985-2006-MINTO","AFWG","REDDEEPI-II","Deepwater Redfish Northeast Arctic","1985-2006","Survey indices","Sebastes mentella","Deepwater Redfish","multinational-ICES-I-II","Europe non EU","multinational","North-East Arctic"
"ASMFC-ATLCROAKMATLC-1973-2002-STANTON","ASMFC","ATLCROAKMATLC","Atlantic croaker Mid-Atlantic Coast","1973-2002","AD-CAM","Micropogonias undulatus","Atlantic croaker","USA-NMFS-MATLC","US East Coast","USA","Mid-Atlantic Coast"
"ASMFC-LOBSTERGB-1981-2007-STANTON","ASMFC","LOBSTERGB","American lobster Georges Bank","1981-2007","CSM","Homarus americanus","American lobster","USA-NMFS-5Z","US East Coast","USA","Georges Bank"
"ASMFC-LOBSTERGOM-1981-2007-STANTON","ASMFC","LOBSTERGOM","American lobster Gulf of Maine","1981-2007","CSM","Homarus americanus","American lobster","USA-NMFS-5Y","US East Coast","USA","Gulf of Maine"
"ASMFC-LOBSTERSNE-1981-2007-STANTON","ASMFC","LOBSTERSNE","American lobster Southern New England","1981-2007","CSM","Homarus americanus","American lobster","USA-NMFS-SNE","US East Coast","USA","Southern New England"
"ASMFC-MENATLAN-1940-2017-ASHBROOK","ASMFC","MENATLAN","Atlantic menhaden Atlantic","1940-2017","BAM","Brevoortia tyrannus","Atlantic menhaden","USA-NMFS-ATL","US East Coast","USA","Atlantic"
"ASMFC-PANDALGOM-1960-2009-IDOINE","ASMFC","PANDALGOM","Northern shrimp Gulf of Maine","1960-2009","CSA","Pandalus borealis","Northern shrimp","USA-NMFS-5Y","US East Coast","USA","Gulf of Maine"
"CBP-BCRABCHESB-1990-2010-HIVELY","CBP","BCRABCHESB","Blue Crab Chesapeake Bay","1990-2010","SSCMSA","Callinectes sapidus","Blue Crab","USA-MDSTATE-CHESB","US East Coast","USA","Cheapeake Bay"
"CCAMLR-ATOOTHFISHRS-1995-2007-JENSEN","CCAMLR","ATOOTHFISHRS","Antarctic toothfish Ross Sea","1995-2007","CASAL","Dissostichus mawsoni","Antarctic toothfish","multinational-CCAMLR-RS","Antarctic","multinational","Ross Sea"
"CCSBT-SC-SBT-1931-2016-PONS","CCSBT-SC","SBT","Southern bluefin tuna Southern Oceans","1931-2016","SCA","Thunnus maccoyii","Southern bluefin tuna","multinational-CCSBT-SO","Indian Ocean","multinational","Southern Oceans"
"CNR-IAMC-SARDMEDGSA16-1998-2011-BANOBI","CNR-IAMC","SARDMEDGSA16","Sardine South of Sicily","1998-2011","NELOG","Sardina pilchardus","Sardine","multinational-GFCM-GSA16","Mediterranean-Black Sea","multinational","South of Sicily"
"CSERG-ANCHOVYKILKACS-1991-2007-JENSEN","CSERG","ANCHOVYKILKACS","Anchovy kilka Caspian Sea","1991-2007","AAPM","Clupeonella engrauliformis","Anchovy kilka","Iran-Iran-CS","Other","Iran","Iranian Caspian Sea"
"CSIRO-BGRDRNSWWA-1960-2012-MOESENEDER","CSIRO","BGRDRNSWWA","Blue grenadier New South Wales to Western Australia","1960-2012","SS3","Macruronus novaezelandiae","blue grenadier","Australia-AFMA-NSWWA","Australia","Australia","New South Wales to Western Australia"
"CSIRO-BIGHTREDSE-1960-2014-MOESENEDER","CSIRO","BIGHTREDSE","Bight redfish Southeast Australia","1960-2014","SS3","Centroberyx gerrardi","Bight redfish","Australia-AFMA-SE","Australia","Australia","Southeast Australia"
"CSIRO-BTSHRIMPNAUST-1970-2006-FULTON","CSIRO","BTSHRIMPNAUST","Northern Australia brown tiger shrimp","1970-2006","Delay difference","Penaeus esculentus","Brown tiger shrimp","Australia-AFMA-NAUST","Australia","Australia","Northern Australia"
"CSIRO-DEEPFLATHEADSE-1980-2015-MOESENEDER","CSIRO","DEEPFLATHEADSE","Deepwater flathead Southeast Australia","1980-2015","SS3","Platycephalus conatus","Deepwater flathead","Australia-AFMA-SE","Australia","Australia","Southeast Australia"
"CSIRO-GEMFISHSE-1966-2007-FULTON","CSIRO","GEMFISHSE","common gemfish Southeast Australia","1966-2007","SS2","Rexea solandri","common gemfish","Australia-AFMA-SE","Australia","Australia","Southeast Australia"
"CSIRO-GTPRAWNNAUST-1970-2006-FULTON","CSIRO","GTPRAWNNAUST","Northern Australia grooved Tiger Prawn","1970-2006","Delay difference","Penaeus semisulcatus","Grooved Tiger Prawn","Australia-AFMA-NAUST","Australia","Australia","Northern Australia"
"CSIRO-MORWONGESE-1915-2014-MOESENEDER","CSIRO","MORWONGESE","Jackass morwong Eastern half of Southeast Australia","1915-2014","SS3","Nemadactylus macropterus","Jackass morwong","Australia-AFMA-ESE","Australia","Australia","Eastern half of Southeast Australia"
"CSIRO-MORWONGWSE-1986-2014-MOESENEDER","CSIRO","MORWONGWSE","Jackass morwong Western half of Southeast Australia","1986-2014","SS3","Nemadactylus macropterus","Jackass morwong","Australia-AFMA-WSE","Australia","Australia","Western half of Southeast Australia"
"CSIRO-NZLINGESE-1968-2007-FULTON","CSIRO","NZLINGESE","New Zealand ling Eastern half of Southeast Australia","1968-2007","SS2","Genypterus blacodes","Ling","Australia-AFMA-SE","Australia","Australia","Southeast Australia"
"CSIRO-NZLINGWSE-1968-2007-FULTON","CSIRO","NZLINGWSE","New Zealand ling Western half of Southeast Australia","1968-2007","SS2","Genypterus blacodes","Ling","Australia-AFMA-WSE","Australia","Australia","Western half of Southeast Australia"
"CSIRO-OROUGHYCASCADE-1987-2006-FULTON","CSIRO","OROUGHYCASCADE","Orange roughy Cascade Plateau","1987-2006","SS2","Hoplostethus atlanticus","Orange roughy","Australia-AFMA-CASCADE","Australia","Australia","Cascade Plateau"
"CSIRO-OROUGHYSE-1980-2013-MOESENEDER","CSIRO","OROUGHYSE","Orange roughy Southeast Australia","1980-2013","SS3","Hoplostethus atlanticus","Orange roughy","Australia-AFMA-SE","Australia","Australia","Southeast Australia"
"CSIRO-PTOOTHFISHMI-1975-2010-FAY","CSIRO","PTOOTHFISHMI","Patagonian toothfish Macquarie Island","1975-2010","SS3","Dissostichus eleginoides","Patagonian toothfish","Australia-AFMA-MI","Australia","Australia","Macquarie Island"
"CSIRO-REDFEAUS-1975-2013-MOESENEDER","CSIRO","REDFEAUS","Redfish Eastern Australia","1975-2013","SS3","Centroberyx affinis","Redfish","Australia-AFMA-EAUS","Australia","Australia","Eastern Australia"
"CSIRO-SILVERFISHSE-1980-2014-MOESENEDER","CSIRO","SILVERFISHSE","Silverfish Southeast Australia","1980-2014","SS3","Seriolella punctata","Silverfish","Australia-AFMA-SE","Australia","Australia","Southeast Australia"
"CSIRO-SWHITSE-1947-2008-MOESENEDER","CSIRO","SWHITSE","School whiting Southeast Australia","1947-2008","SS3","Sillago flindersi","School whiting","Australia-AFMA-SE","Australia","Australia","Southeast Australia"
"CSIRO-TIGERFLATSE-1915-2015-MOESENEDER","CSIRO","TIGERFLATSE","Tiger flathead Southeast Australia","1915-2015","SS3","Neoplatycephalus richardsoni","Tiger flathead","Australia-AFMA-SE","Australia","Australia","Southeast Australia"
"CSIRO-WAREHOUESE-1986-2008-MOESENEDER","CSIRO","WAREHOUESE","Blue Warehou Eastern half of Southeast Australia","1986-2008","SS3","Seriolella brama","Blue Warehou","Australia-AFMA-ESE","Australia","Australia","Eastern half of Southeast Australia"
"CSIRO-WAREHOUWSE-1986-2008-MOESENEDER","CSIRO","WAREHOUWSE","Blue Warehou Western half of Southeast Australia","1986-2008","SS3","Seriolella brama","Blue Warehou","Australia-AFMA-WSE","Australia","Australia","Western half of Southeast Australia"
"DFO-ACADRED2J3K-1960-2010-WATSON","DFO","ACADRED2J3K","Acadian redfish NAFO-2J3K","1960-2010","BSPM","Sebastes fasciatus","Acadian redfish","Canada-DFO-2J3K","Canada East Coast","Canada","NAFO Division 2J3K"
"DFO-ACADRED3LNO-UT12-1960-2010-WATSON","DFO","ACADRED3LNO-UT12","Acadian redfish Units 1-2 and NAFO-3LNO","1960-2010","BSPM","Sebastes fasciatus","Acadian redfish","Canada-DFO-3LNO-UT12","Canada East Coast","Canada","NAFO Division 3LNO and Units 1 and 2"
"DFO-ACADREDUT3-1960-2010-WATSON","DFO","ACADREDUT3","Acadian redfish Unit 3","1960-2010","BSPM","Sebastes fasciatus","Acadian redfish","Canada-DFO-UT3","Canada East Coast","Canada","Unit 3"
"DFO-AMPL23K-1960-2012-WATSON","DFO","AMPL23K","American Plaice NAFO-23K","1960-2012","Unknown","Hippoglossoides platessoides","American Plaice","Canada-DFO-23K","Canada East Coast","Canada","Labrador - NE Newfoundland"
"DFO-AMPL3Ps-1960-2013-WATSON","DFO","AMPL3Ps","American Plaice NAFO-3Ps","1960-2013","BSPM","Hippoglossoides platessoides","American Plaice","Canada-DFO-3Ps","Canada East Coast","Canada","St. Pierre Bank"
"DFO-AMPL4T-1965-2012-WATSON","DFO","AMPL4T","American plaice Southern Gulf of St. Lawrence","1965-2012","VPA","Hippoglossoides platessoides","American plaice","Canada-DFO-4T","Canada East Coast","Canada","Southern Gulf of St. Lawrence"
"DFO-AMPL4VWX-1961-2010-WATSON","DFO","AMPL4VWX","American plaice Scotian Shelf and Bay of Fundy","1961-2010","Unknown","Hippoglossoides platessoides","American plaice","Canada-DFO-4VWX","Canada East Coast","Canada","Scotian Shelf and Bay of Fundy"
"DFO-ARCSURFGB-1989-2010-WATSON","DFO","ARCSURFGB","Arctic surfclam Grand Bank","1989-2010","SURBA","Mactromeris polynyma","Arctic surfclam","Canada-DFO-3LNO","Canada East Coast","Canada","Division 3LNO"
"DFO-ARCTIC-PANDALSFA2-3-1979-2015-WATSON","DFO-ARCTIC","PANDALSFA2-3","Northern shrimp Shrimp Fishing Areas 2-3","1979-2015","Unknown","Pandalus borealis","Northern shrimp","Canada-DFO-SFA2-3","Canada East Coast","Canada","Shrimp Fishing Areas 2-3"
"DFO-ARCTIC-STRSHRIMPSFA2-3-1979-2010-CHING","DFO-ARCTIC","STRSHRIMPSFA2-3","Aesop shrimp Shrimp Fishing Areas 2-3","1979-2010","Unknown","Pandalus montagui","Aesop shrimp","Canada-DFO-SFA2-3","Canada East Coast","Canada","Shrimp Fishing Areas 2-3"
"DFO-ATHAL3NOPs4VWX5Zc-1970-2014-WATSON","DFO","ATHAL3NOPs4VWX5Zc","Atlantic halibut Scotian Shelf and Southern Grand Banks","1970-2014","Unknown","Hippoglossus hippoglossus","Atlantic halibut","Canada-DFO-3NOPs4VWX5Zc","Canada East Coast","Canada","Scotian Shelf and Southern Grand Banks"
"DFO-CAPE4RST-1960-2012-WATSON","DFO","CAPE4RST","Capelin Gulf of St. Lawrence","1960-2012","Unknown","Mallotus villosus","Capelin","Canada-DFO-4RST","Canada East Coast","Canada","Gulf of St. Lawrence"
"DFO-COD2J3KL-1959-2014-WATSON","DFO","COD2J3KL","Atlantic cod NAFO 2J3KL","1959-2014","SURBA","Gadus morhua","Atlantic cod","Canada-DFO-2J3KL","Canada East Coast","Canada","Southern Labrador-Eastern Newfoundland"
"DFO-COD3Pn4RS-1964-2015-WATSON","DFO","COD3Pn4RS","Atlantic cod NAFO 3Pn4RS","1964-2015","SPA-ADAPT","Gadus morhua","Atlantic cod","Canada-DFO-3Pn4RS","Canada East Coast","Canada","Northern Gulf of St. Lawrence"
"DFO-COD3Ps-1980-2014-WATSON","DFO","COD3Ps","Atlantic cod NAFO 3Ps","1980-2014","SURBA","Gadus morhua","Atlantic cod","Canada-DFO-3Ps","Canada East Coast","Canada","St. Pierre Bank"
"DFO-COD4TVn-1965-2015-WATSON","DFO","COD4TVn","Atlantic cod NAFO 4TVn","1965-2015","SCA","Gadus morhua","Atlantic cod","Canada-DFO-4T","Canada East Coast","Canada","Southern Gulf of St. Lawrence"
"DFO-COD4X5Yb-1948-2009-WATSON","DFO","COD4X5Yb","Atlantic cod Western Scotian Shelf, Bay of Fundy and Gulf of Maine","1948-2009","VPA","Gadus morhua","Atlantic cod","Canada-DFO-4X5Yb","Canada East Coast","Canada","Western Scotian Shelf, Bay of Fundy and Gulf of Maine"
"DFO-COD5Zjm-1978-2015-SISIMP2016","DFO","COD5Zjm","Atlantic cod NAFO 5Zjm","1978-2015","VPA","Gadus morhua","Atlantic cod","Canada-DFO-5Zjm","Canada East Coast","Canada","Georges Bank"
"DFO-CROCKWCVANISOGQCI-1945-2009-STANTON","DFO","CROCKWCVANISOGQCI","Canary rockfish West Coast of Vancouver Island and Straight of Georgia and Queen Charlotte Islands","1945-2009","SCA","Sebastes pinniger","Canary rockfish","Canada-DFO-WCVANI-SOG-QCI","Canada West Coast","Canada","West Coast of Vancouver Island and Straight of Georgia and Queen Charlotte Islands"
"DFO-CSALMA10-1960-2002-HIVELY","DFO","CSALMA10","Chum Salmon Area 10","1960-2002","Unknown","Oncorhynchus keta","Chum Salmon","Canada-DFO-A10","Canada West Coast (Pacific Salmon)","Canada","Area 10"
"DFO-CSALMA11-1980-2003-HIVELY","DFO","CSALMA11","Chum Salmon Area 11","1980-2003","Unknown","Oncorhynchus keta","Chum Salmon","Canada-DFO-A11","Canada West Coast (Pacific Salmon)","Canada","Area 11"
"DFO-CSALMA1-1980-2004-HIVELY","DFO","CSALMA1","Chum Salmon Area 1","1980-2004","Unknown","Oncorhynchus keta","Chum Salmon","Canada-DFO-A1","Canada West Coast (Pacific Salmon)","Canada","Area 1"
"DFO-CSALMA12-1980-2004-HIVELY","DFO","CSALMA12","Chum Salmon Area 12","1980-2004","Unknown","Oncorhynchus keta","Chum Salmon","Canada-DFO-A12","Canada West Coast (Pacific Salmon)","Canada","Area 12"
"DFO-CSALMA13-1980-2004-HIVELY","DFO","CSALMA13","Chum Salmon Area 13","1980-2004","Unknown","Oncorhynchus keta","Chum Salmon","Canada-DFO-A13","Canada West Coast (Pacific Salmon)","Canada","Area 13"
"DFO-CSALMA14-1980-2004-HIVELY","DFO","CSALMA14","Chum Salmon Area 14","1980-2004","Unknown","Oncorhynchus keta","Chum Salmon","Canada-DFO-A14","Canada West Coast (Pacific Salmon)","Canada","Area 14"
"DFO-CSALMA15-1980-2004-HIVELY","DFO","CSALMA15","Chum Salmon Area 15","1980-2004","Unknown","Oncorhynchus keta","Chum Salmon","Canada-DFO-A15","Canada West Coast (Pacific Salmon)","Canada","Area 15"
"DFO-CSALMA16-1980-2003-HIVELY","DFO","CSALMA16","Chum Salmon Area 16","1980-2003","Unknown","Oncorhynchus keta","Chum Salmon","Canada-DFO-A16","Canada West Coast (Pacific Salmon)","Canada","Area 16"
"DFO-CSALMA17-1980-2003-HIVELY","DFO","CSALMA17","Chum Salmon Area 17","1980-2003","Unknown","Oncorhynchus keta","Chum Salmon","Canada-DFO-A17","Canada West Coast (Pacific Salmon)","Canada","Area 17"
"DFO-CSALMA18-1980-2002-HIVELY","DFO","CSALMA18","Chum Salmon Area 18","1980-2002","Unknown","Oncorhynchus keta","Chum Salmon","Canada-DFO-A18","Canada West Coast (Pacific Salmon)","Canada","Area 18"
"DFO-CSALMA19-1980-2003-HIVELY","DFO","CSALMA19","Chum Salmon Area 19","1980-2003","Unknown","Oncorhynchus keta","Chum Salmon","Canada-DFO-A19","Canada West Coast (Pacific Salmon)","Canada","Area 19"
"DFO-CSALMA20-1980-2003-HIVELY","DFO","CSALMA20","Chum Salmon Area 20","1980-2003","Unknown","Oncorhynchus keta","Chum Salmon","Canada-DFO-A20","Canada West Coast (Pacific Salmon)","Canada","Area 20"
"DFO-CSALMA22-1980-2002-HIVELY","DFO","CSALMA22","Chum Salmon Area 22","1980-2002","Unknown","Oncorhynchus keta","Chum Salmon","Canada-DFO-A22","Canada West Coast (Pacific Salmon)","Canada","Area 22"
"DFO-CSALMA23-1980-2004-HIVELY","DFO","CSALMA23","Chum Salmon Area 23","1980-2004","Unknown","Oncorhynchus keta","Chum Salmon","Canada-DFO-A23","Canada West Coast (Pacific Salmon)","Canada","Area 23"
"DFO-CSALMA24-1980-2004-HIVELY","DFO","CSALMA24","Chum Salmon Area 24","1980-2004","Unknown","Oncorhynchus keta","Chum Salmon","Canada-DFO-A24","Canada West Coast (Pacific Salmon)","Canada","Area 24"
"DFO-CSALMA25-1980-2004-HIVELY","DFO","CSALMA25","Chum Salmon Area 25","1980-2004","Unknown","Oncorhynchus keta","Chum Salmon","Canada-DFO-A25","Canada West Coast (Pacific Salmon)","Canada","Area 25"
"DFO-CSALMA26-1980-2004-HIVELY","DFO","CSALMA26","Chum Salmon Area 26","1980-2004","Unknown","Oncorhynchus keta","Chum Salmon","Canada-DFO-A26","Canada West Coast (Pacific Salmon)","Canada","Area 26"
"DFO-CSALMA27-1980-2002-HIVELY","DFO","CSALMA27","Chum Salmon Area 27","1980-2002","Unknown","Oncorhynchus keta","Chum Salmon","Canada-DFO-A27","Canada West Coast (Pacific Salmon)","Canada","Area 27"
"DFO-CSALMA29-1980-2003-HIVELY","DFO","CSALMA29","Chum Salmon Area 29","1980-2003","Unknown","Oncorhynchus keta","Chum Salmon","Canada-DFO-A29","Canada West Coast (Pacific Salmon)","Canada","Area 29"
"DFO-CSALMA2E-1980-2002-HIVELY","DFO","CSALMA2E","Chum Salmon Area 2E","1980-2002","Unknown","Oncorhynchus keta","Chum Salmon","Canada-DFO-A2E","Canada West Coast (Pacific Salmon)","Canada","Area 2E"
"DFO-CSALMA2W-1980-2002-HIVELY","DFO","CSALMA2W","Chum Salmon Area 2W","1980-2002","Unknown","Oncorhynchus keta","Chum Salmon","Canada-DFO-A2W","Canada West Coast (Pacific Salmon)","Canada","Area 2W"
"DFO-CSALMA3-1980-2002-HIVELY","DFO","CSALMA3","Chum Salmon Area 3","1980-2002","Unknown","Oncorhynchus keta","Chum Salmon","Canada-DFO-A3","Canada West Coast (Pacific Salmon)","Canada","Area 3"
"DFO-CSALMA4-1980-2002-HIVELY","DFO","CSALMA4","Chum Salmon Area 4","1980-2002","Unknown","Oncorhynchus keta","Chum Salmon","Canada-DFO-A4","Canada West Coast (Pacific Salmon)","Canada","Area 4"
"DFO-CSALMA5-1980-2002-HIVELY","DFO","CSALMA5","Chum Salmon Area 5","1980-2002","Unknown","Oncorhynchus keta","Chum Salmon","Canada-DFO-A5","Canada West Coast (Pacific Salmon)","Canada","Area 5"
"DFO-CSALMA6-1965-2002-HIVELY","DFO","CSALMA6","Chum Salmon Area 6","1965-2002","Unknown","Oncorhynchus keta","Chum Salmon","Canada-DFO-A6","Canada West Coast (Pacific Salmon)","Canada","Area 6"
"DFO-CSALMA7-1980-2002-HIVELY","DFO","CSALMA7","Chum Salmon Area 7","1980-2002","Unknown","Oncorhynchus keta","Chum Salmon","Canada-DFO-A7","Canada West Coast (Pacific Salmon)","Canada","Area 7"
"DFO-CSALMA8-1960-2002-HIVELY","DFO","CSALMA8","Chum Salmon Area 8","1960-2002","Unknown","Oncorhynchus keta","Chum Salmon","Canada-DFO-A8","Canada West Coast (Pacific Salmon)","Canada","Area 8"
"DFO-CSALMA9-1960-2002-HIVELY","DFO","CSALMA9","Chum Salmon Area 9","1960-2002","Unknown","Oncorhynchus keta","Chum Salmon","Canada-DFO-A9","Canada West Coast (Pacific Salmon)","Canada","Area 9"
