Specie,Year,Abundance,Abundance_Type,Area,Large.Area,Reference,Catch,Unique
California Sea Lion,1976,42241.0821,Total Counts,Southern SCB,CA,Lowry and Maravilla 2005,NA,California Sea Lion Total Counts Southern SCB
California Sea Lion,1977,38349.8142,Total Counts,Southern SCB,CA,Lowry and Maravilla 2005,NA,California Sea Lion Total Counts Southern SCB
California Sea Lion,1992,54894.4784,Total Counts,Southern SCB,CA,Lowry and Maravilla 2005,NA,California Sea Lion Total Counts Southern SCB
California Sea Lion,1993,63488.5713,Total Counts,Southern SCB,CA,Lowry and Maravilla 2005,NA,California Sea Lion Total Counts Southern SCB
California Sea Lion,1994,77608.9714,Total Counts,Southern SCB,CA,Lowry and Maravilla 2005,NA,California Sea Lion Total Counts Southern SCB
California Sea Lion,1995,97051.0007,Total Counts,Southern SCB,CA,Lowry and Maravilla 2005,NA,California Sea Lion Total Counts Southern SCB
California Sea Lion,1996,80879.2669,Total Counts,Southern SCB,CA,Lowry and Maravilla 2005,NA,California Sea Lion Total Counts Southern SCB
California Sea Lion,1997,91725.0351,Total Counts,Southern SCB,CA,Lowry and Maravilla 2005,NA,California Sea Lion Total Counts Southern SCB
California Sea Lion,1998,50172.79,Total Counts,Southern SCB,CA,Lowry and Maravilla 2005,NA,California Sea Lion Total Counts Southern SCB
California Sea Lion,1999,95404.9035,Total Counts,Southern SCB,CA,Lowry and Maravilla 2005,NA,California Sea Lion Total Counts Southern SCB
California Sea Lion,2000,120780,Total Counts,Southern SCB,CA,Lowry and Maravilla 2005,NA,California Sea Lion Total Counts Southern SCB
Common Murre,1986,31517,Breeding Adults,South East Farallons Island,CA,Lee et al 2008,NA,Common Murre Breeding Adults South East Farallons Island
Common Murre,1987,35524,Breeding Adults,South East Farallons Island,CA,Lee et al 2008,NA,Common Murre Breeding Adults South East Farallons Island
Common Murre,1988,32429,Breeding Adults,South East Farallons Island,CA,Lee et al 2008,NA,Common Murre Breeding Adults South East Farallons Island
Common Murre,1990,43552,Breeding Adults,South East Farallons Island,CA,Lee et al 2008,NA,Common Murre Breeding Adults South East Farallons Island
Common Murre,1991,35573,Breeding Adults,South East Farallons Island,CA,Lee et al 2008,NA,Common Murre Breeding Adults South East Farallons Island
Common Murre,1992,32923,Breeding Adults,South East Farallons Island,CA,Lee et al 2008,NA,Common Murre Breeding Adults South East Farallons Island
Common Murre,1993,44476,Breeding Adults,South East Farallons Island,CA,Lee et al 2008,NA,Common Murre Breeding Adults South East Farallons Island
Common Murre,1995,69803,Breeding Adults,South East Farallons Island,CA,Lee et al 2008,NA,Common Murre Breeding Adults South East Farallons Island
Common Murre,1996,65820,Breeding Adults,South East Farallons Island,CA,Lee et al 2008,NA,Common Murre Breeding Adults South East Farallons Island
Common Murre,1997,61394,Breeding Adults,South East Farallons Island,CA,Lee et al 2008,NA,Common Murre Breeding Adults South East Farallons Island
Common Murre,1998,53415,Breeding Adults,South East Farallons Island,CA,Lee et al 2008,NA,Common Murre Breeding Adults South East Farallons Island
Common Murre,1999,59199,Breeding Adults,South East Farallons Island,CA,Lee et al 2008,NA,Common Murre Breeding Adults South East Farallons Island
Common Murre,2000,54328,Breeding Adults,South East Farallons Island,CA,Lee et al 2008,NA,Common Murre Breeding Adults South East Farallons Island
Common Murre,2001,68545,Breeding Adults,South East Farallons Island,CA,Lee et al 2008,NA,Common Murre Breeding Adults South East Farallons Island
Common Murre,2002,104513,Breeding Adults,South East Farallons Island,CA,Lee et al 2008,NA,Common Murre Breeding Adults South East Farallons Island
Common Murre,2003,107189,Breeding Adults,South East Farallons Island,CA,Lee et al 2008,NA,Common Murre Breeding Adults South East Farallons Island
Common Murre,2004,169790,Breeding Adults,South East Farallons Island,CA,Lee et al 2008,NA,Common Murre Breeding Adults South East Farallons Island
Common Murre,1987,51.4,Population Index,UUColony_Farallons Island,CA,Lee et al 2008,NA,Common Murre Population Index UUColony_Farallons Island
Common Murre,1988,58.5,Population Index,UUColony_Farallons Island,CA,Lee et al 2008,NA,Common Murre Population Index UUColony_Farallons Island
Common Murre,1989,70.2,Population Index,UUColony_Farallons Island,CA,Lee et al 2008,NA,Common Murre Population Index UUColony_Farallons Island
Common Murre,1990,68.4,Population Index,UUColony_Farallons Island,CA,Lee et al 2008,NA,Common Murre Population Index UUColony_Farallons Island
Common Murre,1991,58.3,Population Index,UUColony_Farallons Island,CA,Lee et al 2008,NA,Common Murre Population Index UUColony_Farallons Island
Common Murre,1992,52.3,Population Index,UUColony_Farallons Island,CA,Lee et al 2008,NA,Common Murre Population Index UUColony_Farallons Island
Common Murre,1993,53.3,Population Index,UUColony_Farallons Island,CA,Lee et al 2008,NA,Common Murre Population Index UUColony_Farallons Island
Common Murre,1994,60.2,Population Index,UUColony_Farallons Island,CA,Lee et al 2008,NA,Common Murre Population Index UUColony_Farallons Island
Common Murre,1996,39,Population Index,UUColony_Farallons Island,CA,Lee et al 2008,NA,Common Murre Population Index UUColony_Farallons Island
Common Murre,1997,55.4,Population Index,UUColony_Farallons Island,CA,Lee et al 2008,NA,Common Murre Population Index UUColony_Farallons Island
Common Murre,1998,45,Population Index,UUColony_Farallons Island,CA,Lee et al 2008,NA,Common Murre Population Index UUColony_Farallons Island
Common Murre,1999,47.1,Population Index,UUColony_Farallons Island,CA,Lee et al 2008,NA,Common Murre Population Index UUColony_Farallons Island
Common Murre,2000,46.9,Population Index,UUColony_Farallons Island,CA,Lee et al 2008,NA,Common Murre Population Index UUColony_Farallons Island
Common Murre,2001,41.1,Population Index,UUColony_Farallons Island,CA,Lee et al 2008,NA,Common Murre Population Index UUColony_Farallons Island
Common Murre,2002,40.2,Population Index,UUColony_Farallons Island,CA,Lee et al 2008,NA,Common Murre Population Index UUColony_Farallons Island
Common Murre,2003,32.1,Population Index,UUColony_Farallons Island,CA,Lee et al 2008,NA,Common Murre Population Index UUColony_Farallons Island
Common Murre,2004,41.4,Population Index,UUColony_Farallons Island,CA,Lee et al 2008,NA,Common Murre Population Index UUColony_Farallons Island
Elegant Tern,1959,29,Breeding Pairs,San Diego Bay,CA,Schaffner 1986,NA,Elegant Tern Breeding Pairs San Diego Bay
Elegant Tern,1960,37,Breeding Pairs,San Diego Bay,CA,Schaffner 1986,NA,Elegant Tern Breeding Pairs San Diego Bay
Elegant Tern,1962,54,Breeding Pairs,San Diego Bay,CA,Schaffner 1986,NA,Elegant Tern Breeding Pairs San Diego Bay
Elegant Tern,1966,79,Breeding Pairs,San Diego Bay,CA,Schaffner 1986,NA,Elegant Tern Breeding Pairs San Diego Bay
Elegant Tern,1979,450,Breeding Pairs,San Diego Bay,CA,Schaffner 1986,NA,Elegant Tern Breeding Pairs San Diego Bay
Elegant Tern,1980,607,Breeding Pairs,San Diego Bay,CA,Schaffner 1986,NA,Elegant Tern Breeding Pairs San Diego Bay
Elegant Tern,1981,861,Breeding Pairs,San Diego Bay,CA,Schaffner 1986,NA,Elegant Tern Breeding Pairs San Diego Bay
Elegant Tern,1982,801,Breeding Pairs,San Diego Bay,CA,Schaffner 1986,NA,Elegant Tern Breeding Pairs San Diego Bay
Elegant Tern,1983,437,Breeding Pairs,San Diego Bay,CA,Schaffner 1986,NA,Elegant Tern Breeding Pairs San Diego Bay
Elegant Tern,1980,15141,Breeding Pairs,Isla Rasa,Gulf of California,Velarde et al 2015,NA,Elegant Tern Breeding Pairs Isla Rasa
Elegant Tern,1981,16532,Breeding Pairs,Isla Rasa,Gulf of California,Velarde et al 2015,NA,Elegant Tern Breeding Pairs Isla Rasa
Elegant Tern,1982,17922,Breeding Pairs,Isla Rasa,Gulf of California,Velarde et al 2015,NA,Elegant Tern Breeding Pairs Isla Rasa
Elegant Tern,1983,20262,Breeding Pairs,Isla Rasa,Gulf of California,Velarde et al 2015,NA,Elegant Tern Breeding Pairs Isla Rasa
Elegant Tern,1984,21654,Breeding Pairs,Isla Rasa,Gulf of California,Velarde et al 2015,NA,Elegant Tern Breeding Pairs Isla Rasa
Elegant Tern,1985,24938,Breeding Pairs,Isla Rasa,Gulf of California,Velarde et al 2015,NA,Elegant Tern Breeding Pairs Isla Rasa
Elegant Tern,1986,14026,Breeding Pairs,Isla Rasa,Gulf of California,Velarde et al 2015,NA,Elegant Tern Breeding Pairs Isla Rasa
Elegant Tern,1987,27249,Breeding Pairs,Isla Rasa,Gulf of California,Velarde et al 2015,NA,Elegant Tern Breeding Pairs Isla Rasa
Elegant Tern,1988,29114,Breeding Pairs,Isla Rasa,Gulf of California,Velarde et al 2015,NA,Elegant Tern Breeding Pairs Isla Rasa
Elegant Tern,1989,30032,Breeding Pairs,Isla Rasa,Gulf of California,Velarde et al 2015,NA,Elegant Tern Breeding Pairs Isla Rasa
Elegant Tern,1990,24326,Breeding Pairs,Isla Rasa,Gulf of California,Velarde et al 2015,NA,Elegant Tern Breeding Pairs Isla Rasa
Elegant Tern,1991,29977,Breeding Pairs,Isla Rasa,Gulf of California,Velarde et al 2015,NA,Elegant Tern Breeding Pairs Isla Rasa
Elegant Tern,1992,19064,Breeding Pairs,Isla Rasa,Gulf of California,Velarde et al 2015,NA,Elegant Tern Breeding Pairs Isla Rasa
Elegant Tern,1993,21877,Breeding Pairs,Isla Rasa,Gulf of California,Velarde et al 2015,NA,Elegant Tern Breeding Pairs Isla Rasa
Elegant Tern,1994,35570,Breeding Pairs,Isla Rasa,Gulf of California,Velarde et al 2015,NA,Elegant Tern Breeding Pairs Isla Rasa
Elegant Tern,1995,34124,Breeding Pairs,Isla Rasa,Gulf of California,Velarde et al 2015,NA,Elegant Tern Breeding Pairs Isla Rasa
Elegant Tern,1996,46873,Breeding Pairs,Isla Rasa,Gulf of California,Velarde et al 2015,NA,Elegant Tern Breeding Pairs Isla Rasa
Elegant Tern,1997,68138,Breeding Pairs,Isla Rasa,Gulf of California,Velarde et al 2015,NA,Elegant Tern Breeding Pairs Isla Rasa
Elegant Tern,1998,0,Breeding Pairs,Isla Rasa,Gulf of California,Velarde et al 2015,NA,Elegant Tern Breeding Pairs Isla Rasa
Elegant Tern,1999,63821,Breeding Pairs,Isla Rasa,Gulf of California,Velarde et al 2015,NA,Elegant Tern Breeding Pairs Isla Rasa
Elegant Tern,2000,94079,Breeding Pairs,Isla Rasa,Gulf of California,Velarde et al 2015,NA,Elegant Tern Breeding Pairs Isla Rasa
Elegant Tern,2001,49572,Breeding Pairs,Isla Rasa,Gulf of California,Velarde et al 2015,NA,Elegant Tern Breeding Pairs Isla Rasa
Elegant Tern,2002,84086,Breeding Pairs,Isla Rasa,Gulf of California,Velarde et al 2015,NA,Elegant Tern Breeding Pairs Isla Rasa
Elegant Tern,2003,1724,Breeding Pairs,Isla Rasa,Gulf of California,Velarde et al 2015,NA,Elegant Tern Breeding Pairs Isla Rasa
Elegant Tern,2004,84977,Breeding Pairs,Isla Rasa,Gulf of California,Velarde et al 2015,NA,Elegant Tern Breeding Pairs Isla Rasa
Elegant Tern,2005,66969,Breeding Pairs,Isla Rasa,Gulf of California,Velarde et al 2015,NA,Elegant Tern Breeding Pairs Isla Rasa
Elegant Tern,2006,78770,Breeding Pairs,Isla Rasa,Gulf of California,Velarde et al 2015,NA,Elegant Tern Breeding Pairs Isla Rasa
Elegant Tern,2007,74484,Breeding Pairs,Isla Rasa,Gulf of California,Velarde et al 2015,NA,Elegant Tern Breeding Pairs Isla Rasa
Elegant Tern,2008,99062,Breeding Pairs,Isla Rasa,Gulf of California,Velarde et al 2015,NA,Elegant Tern Breeding Pairs Isla Rasa
Elegant Tern,2009,7709,Breeding Pairs,Isla Rasa,Gulf of California,Velarde et al 2015,NA,Elegant Tern Breeding Pairs Isla Rasa
Elegant Tern,2010,584,Breeding Pairs,Isla Rasa,Gulf of California,Velarde et al 2015,NA,Elegant Tern Breeding Pairs Isla Rasa
Elegant Tern,2011,81471,Breeding Pairs,Isla Rasa,Gulf of California,Velarde et al 2015,NA,Elegant Tern Breeding Pairs Isla Rasa
Elegant Tern,2012,154000,Breeding Pairs,Isla Rasa,Gulf of California,Velarde et al 2015,NA,Elegant Tern Breeding Pairs Isla Rasa
Elegant Tern,2013,117000,Breeding Pairs,Isla Rasa,Gulf of California,Velarde et al 2015,NA,Elegant Tern Breeding Pairs Isla Rasa
Elegant Tern,2014,0,Breeding Pairs,Isla Rasa,Gulf of California,Velarde et al 2015,NA,Elegant Tern Breeding Pairs Isla Rasa
Elegant Tern,1991,147,Breeding Pairs,San Diego Bay,CA,Velarde et al 2015,NA,Elegant Tern Breeding Pairs San Diego Bay
Elegant Tern,1992,0,Breeding Pairs,San Diego Bay,CA,Velarde et al 2015,NA,Elegant Tern Breeding Pairs San Diego Bay
Elegant Tern,1993,153,Breeding Pairs,San Diego Bay,CA,Velarde et al 2015,NA,Elegant Tern Breeding Pairs San Diego Bay
Elegant Tern,1994,0,Breeding Pairs,San Diego Bay,CA,Velarde et al 2015,NA,Elegant Tern Breeding Pairs San Diego Bay
Elegant Tern,1995,1893,Breeding Pairs,San Diego Bay,CA,Velarde et al 2015,NA,Elegant Tern Breeding Pairs San Diego Bay
Elegant Tern,1996,0,Breeding Pairs,San Diego Bay,CA,Velarde et al 2015,NA,Elegant Tern Breeding Pairs San Diego Bay
Elegant Tern,1997,0,Breeding Pairs,San Diego Bay,CA,Velarde et al 2015,NA,Elegant Tern Breeding Pairs San Diego Bay
Elegant Tern,1998,0,Breeding Pairs,San Diego Bay,CA,Velarde et al 2015,NA,Elegant Tern Breeding Pairs San Diego Bay
Elegant Tern,1999,3061,Breeding Pairs,San Diego Bay,CA,Velarde et al 2015,NA,Elegant Tern Breeding Pairs San Diego Bay
Elegant Tern,2000,0,Breeding Pairs,San Diego Bay,CA,Velarde et al 2015,NA,Elegant Tern Breeding Pairs San Diego Bay
Elegant Tern,2001,0,Breeding Pairs,San Diego Bay,CA,Velarde et al 2015,NA,Elegant Tern Breeding Pairs San Diego Bay
Elegant Tern,2002,0,Breeding Pairs,San Diego Bay,CA,Velarde et al 2015,NA,Elegant Tern Breeding Pairs San Diego Bay
Elegant Tern,2003,10371,Breeding Pairs,San Diego Bay,CA,Velarde et al 2015,NA,Elegant Tern Breeding Pairs San Diego Bay
Elegant Tern,2004,1125,Breeding Pairs,San Diego Bay,CA,Velarde et al 2015,NA,Elegant Tern Breeding Pairs San Diego Bay
Elegant Tern,2005,3152,Breeding Pairs,San Diego Bay,CA,Velarde et al 2015,NA,Elegant Tern Breeding Pairs San Diego Bay
Elegant Tern,2006,554,Breeding Pairs,San Diego Bay,CA,Velarde et al 2015,NA,Elegant Tern Breeding Pairs San Diego Bay
Elegant Tern,2007,5109,Breeding Pairs,San Diego Bay,CA,Velarde et al 2015,NA,Elegant Tern Breeding Pairs San Diego Bay
Elegant Tern,2008,6773,Breeding Pairs,San Diego Bay,CA,Velarde et al 2015,NA,Elegant Tern Breeding Pairs San Diego Bay
Elegant Tern,2009,9594,Breeding Pairs,San Diego Bay,CA,Velarde et al 2015,NA,Elegant Tern Breeding Pairs San Diego Bay
Elegant Tern,2010,18846,Breeding Pairs,San Diego Bay,CA,Velarde et al 2015,NA,Elegant Tern Breeding Pairs San Diego Bay
Elegant Tern,2011,1580,Breeding Pairs,San Diego Bay,CA,Velarde et al 2015,NA,Elegant Tern Breeding Pairs San Diego Bay
Elegant Tern,2012,0,Breeding Pairs,San Diego Bay,CA,Velarde et al 2015,NA,Elegant Tern Breeding Pairs San Diego Bay
Elegant Tern,2013,213,Breeding Pairs,San Diego Bay,CA,Velarde et al 2015,NA,Elegant Tern Breeding Pairs San Diego Bay
Elegant Tern,2014,22326,Breeding Pairs,San Diego Bay,CA,Velarde et al 2015,NA,Elegant Tern Breeding Pairs San Diego Bay
Hampback Whale,1990,524,Total Estimated Population,California and Oregon,CA and OR,Calambokidis 2013,NA,Hampback Whale Total Estimated Population California and Oregon
Hampback Whale,1991,568,Total Estimated Population,California and Oregon,CA and OR,Calambokidis 2013,NA,Hampback Whale Total Estimated Population California and Oregon
Hampback Whale,1992,580,Total Estimated Population,California and Oregon,CA and OR,Calambokidis 2013,NA,Hampback Whale Total Estimated Population California and Oregon
Hampback Whale,1993,570,Total Estimated Population,California and Oregon,CA and OR,Calambokidis 2013,NA,Hampback Whale Total Estimated Population California and Oregon
Hampback Whale,1994,789,Total Estimated Population,California and Oregon,CA and OR,Calambokidis 2013,NA,Hampback Whale Total Estimated Population California and Oregon
Hampback Whale,1995,744,Total Estimated Population,California and Oregon,CA and OR,Calambokidis 2013,NA,Hampback Whale Total Estimated Population California and Oregon
Hampback Whale,1996,836,Total Estimated Population,California and Oregon,CA and OR,Calambokidis 2013,NA,Hampback Whale Total Estimated Population California and Oregon
Hampback Whale,1997,857,Total Estimated Population,California and Oregon,CA and OR,Calambokidis 2013,NA,Hampback Whale Total Estimated Population California and Oregon
Hampback Whale,1998,979,Total Estimated Population,California and Oregon,CA and OR,Calambokidis 2013,NA,Hampback Whale Total Estimated Population California and Oregon
Hampback Whale,1999,689,Total Estimated Population,California and Oregon,CA and OR,Calambokidis 2013,NA,Hampback Whale Total Estimated Population California and Oregon
Hampback Whale,2000,741,Total Estimated Population,California and Oregon,CA and OR,Calambokidis 2013,NA,Hampback Whale Total Estimated Population California and Oregon
Hampback Whale,2001,974,Total Estimated Population,California and Oregon,CA and OR,Calambokidis 2013,NA,Hampback Whale Total Estimated Population California and Oregon
Hampback Whale,2002,1309,Total Estimated Population,California and Oregon,CA and OR,Calambokidis 2013,NA,Hampback Whale Total Estimated Population California and Oregon
Hampback Whale,2003,1335,Total Estimated Population,California and Oregon,CA and OR,Calambokidis 2013,NA,Hampback Whale Total Estimated Population California and Oregon
Hampback Whale,2004,1561,Total Estimated Population,California and Oregon,CA and OR,Calambokidis 2013,NA,Hampback Whale Total Estimated Population California and Oregon
Hampback Whale,2005,1169,Total Estimated Population,California and Oregon,CA and OR,Calambokidis 2013,NA,Hampback Whale Total Estimated Population California and Oregon
Hampback Whale,2006,1536,Total Estimated Population,California and Oregon,CA and OR,Calambokidis 2013,NA,Hampback Whale Total Estimated Population California and Oregon
Hampback Whale,2007,2048,Total Estimated Population,California and Oregon,CA and OR,Calambokidis 2013,NA,Hampback Whale Total Estimated Population California and Oregon
