"diet_id","region","area","location","pred_comm","pred_species","pred_stage","stage_units","season","reference","year","prey_comm","prey_species","prey_size_mm","prey_age_yr","diet_prop","diet_prop_units","comment"
"Common guillemot Europe","Europe","Isle of May",NA,"Common guillemot","Uria aalge",NA,NA,"Jun","Wanless et al 2005 Table 1","1981-2003","Lesser sand-eel","Ammodytes marinus",NA,NA,0.52,"by weight","95% CI=40-65"
"Common guillemot Europe","Europe","Isle of May",NA,"Common guillemot","Uria aalge",NA,NA,"Jun","Wanless et al 2005 Table 1","1981-2003","European sprat","Sprattus sprattus",NA,NA,0.394,"by number","95% CI=28-51"
"European shag Europe","Europe","Isle of May",NA,"European shag","Phalacrocorax aristotelis",NA,NA,"Jul","Wanless et al 1993b Figure 1","1991","Lesser sand-eel","Ammodytes marinus","85.5",NA,NA,NA,"weighted average, range 30-190"
"Pacific chub mackerel Humboldt","Humboldt","Peru","4¡-10¡ S","Pacific chub mackerel","Scomber japonicus","<30 cm","cm","Jul-Nov","Konchina 1982 pdf p8","1972","Peruvian anchoveta","Engraulis ringens","70",NA,NA,NA,"max size of anchoveta"
"Eastern Pacific bonito Humboldt","Humboldt","Peru","4¡-10¡ S","Eastern Pacific bonito","Sarda chiliensis",NA,NA,NA,"Vildoso 1955 in Pauly and Tsukayama 1987 pdf p 270",NA,"Peruvian anchoveta","Engraulis ringens",NA,NA,0.76,NA,"sent email to IMARPE biblioteca for ref"
"Eastern Pacific bonito Humboldt","Humboldt","Peru","4¡-10¡ S","Eastern Pacific bonito","Sarda chiliensis",NA,NA,NA,"Canal 1974 in Pauly and Tsukayama 1987 pdf p270","1967-1972","Peruvian anchoveta","Engraulis ringens","120-140",NA,0.81,NA,"sent email to IMARPE biblioteca for ref"
"Guanay cormorant Humboldt","Humboldt","Peru","6¡-14¡ S","Guanay cormorant","Phalacrocorax bougainvillii",NA,NA,"Mar-Oct","Jordan 1959 in Muck and Pauly in Pauly and Tsukayama 1987 pdf p230 Figure 1","1954-1958","Peruvian anchoveta","Engraulis ringens","122.95",NA,NA,NA,"weighted mean; no other prey items"
"Guanay cormorant Humboldt","Humboldt","Peru","6¡-14¡ S","Guanay cormorant","Phalacrocorax bougainvillii",NA,NA,NA,"Jordan 1967 and Avila 1954 in Muck and Pauly in Pauly and Tsukayama 1987 pdf p232 Table 1",NA,"Peruvian anchoveta","Engraulis ringens",NA,NA,0.96,NA,"no other prey items"
"Peruvian booby Humboldt","Humboldt","Peru","6¡-14¡ S","Peruvian booby","Sula variegata",NA,NA,NA,"Muck and Pauly in Pauly and Tsukayama 1987 pdf p230 Figure 2","1965-1978","Peruvian anchoveta","Engraulis ringens","121.38",NA,NA,NA,"weighted mean; no other prey items"
"Peruvian booby Humboldt","Humboldt","Peru","6¡-14¡ S","Peruvian booby","Sula variegata",NA,NA,NA,"Jordan 1967 in Muck and Pauly in Pauly and Tsukayama 1987 pdf p232 Table 1",NA,"Peruvian anchoveta","Engraulis ringens",NA,NA,0.8,NA,"no other prey items"
"Peruvian pelican Humboldt","Humboldt","Peru","6¡-14¡ S","Peruvian pelican","Pelecanus thagus",NA,NA,NA,"Jordan 1967 in Muck and Pauly in Pauly and Tsukayama 1987 pdf p232 Table 1",NA,"Peruvian anchoveta","Engraulis ringens",NA,NA,0.8,NA,"no other prey items"
"Pacific chub mackerel Humboldt","Humboldt","Peru","Paita","Pacific chub mackerel","Scomber japonicus",NA,NA,NA,"Muck and Sanchez in Pauly and Tsukayama 1987 pdf p290 Table 3","1979","Peruvian anchoveta","Engraulis ringens",NA,NA,0.008,"by weight",NA
"Pacific chub mackerel Humboldt","Humboldt","Peru","Chimbote","Pacific chub mackerel","Scomber japonicus",NA,NA,NA,"Muck and Sanchez in Pauly and Tsukayama 1987 pdf p290 Table 3","1979","Peruvian anchoveta","Engraulis ringens",NA,NA,0.378,"by weight",NA
"Pacific chub mackerel Humboldt","Humboldt","Peru","Callao","Pacific chub mackerel","Scomber japonicus",NA,NA,NA,"Muck and Sanchez in Pauly and Tsukayama 1987 pdf p290 Table 3","1979","Peruvian anchoveta","Engraulis ringens",NA,NA,0.486,"by weight",NA
"Pacific chub mackerel Humboldt","Humboldt","Peru","Ilo","Pacific chub mackerel","Scomber japonicus",NA,NA,NA,"Muck and Sanchez in Pauly and Tsukayama 1987 pdf p290 Table 3","1979","Peruvian anchoveta","Engraulis ringens",NA,NA,0.39,"by weight",NA
"Chilean jack mackerel Humboldt","Humboldt","Peru","Paita","Chilean jack mackerel","Trachurus murphyi",NA,NA,NA,"Muck and Sanchez in Pauly and Tsukayama 1987 pdf p290 Table 3","1979","Peruvian anchoveta","Engraulis ringens",NA,NA,0,"by weight",NA
"Chilean jack mackerel Humboldt","Humboldt","Peru","Callao","Chilean jack mackerel","Trachurus murphyi",NA,NA,NA,"Muck and Sanchez in Pauly and Tsukayama 1987 pdf p290 Table 3","1979","Peruvian anchoveta","Engraulis ringens",NA,NA,0.78,"by weight",NA
"Chilean jack mackerel Humboldt","Humboldt","Peru","Pisco","Chilean jack mackerel","Trachurus murphyi",NA,NA,NA,"Muck and Sanchez in Pauly and Tsukayama 1987 pdf p290 Table 3","1979","Peruvian anchoveta","Engraulis ringens",NA,NA,0.905,"by weight",NA
"Chilean jack mackerel Humboldt","Humboldt","Peru","Ilo","Chilean jack mackerel","Trachurus murphyi",NA,NA,NA,"Muck and Sanchez in Pauly and Tsukayama 1987 pdf p290 Table 3","1979","Peruvian anchoveta","Engraulis ringens",NA,NA,0.573,"by weight",NA
"Pacific chub mackerel Humboldt","Humboldt","Peru","Callao","Pacific chub mackerel","Scomber japonicus",NA,NA,NA,"Muck and Sanchez in Pauly and Tsukayama 1987 pdf p288 Figure 1","1979","Peruvian anchoveta","Engraulis ringens",NA,NA,0.57,"by weight",NA
"Pacific chub mackerel Humboldt","Humboldt","Peru","Callao","Pacific chub mackerel","Scomber japonicus",NA,NA,NA,"Muck and Sanchez in Pauly and Tsukayama 1987 pdf p288 Figure 1","1982","Peruvian anchoveta","Engraulis ringens",NA,NA,0,"by weight",NA
"Pacific chub mackerel Humboldt","Humboldt","Peru","Chimbote","Pacific chub mackerel","Scomber japonicus","28-64 cm","cm",NA,"Muck and Sanchez in Pauly and Tsukayama 1987 pdf p 287 (Table 1) and pdf p 288 (Figure 2)","1976","Peruvian anchoveta","Engraulis ringens","112.95",NA,0.164,"by weight","size is weighted mean by %"
"Guanay cormorant Humboldt","Humboldt","Peru","Grupo Pescadores","Guanay cormorant","Phalacrocorax bougainvillii",NA,NA,NA,"Boyd 2012 pdf p 188 Table A.5.1","2008","Peruvian anchoveta","Engraulis ringens",NA,NA,0.96,NA,"no other prey items"
"Peruvian booby Humboldt","Humboldt","Peru","Grupo Pescadores","Peruvian booby","Sula variegata",NA,NA,NA,"Boyd 2012 pdf p 188 Table A.5.1","2008","Peruvian anchoveta","Engraulis ringens",NA,NA,0.8,NA,"no other prey items"
"Pacific chub mackerel Humboldt","Humboldt","Peru",NA,"Pacific chub mackerel","Scomber japonicus",NA,NA,NA,"Muck and Sanchez in Pauly and Tsukayama 1987 pdf p287 Table 1","1978","Peruvian anchoveta","Engraulis ringens",NA,NA,0.101,"by weight",NA
"Pacific chub mackerel Humboldt","Humboldt","Peru",NA,"Pacific chub mackerel","Scomber japonicus",NA,NA,NA,"Muck and Sanchez in Pauly and Tsukayama 1987 pdf p287 Table 1","1979","Peruvian anchoveta","Engraulis ringens",NA,NA,0.077,"by weight",NA
"Pacific chub mackerel Humboldt","Humboldt","Peru",NA,"Pacific chub mackerel","Scomber japonicus",NA,NA,NA,"Muck and Sanchez in Pauly and Tsukayama 1987 pdf p287 Table 1","1980","Peruvian anchoveta","Engraulis ringens",NA,NA,0.089,"by weight",NA
"Pacific chub mackerel Humboldt","Humboldt","Peru",NA,"Pacific chub mackerel","Scomber japonicus",NA,NA,NA,"Muck and Sanchez in Pauly and Tsukayama 1987 pdf p287 Table 1","1981","Peruvian anchoveta","Engraulis ringens",NA,NA,0.042,"by weight",NA
"Pacific chub mackerel Humboldt","Humboldt","Peru",NA,"Pacific chub mackerel","Scomber japonicus",NA,NA,NA,"Muck and Sanchez in Pauly and Tsukayama 1987 pdf p287 Table 1","1982","Peruvian anchoveta","Engraulis ringens",NA,NA,0.003,"by weight",NA
"Eastern Pacific bonito Humboldt","Humboldt","Peru",NA,"Eastern Pacific bonito","Sarda chiliensis",NA,NA,"Jan-Aug","Pauly et al in Pauly and Tsukayama 1987 pdf p268 Figure 7","1976","Peruvian anchoveta","Engraulis ringens","110",NA,0.51415092,NA,"% is for each size value, mean did not reflect bimodial distribution"
"Eastern Pacific bonito Humboldt","Humboldt","Peru",NA,"Eastern Pacific bonito","Sarda chiliensis",NA,NA,"Jan-Aug","Pauly et al in Pauly and Tsukayama 1987 pdf p268 Figure 7","1976","Peruvian anchoveta","Engraulis ringens","130",NA,0.077044024,NA,"% is for each size value, mean did not reflect bimodial distribution"
"Eastern Pacific bonito Humboldt","Humboldt","Peru",NA,"Eastern Pacific bonito","Sarda chiliensis",NA,NA,"Jan-Aug","Pauly et al in Pauly and Tsukayama 1987 pdf p268 Figure 7","1976","Peruvian anchoveta","Engraulis ringens","150",NA,0.036163523,NA,"% is for each size value, mean did not reflect bimodial distribution"
"Eastern Pacific bonito Humboldt","Humboldt","Peru",NA,"Eastern Pacific bonito","Sarda chiliensis",NA,NA,"Jan-Aug","Pauly et al in Pauly and Tsukayama 1987 pdf p268 Figure 7","1976","Peruvian anchoveta","Engraulis ringens","170",NA,0.35849056,NA,"% is for each size value, mean did not reflect bimodial distribution"
"Chilean jack mackerel Humboldt","Humboldt","Peru","Paita","Chilean jack mackerel","Trachurus murphyi",NA,NA,NA,"Muck and Sanchez in Pauly and Tsukayama 1987 pdf p290 Table 3 ","1979","Peruvian anchoveta","Engraulis ringens",NA,NA,0,"by weight",NA
"Pacific chub mackerel Humboldt","Humboldt","Peru","Paita","Pacific chub mackerel","Scomber japonicus",NA,NA,NA,"Muck and Sanchez in Pauly and Tsukayama 1987 pdf p290 Table 3 ","1979","Peruvian anchoveta","Engraulis ringens",NA,NA,0.008,"by weight",NA
"Chilean jack mackerel Humboldt","Humboldt","Peru",NA,"Chilean jack mackerel","Trachurus murphyi",">30 cm","cm",NA,"Pauly et al 1989 pg 394 Figure 5","1979","Peruvian anchoveta","Engraulis ringens",NA,NA,0.2807008,"by weight",NA
"Chilean jack mackerel Humboldt","Humboldt","Peru",NA,"Chilean jack mackerel","Trachurus murphyi",">30 cm","cm",NA,"Pauly et al 1989 pg 394 Figure 5","1980","Peruvian anchoveta","Engraulis ringens",NA,NA,0.13416256,"by weight",NA
"Chilean jack mackerel Humboldt","Humboldt","Peru",NA,"Chilean jack mackerel","Trachurus murphyi",">30 cm","cm",NA,"Pauly et al 1989 pg 394 Figure 5","1981","Peruvian anchoveta","Engraulis ringens",NA,NA,0.021435382,"by weight",NA
"Chilean jack mackerel Humboldt","Humboldt","Peru",NA,"Chilean jack mackerel","Trachurus murphyi",">30 cm","cm",NA,"Pauly et al 1989 pg 394 Figure 5","1982","Peruvian anchoveta","Engraulis ringens",NA,NA,0.07168742,"by weight",NA
"Chilean jack mackerel Humboldt","Humboldt","Peru",NA,"Chilean jack mackerel","Trachurus murphyi",">30 cm","cm",NA,"Pauly et al 1989 pg 394 Figure 5","1983","Peruvian anchoveta","Engraulis ringens",NA,NA,0.022920356,"by weight",NA
"Chilean jack mackerel Humboldt","Humboldt","Peru",NA,"Chilean jack mackerel","Trachurus murphyi",">30 cm","cm",NA,"Pauly et al 1989 pg 394 Figure 5","1984","Peruvian anchoveta","Engraulis ringens",NA,NA,0.041802673,"by weight",NA
"Chilean jack mackerel Humboldt","Humboldt","Peru",NA,"Chilean jack mackerel","Trachurus murphyi",">30 cm","cm",NA,"Pauly et al 1989 pg 394 Figure 5","1986","Peruvian anchoveta","Engraulis ringens",NA,NA,0.031203508,"by weight",NA
"Chilean jack mackerel Humboldt","Humboldt","Peru",NA,"Chilean jack mackerel","Trachurus murphyi",">30 cm","cm",NA,"Pauly et al 1989 pg 394 Figure 5","1987","Peruvian anchoveta","Engraulis ringens",NA,NA,0.11045203,"by weight",NA
"Pacific chub mackerel Humboldt","Humboldt","Peru",NA,"Pacific chub mackerel","Scomber japonicus",">30 cm","cm",NA,"Pauly et al 1989 pg 394 Figure 5","1976","Peruvian anchoveta","Engraulis ringens",NA,NA,0.7916506,"by weight",NA
"Pacific chub mackerel Humboldt","Humboldt","Peru",NA,"Pacific chub mackerel","Scomber japonicus",">30 cm","cm",NA,"Pauly et al 1989 pg 394 Figure 5","1978","Peruvian anchoveta","Engraulis ringens",NA,NA,0.44143227,"by weight",NA
"Pacific chub mackerel Humboldt","Humboldt","Peru",NA,"Pacific chub mackerel","Scomber japonicus",">30 cm","cm",NA,"Pauly et al 1989 pg 394 Figure 5","1979","Peruvian anchoveta","Engraulis ringens",NA,NA,0.40210194,"by weight",NA
"Pacific chub mackerel Humboldt","Humboldt","Peru",NA,"Pacific chub mackerel","Scomber japonicus",">30 cm","cm",NA,"Pauly et al 1989 pg 394 Figure 5","1980","Peruvian anchoveta","Engraulis ringens",NA,NA,0.22299927,"by weight",NA
"Pacific chub mackerel Humboldt","Humboldt","Peru",NA,"Pacific chub mackerel","Scomber japonicus",">30 cm","cm",NA,"Pauly et al 1989 pg 394 Figure 5","1981","Peruvian anchoveta","Engraulis ringens",NA,NA,0.13386957,"by weight",NA
"Pacific chub mackerel Humboldt","Humboldt","Peru",NA,"Pacific chub mackerel","Scomber japonicus",">30 cm","cm",NA,"Pauly et al 1989 pg 394 Figure 5","1982","Peruvian anchoveta","Engraulis ringens",NA,NA,0.02222674,"by weight",NA
"Pacific chub mackerel Humboldt","Humboldt","Peru",NA,"Pacific chub mackerel","Scomber japonicus",">30 cm","cm",NA,"Pauly et al 1989 pg 394 Figure 5","1983","Peruvian anchoveta","Engraulis ringens",NA,NA,0.11315432,"by weight",NA
"Pacific chub mackerel Humboldt","Humboldt","Peru",NA,"Pacific chub mackerel","Scomber japonicus",">30 cm","cm",NA,"Pauly et al 1989 pg 394 Figure 5","1984","Peruvian anchoveta","Engraulis ringens",NA,NA,0.0047094595,"by weight",NA
"Pacific chub mackerel Humboldt","Humboldt","Peru",NA,"Pacific chub mackerel","Scomber japonicus",">30 cm","cm",NA,"Pauly et al 1989 pg 394 Figure 5","1986","Peruvian anchoveta","Engraulis ringens",NA,NA,0.3439974,"by weight",NA
"Pacific chub mackerel Humboldt","Humboldt","Peru",NA,"Pacific chub mackerel","Scomber japonicus",">30 cm","cm",NA,"Pauly et al 1989 pg 394 Figure 5","1987","Peruvian anchoveta","Engraulis ringens",NA,NA,0.05237683,"by weight",NA
"Peruvian booby Humboldt","Humboldt","Peru",NA,"Peruvian booby","Sula variegata",NA,NA,NA,"Jahncke and Goya 1997 in Goya 2000 Tabla 2","1995","Peruvian anchoveta","Engraulis ringens",NA,NA,0.7878,NA,"have diet data for other spp for these years"
"Peruvian booby Humboldt","Humboldt","Peru",NA,"Peruvian booby","Sula variegata",NA,NA,NA,"Jahncke and Goya 1997 in Goya 2000 Tabla 2","1996","Peruvian anchoveta","Engraulis ringens",NA,NA,0.8233,NA,"have diet data for other spp for these years"
"Peruvian booby Humboldt","Humboldt","Peru",NA,"Peruvian booby","Sula variegata",NA,NA,NA,"Jahncke and Goya 1997 in Goya 2000 Tabla 2","1997","Peruvian anchoveta","Engraulis ringens",NA,NA,0.8464,NA,"have diet data for other spp for these years"
"Peruvian booby Humboldt","Humboldt","Peru",NA,"Peruvian booby","Sula variegata",NA,NA,NA,"Jahncke and Goya 1997 in Goya 2000 Tabla 2","1998","Peruvian anchoveta","Engraulis ringens",NA,NA,0.5837,NA,"have diet data for other spp for these years"
"Peruvian booby Humboldt","Humboldt","Peru",NA,"Peruvian booby","Sula variegata",NA,NA,NA,"Jahncke and Goya 1997 in Goya 2000 Tabla 2","1999","Peruvian anchoveta","Engraulis ringens",NA,NA,0.9285,NA,"have diet data for other spp for these years"
"Guanay cormorant Humboldt","Humboldt","Peru",NA,"Guanay cormorant","Phalacrocorax bougainvillii",NA,NA,NA,"Jahncke and Goya 1997 in Goya 2000 Tabla 1","1995","Peruvian anchoveta","Engraulis ringens",NA,NA,0.5639,NA,"have diet data for other spp for these years"
"Guanay cormorant Humboldt","Humboldt","Peru",NA,"Guanay cormorant","Phalacrocorax bougainvillii",NA,NA,NA,"Jahncke and Goya 1997 in Goya 2000 Tabla 1","1996","Peruvian anchoveta","Engraulis ringens",NA,NA,0.493,NA,"have diet data for other spp for these years"
"Guanay cormorant Humboldt","Humboldt","Peru",NA,"Guanay cormorant","Phalacrocorax bougainvillii",NA,NA,NA,"Jahncke and Goya 1997 in Goya 2000 Tabla 1","1997","Peruvian anchoveta","Engraulis ringens",NA,NA,0.5396,NA,"have diet data for other spp for these years"
"Guanay cormorant Humboldt","Humboldt","Peru",NA,"Guanay cormorant","Phalacrocorax bougainvillii",NA,NA,NA,"Jahncke and Goya 1997 in Goya 2000 Tabla 1","1998","Peruvian anchoveta","Engraulis ringens",NA,NA,0.5453,NA,"have diet data for other spp for these years"
"Guanay cormorant Humboldt","Humboldt","Peru",NA,"Guanay cormorant","Phalacrocorax bougainvillii",NA,NA,NA,"Jahncke and Goya 1997 in Goya 2000 Tabla 1","1999","Peruvian anchoveta","Engraulis ringens",NA,NA,0.809,NA,"have diet data for other spp for these years"
"Chilean jack mackerel Humboldt","Humboldt","Peru","Pisco","Chilean jack mackerel","Trachurus murphyi",NA,NA,NA,"Muck and Sanchez in Pauly and Tsukayama 1987 pdf p290 Table 3 ","1979","Peruvian anchoveta","Engraulis ringens",NA,NA,0.905,"by weight",NA
"Pacific chub mackerel Humboldt","Humboldt","Peru","Pisco","Pacific chub mackerel","Scomber japonicus",NA,NA,NA,"Muck and Sanchez in Pauly and Tsukayama 1987 pdf p288 Figure 1","1979","Peruvian anchoveta","Engraulis ringens",NA,NA,0.75,"by weight",NA
"Pacific chub mackerel Humboldt","Humboldt","Peru","Pisco","Pacific chub mackerel","Scomber japonicus",NA,NA,NA,"Muck and Sanchez in Pauly and Tsukayama 1987 pdf p288 Figure 1","1982","Peruvian anchoveta","Engraulis ringens",NA,NA,0.2,"by weight",NA
"Guanay cormorant Humboldt","Humboldt","Peru","Punta San Juan","Guanay cormorant","Phalacrocorax bougainvillii","chick","age class","Jan-Feb","Zavalaga and Paredes 1999 Table 1","1995","Peruvian anchoveta","Engraulis ringens","12.6±0.3",NA,0.65,"by number","have diet data for other spp for these years"
"Guanay cormorant Humboldt","Humboldt","Peru","Punta San Juan","Guanay cormorant","Phalacrocorax bougainvillii","chick","age class","Jan-Feb","Zavalaga and Paredes 1999 Table 1","1996","Peruvian anchoveta","Engraulis ringens","12.6±0.3",NA,0.02,"by number","have diet data for other spp for these years"
"European hake Europe","Europe",NA,NA,"European hake","Merluccius merluccius",NA,NA,NA,"Mackinson and Daskalov 2007 Table 3.4",NA,"Blue whiting","Micromesistius poutassou",NA,NA,0.309,"by ecosystem model",NA
"Horse mackerel Europe","Europe",NA,NA,"Horse mackerel","Trachurus trachurus",NA,NA,NA,"Mackinson and Daskalov 2007 Table 3.4",NA,"Norway pout","Trisopterus esmarkii",NA,NA,0.229,"by ecosystem model",NA
"Large crabs Europe","Europe",NA,NA,"Large crabs","Majidae spp.",NA,NA,NA,"Mackinson and Daskalov 2007 Table 3.4",NA,"Norway pout","Trisopterus esmarkii",NA,NA,0.24,"by ecosystem model",NA
"Megrim Europe","Europe",NA,NA,"Megrim","Lepidorhombus whiffiagonis",NA,NA,NA,"Mackinson and Daskalov 2007 Table 3.4",NA,"European sprat","Sprattus sprattus",NA,NA,0.338,"by ecosystem model",NA
"Megrim Europe","Europe",NA,NA,"Megrim","Lepidorhombus whiffiagonis",NA,NA,NA,"Mackinson and Daskalov 2007 Table 3.4",NA,"Norway pout","Trisopterus esmarkii",NA,NA,0.24,"by ecosystem model",NA
"Pollock Europe","Europe",NA,NA,"Pollock","Pollachius virens","juvenile","age class",NA,"Mackinson and Daskalov 2007 Table 3.4",NA,"Norway pout","Trisopterus esmarkii",NA,NA,0.237,"by ecosystem model",NA
"Pollock Europe","Europe",NA,NA,"Pollock","Pollachius virens","adult","age class",NA,"Mackinson and Daskalov 2007 Table 3.4",NA,"Norway pout","Trisopterus esmarkii",NA,NA,0.322,"by ecosystem model",NA
"Common minke whale Europe","Europe",NA,NA,"Common minke whale","Balaenoptera acutorostrata",NA,NA,NA,"Olsen and Holst 2001","1999","Sandeel spp.","Ammodytidae spp.",NA,NA,0.867,"by weight",NA
"Grey gurnard Europe","Europe",NA,NA,"Grey gurnard","Eutrigla gurnardus",NA,NA,NA,"de Gee and Kikkert 1993 Table 10","1991","Sandeel spp.","Ammodytidae spp.",NA,NA,0.3462,"by weight","average over all size classes of predator"
"Arctic skua Europe","Europe",NA,"NE","Arctic skua","Stercorarius parasiticus",NA,NA,NA,"Furness and Tasker 2000 Table 2","2000","Lesser sand-eel","Ammodytes marinus",NA,NA,0.8,NA,"median across yr, study and colony (Tasker and Furness 1996, Furness and Tasker 1999, Wanless et al 1998)"
"Arctic tern Europe","Europe",NA,"NE","Arctic tern","Sterna paradisaea",NA,NA,NA,"Furness and Tasker 2000 Table 2","2000","Lesser sand-eel","Ammodytes marinus",NA,NA,0.6,NA,"median across yr, study and colony (Tasker and Furness 1996, Furness and Tasker 1999, Wanless et al 1998)"
"Atlantic puffin Europe","Europe",NA,"NE","Atlantic puffin","Fratercula arctica",NA,NA,NA,"Furness and Tasker 2000 Table 2","2000","Lesser sand-eel","Ammodytes marinus",NA,NA,0.6,NA,"median across yr, study and colony (Tasker and Furness 1996, Furness and Tasker 1999, Wanless et al 1998)"
"Razorbill Europe","Europe",NA,"NE","Razorbill","Alca torda",NA,NA,NA,"Furness and Tasker 2000 Table 2","2000","Lesser sand-eel","Ammodytes marinus",NA,NA,0.6,NA,"median across yr, study and colony (Tasker and Furness 1996, Furness and Tasker 1999, Wanless et al 1998)"
"Arctic tern Europe","Europe",NA,"S and SE","Arctic tern","Sterna paradisaea",NA,NA,NA,"Furness and Tasker 2000 Table 2","2000","Lesser sand-eel","Ammodytes marinus",NA,NA,0.6,NA,"median across yr, study and colony (Tasker and Furness 1996, Furness and Tasker 1999, Wanless et al 1998)"
"Atlantic puffin Europe","Europe",NA,"S and SE","Atlantic puffin","Fratercula arctica",NA,NA,NA,"Furness and Tasker 2000 Table 2","2000","Lesser sand-eel","Ammodytes marinus",NA,NA,0.6,NA,"median across yr, study and colony (Tasker and Furness 1996, Furness and Tasker 1999, Wanless et al 1998)"
"Razorbill Europe","Europe",NA,"S and SE","Razorbill","Alca torda",NA,NA,NA,"Furness and Tasker 2000 Table 2","2000","Lesser sand-eel","Ammodytes marinus",NA,NA,0.6,NA,"median across yr, study and colony (Tasker and Furness 1996, Furness and Tasker 1999, Wanless et al 1998)"
"Black-legged kittiwake Europe","Europe","England","North Shields and Marsden","Black-legged kittiwake","Rissa tridactyla","adult","age class","Feb-Apr","Coulston and Thomas 1985 Table 4","1968","Sandeel spp.","Ammodytidae spp.",NA,NA,0.13,"by weight",NA
"Black-legged kittiwake Europe","Europe","England","North Shields and Marsden","Black-legged kittiwake","Rissa tridactyla","chick","age class","Jun-Jul","Coulston and Thomas 1985 Table 4","1968","Sandeel spp.","Ammodytidae spp.",NA,NA,0.66,"by weight",NA
"Black-legged kittiwake Europe","Europe","England","North Shields and Marsden","Black-legged kittiwake","Rissa tridactyla","adult","age class","Feb-Apr","Coulston and Thomas 1985 Table 4","1969","Sandeel spp.","Ammodytidae spp.",NA,NA,0.13,"by weight",NA
"Black-legged kittiwake Europe","Europe","England","North Shields and Marsden","Black-legged kittiwake","Rissa tridactyla","chick","age class","Jun-Jul","Coulston and Thomas 1985 Table 4","1969","Sandeel spp.","Ammodytidae spp.",NA,NA,0.66,"by weight",NA
"Black-legged kittiwake Europe","Europe","England","North Shields and Marsden","Black-legged kittiwake","Rissa tridactyla","adult","age class","Feb-Apr","Coulston and Thomas 1985 Table 4","1970","Sandeel spp.","Ammodytidae spp.",NA,NA,0.13,"by weight",NA
"Black-legged kittiwake Europe","Europe","England","North Shields and Marsden","Black-legged kittiwake","Rissa tridactyla","chick","age class","Jun-Jul","Coulston and Thomas 1985 Table 4","1970","Sandeel spp.","Ammodytidae spp.",NA,NA,0.66,"by weight",NA
"Black-legged kittiwake Europe","Europe","England","North Shields and Marsden","Black-legged kittiwake","Rissa tridactyla","adult","age class","Feb-Apr","Coulston and Thomas 1985 Table 4","1971","Sandeel spp.","Ammodytidae spp.",NA,NA,0.13,"by weight",NA
"Black-legged kittiwake Europe","Europe","England","North Shields and Marsden","Black-legged kittiwake","Rissa tridactyla","chick","age class","Jun-Jul","Coulston and Thomas 1985 Table 4","1971","Sandeel spp.","Ammodytidae spp.",NA,NA,0.66,"by weight",NA
"Black-legged kittiwake Europe","Europe","England","North Shields and Marsden","Black-legged kittiwake","Rissa tridactyla","adult","age class","Feb-Apr","Coulston and Thomas 1985 Table 4","1972","Sandeel spp.","Ammodytidae spp.",NA,NA,0.13,"by weight",NA
"Black-legged kittiwake Europe","Europe","England","North Shields and Marsden","Black-legged kittiwake","Rissa tridactyla","chick","age class","Jun-Jul","Coulston and Thomas 1985 Table 4","1972","Sandeel spp.","Ammodytidae spp.",NA,NA,0.66,"by weight",NA
"Black-legged kittiwake Europe","Europe","England","North Shields and Marsden","Black-legged kittiwake","Rissa tridactyla","adult","age class","Feb-Apr","Coulston and Thomas 1985 Table 4","1973","Sandeel spp.","Ammodytidae spp.",NA,NA,0.13,"by weight",NA
"Black-legged kittiwake Europe","Europe","England","North Shields and Marsden","Black-legged kittiwake","Rissa tridactyla","chick","age class","Jun-Jul","Coulston and Thomas 1985 Table 4","1973","Sandeel spp.","Ammodytidae spp.",NA,NA,0.66,"by weight",NA
"Arctic tern Europe","Europe","Peterhead",NA,"Arctic tern","Sterna paradisaea",NA,NA,NA,"Furness and Tasker 2000 Table 2","2000","Lesser sand-eel","Ammodytes marinus",NA,NA,0.8,NA,"median across yr, study and colony (Tasker and Furness 1996, Furness and Tasker 1999, Wanless et al 1998)"
"Atlantic puffin Europe","Europe","Peterhead",NA,"Atlantic puffin","Fratercula arctica",NA,NA,NA,"Furness and Tasker 2000 Table 2","2000","Lesser sand-eel","Ammodytes marinus",NA,NA,0.8,NA,"median across yr, study and colony (Tasker and Furness 1996, Furness and Tasker 1999, Wanless et al 1998)"
"Razorbill Europe","Europe","Peterhead",NA,"Razorbill","Alca torda",NA,NA,NA,"Furness and Tasker 2000 Table 2","2000","Lesser sand-eel","Ammodytes marinus",NA,NA,0.8,NA,"median across yr, study and colony (Tasker and Furness 1996, Furness and Tasker 1999, Wanless et al 1998)"
"Arctic skua Europe","Europe","Shetland",NA,"Arctic skua","Stercorarius parasiticus",NA,NA,NA,"Furness and Tasker 2000 Table 2","2000","Lesser sand-eel","Ammodytes marinus",NA,NA,1,NA,"median across yr, study and colony (Tasker and Furness 1996, Furness and Tasker 1999, Wanless et al 1998)"
"Arctic tern Europe","Europe","Shetland",NA,"Arctic tern","Sterna paradisaea",NA,NA,NA,"Furness and Tasker 2000 Table 2","2000","Lesser sand-eel","Ammodytes marinus",NA,NA,1,NA,"median across yr, study and colony (Tasker and Furness 1996, Furness and Tasker 1999, Wanless et al 1998)"
"Atlantic puffin Europe","Europe","Shetland",NA,"Atlantic puffin","Fratercula arctica",NA,NA,NA,"Furness and Tasker 2000 Table 2","2000","Lesser sand-eel","Ammodytes marinus",NA,NA,0.9,NA,"median across yr, study and colony (Tasker and Furness 1996, Furness and Tasker 1999, Wanless et al 1998)"
