"stocklong","region","area","location","pred_comm","pred_species","reference","year","n","n_units","notes"
"Peruvian booby Peru (number of adults)","Humboldt","Peru","Peru","Peruvian booby","Sula variegata","IMARPE.Renato",1973,904166.6667,"number of adults",NA
"Peruvian booby Peru (number of adults)","Humboldt","Peru","Peru","Peruvian booby","Sula variegata","IMARPE.Renato",1974,1324166.667,"number of adults",NA
"Peruvian booby Peru (number of adults)","Humboldt","Peru","Peru","Peruvian booby","Sula variegata","IMARPE.Renato",1975,1354166.667,"number of adults",NA
"Peruvian booby Peru (number of adults)","Humboldt","Peru","Peru","Peruvian booby","Sula variegata","IMARPE.Renato",1976,1338333.333,"number of adults",NA
"Peruvian booby Peru (number of adults)","Humboldt","Peru","Peru","Peruvian booby","Sula variegata","IMARPE.Renato",1977,1533333.333,"number of adults",NA
"Peruvian booby Peru (number of adults)","Humboldt","Peru","Peru","Peruvian booby","Sula variegata","IMARPE.Renato",1978,2325833.333,"number of adults",NA
"Peruvian booby Peru (number of adults)","Humboldt","Peru","Peru","Peruvian booby","Sula variegata","IMARPE.Renato",1979,1800833.333,"number of adults",NA
"Peruvian booby Peru (number of adults)","Humboldt","Peru","Peru","Peruvian booby","Sula variegata","IMARPE.Renato",1980,1706666.667,"number of adults",NA
"Peruvian booby Peru (number of adults)","Humboldt","Peru","Peru","Peruvian booby","Sula variegata","IMARPE.Renato",1981,1959166.667,"number of adults",NA
"Peruvian booby Peru (number of adults)","Humboldt","Peru","Peru","Peruvian booby","Sula variegata","IMARPE.Renato",1982,1825000,"number of adults",NA
"Peruvian booby Peru (number of adults)","Humboldt","Peru","Peru","Peruvian booby","Sula variegata","IMARPE.Renato",1983,142500,"number of adults",NA
"Peruvian booby Peru (number of adults)","Humboldt","Peru","Peru","Peruvian booby","Sula variegata","IMARPE.Renato",1984,1170660,"number of adults",NA
"Peruvian booby Peru (number of adults)","Humboldt","Peru","Peru","Peruvian booby","Sula variegata","IMARPE.Renato",1985,1100956,"number of adults",NA
"Peruvian booby Peru (number of adults)","Humboldt","Peru","Peru","Peruvian booby","Sula variegata","IMARPE.Renato",1986,1246855.667,"number of adults",NA
"Peruvian booby Peru (number of adults)","Humboldt","Peru","Peru","Peruvian booby","Sula variegata","IMARPE.Renato",1987,1163298.667,"number of adults",NA
"Peruvian booby Peru (number of adults)","Humboldt","Peru","Peru","Peruvian booby","Sula variegata","IMARPE.Renato",1988,1520780.333,"number of adults",NA
"Peruvian booby Peru (number of adults)","Humboldt","Peru","Peru","Peruvian booby","Sula variegata","IMARPE.Renato",1989,1323328,"number of adults",NA
"Peruvian booby Peru (number of adults)","Humboldt","Peru","Peru","Peruvian booby","Sula variegata","IMARPE.Renato",1990,985430,"number of adults",NA
"Peruvian booby Peru (number of adults)","Humboldt","Peru","Peru","Peruvian booby","Sula variegata","IMARPE.Renato",1991,1710096.333,"number of adults",NA
"Peruvian booby Peru (number of adults)","Humboldt","Peru","Peru","Peruvian booby","Sula variegata","IMARPE.Renato",1992,1279858.667,"number of adults",NA
"Peruvian booby Peru (number of adults)","Humboldt","Peru","Peru","Peruvian booby","Sula variegata","IMARPE.Renato",1993,1535748,"number of adults",NA
"Peruvian booby Peru (number of adults)","Humboldt","Peru","Peru","Peruvian booby","Sula variegata","IMARPE.Renato",1994,1959373.667,"number of adults",NA
"Peruvian booby Peru (number of adults)","Humboldt","Peru","Peru","Peruvian booby","Sula variegata","IMARPE.Renato",1995,1440000.333,"number of adults",NA
"Peruvian booby Peru (number of adults)","Humboldt","Peru","Peru","Peruvian booby","Sula variegata","IMARPE.Renato",1996,2505945.667,"number of adults",NA
"Peruvian booby Peru (number of adults)","Humboldt","Peru","Peru","Peruvian booby","Sula variegata","IMARPE.Renato",1997,802392.1667,"number of adults",NA
"Peruvian booby Peru (number of adults)","Humboldt","Peru","Peru","Peruvian booby","Sula variegata","IMARPE.Renato",1998,250211.3333,"number of adults",NA
"Peruvian booby Peru (number of adults)","Humboldt","Peru","Peru","Peruvian booby","Sula variegata","IMARPE.Renato",1999,738356.9167,"number of adults",NA
"Peruvian booby Peru (number of adults)","Humboldt","Peru","Peru","Peruvian booby","Sula variegata","IMARPE.Renato",2000,873876.25,"number of adults",NA
"Peruvian booby Peru (number of adults)","Humboldt","Peru","Peru","Peruvian booby","Sula variegata","IMARPE.Renato",2001,1007981.917,"number of adults",NA
"Peruvian booby Peru (number of adults)","Humboldt","Peru","Peru","Peruvian booby","Sula variegata","IMARPE.Renato",2002,847736.8333,"number of adults",NA
"Peruvian booby Peru (number of adults)","Humboldt","Peru","Peru","Peruvian booby","Sula variegata","IMARPE.Renato",2003,935109.1667,"number of adults",NA
"Peruvian booby Peru (number of adults)","Humboldt","Peru","Peru","Peruvian booby","Sula variegata","IMARPE.Renato",2004,1155530.833,"number of adults",NA
"Peruvian booby Peru (number of adults)","Humboldt","Peru","Peru","Peruvian booby","Sula variegata","IMARPE.Renato",2005,462819.8333,"number of adults",NA
"Peruvian booby Peru (number of adults)","Humboldt","Peru","Peru","Peruvian booby","Sula variegata","IMARPE.Renato",2006,1392333.5,"number of adults",NA
"Peruvian booby Peru (number of adults)","Humboldt","Peru","Peru","Peruvian booby","Sula variegata","IMARPE.Renato",2007,1168486.167,"number of adults",NA
"Peruvian booby Peru (number of adults)","Humboldt","Peru","Peru","Peruvian booby","Sula variegata","IMARPE.Renato",2008,1240420.417,"number of adults",NA
"Peruvian booby Peru (number of adults)","Humboldt","Peru","Peru","Peruvian booby","Sula variegata","IMARPE.Renato",2009,955225.5833,"number of adults",NA
"Peruvian booby Peru (number of adults)","Humboldt","Peru","Peru","Peruvian booby","Sula variegata","IMARPE.Renato",2010,1763619.583,"number of adults",NA
"Peruvian booby Peru (number of adults)","Humboldt","Peru","Peru","Peruvian booby","Sula variegata","IMARPE.Renato",2011,1833177.5,"number of adults",NA
"Peruvian booby Peru (number of adults)","Humboldt","Peru","Peru","Peruvian booby","Sula variegata","IMARPE.Renato",2012,1636077.333,"number of adults",NA
"Peruvian booby Peru (number of adults)","Humboldt","Peru","Peru","Peruvian booby","Sula variegata","IMARPE.Renato",2013,1971171.75,"number of adults",NA
"Peruvian booby Peru (number of adults)","Humboldt","Peru","Peru","Peruvian booby","Sula variegata","IMARPE.Renato",2014,1554341.833,"number of adults",NA
"Peruvian booby Peru (number of adults)","Humboldt","Peru","Peru","Peruvian booby","Sula variegata","IMARPE.Renato",2015,1127655.167,"number of adults",NA
"Peruvian booby Peru (number of adults)","Humboldt","Peru","Peru","Peruvian booby","Sula variegata","IMARPE.Renato",2016,1164821.125,"number of adults",NA
"Peruvian booby Peruvian Sea (number of individuals)","Humboldt","Peru","Peruvian Sea","Peruvian booby","Sula variegata","Jahncke 1998 Figuera 1",1953,2012796.1,"number of individuals",NA
"Peruvian booby Peruvian Sea (number of individuals)","Humboldt","Peru","Peruvian Sea","Peruvian booby","Sula variegata","Jahncke 1998 Figuera 1",1954,2408870,"number of individuals",NA
"Peruvian booby Peruvian Sea (number of individuals)","Humboldt","Peru","Peruvian Sea","Peruvian booby","Sula variegata","Jahncke 1998 Figuera 1",1955,2716838.5,"number of individuals",NA
"Peruvian booby Peruvian Sea (number of individuals)","Humboldt","Peru","Peruvian Sea","Peruvian booby","Sula variegata","Jahncke 1998 Figuera 1",1956,2736063.2,"number of individuals",NA
"Peruvian booby Peruvian Sea (number of individuals)","Humboldt","Peru","Peruvian Sea","Peruvian booby","Sula variegata","Jahncke 1998 Figuera 1",1957,1345896.4,"number of individuals",NA
"Peruvian booby Peruvian Sea (number of individuals)","Humboldt","Peru","Peruvian Sea","Peruvian booby","Sula variegata","Jahncke 1998 Figuera 1",1958,1193818.1,"number of individuals",NA
"Peruvian booby Peruvian Sea (number of individuals)","Humboldt","Peru","Peruvian Sea","Peruvian booby","Sula variegata","Jahncke 1998 Figuera 1",1959,1462649,"number of individuals",NA
"Peruvian booby Peruvian Sea (number of individuals)","Humboldt","Peru","Peruvian Sea","Peruvian booby","Sula variegata","Jahncke 1998 Figuera 1",1960,1824465.1,"number of individuals",NA
"Peruvian booby Peruvian Sea (number of individuals)","Humboldt","Peru","Peruvian Sea","Peruvian booby","Sula variegata","Jahncke 1998 Figuera 1",1961,1804552.1,"number of individuals",NA
"Peruvian booby Peruvian Sea (number of individuals)","Humboldt","Peru","Peruvian Sea","Peruvian booby","Sula variegata","Jahncke 1998 Figuera 1",1962,2014627.2,"number of individuals",NA
"Peruvian booby Peruvian Sea (number of individuals)","Humboldt","Peru","Peruvian Sea","Peruvian booby","Sula variegata","Jahncke 1998 Figuera 1",1963,1701062.2,"number of individuals",NA
"Peruvian booby Peruvian Sea (number of individuals)","Humboldt","Peru","Peruvian Sea","Peruvian booby","Sula variegata","Jahncke 1998 Figuera 1",1964,1896483.6,"number of individuals",NA
"Peruvian booby Peruvian Sea (number of individuals)","Humboldt","Peru","Peruvian Sea","Peruvian booby","Sula variegata","Jahncke 1998 Figuera 1",1965,1171825.8,"number of individuals",NA
"Peruvian booby Peruvian Sea (number of individuals)","Humboldt","Peru","Peruvian Sea","Peruvian booby","Sula variegata","Jahncke 1998 Figuera 1",1966,1151912.8,"number of individuals",NA
"Peruvian booby Peruvian Sea (number of individuals)","Humboldt","Peru","Peruvian Sea","Peruvian booby","Sula variegata","Jahncke 1998 Figuera 1",1967,1048802.2,"number of individuals",NA
"Peruvian booby Peruvian Sea (number of individuals)","Humboldt","Peru","Peruvian Sea","Peruvian booby","Sula variegata","Jahncke 1998 Figuera 1",1968,1165906.1,"number of individuals",NA
"Peruvian booby Peruvian Sea (number of individuals)","Humboldt","Peru","Peruvian Sea","Peruvian booby","Sula variegata","Jahncke 1998 Figuera 1",1969,1312444.1,"number of individuals",NA
"Peruvian booby Peruvian Sea (number of individuals)","Humboldt","Peru","Peruvian Sea","Peruvian booby","Sula variegata","Jahncke 1998 Figuera 1",1970,1302304.9,"number of individuals",NA
"Peruvian booby Peruvian Sea (number of individuals)","Humboldt","Peru","Peruvian Sea","Peruvian booby","Sula variegata","Jahncke 1998 Figuera 1",1971,1517288.1,"number of individuals",NA
"Peruvian booby Peruvian Sea (number of individuals)","Humboldt","Peru","Peruvian Sea","Peruvian booby","Sula variegata","Jahncke 1998 Figuera 1",1972,773068.4,"number of individuals",NA
"Peruvian booby Peruvian Sea (number of individuals)","Humboldt","Peru","Peruvian Sea","Peruvian booby","Sula variegata","Jahncke 1998 Figuera 1",1973,909734.06,"number of individuals",NA
"Peruvian booby Peruvian Sea (number of individuals)","Humboldt","Peru","Peruvian Sea","Peruvian booby","Sula variegata","Jahncke 1998 Figuera 1",1974,1340065.8,"number of individuals",NA
"Peruvian booby Peruvian Sea (number of individuals)","Humboldt","Peru","Peruvian Sea","Peruvian booby","Sula variegata","Jahncke 1998 Figuera 1",1975,1378866.2,"number of individuals",NA
"Peruvian booby Peruvian Sea (number of individuals)","Humboldt","Peru","Peruvian Sea","Peruvian booby","Sula variegata","Jahncke 1998 Figuera 1",1976,1358953.1,"number of individuals",NA
"Peruvian booby Peruvian Sea (number of individuals)","Humboldt","Peru","Peruvian Sea","Peruvian booby","Sula variegata","Jahncke 1998 Figuera 1",1977,1544586.6,"number of individuals",NA
"Peruvian booby Peruvian Sea (number of individuals)","Humboldt","Peru","Peruvian Sea","Peruvian booby","Sula variegata","Jahncke 1998 Figuera 1",1978,2337057.5,"number of individuals",NA
"Peruvian booby Peruvian Sea (number of individuals)","Humboldt","Peru","Peruvian Sea","Peruvian booby","Sula variegata","Jahncke 1998 Figuera 1",1979,1803278.2,"number of individuals",NA
"Peruvian booby Peruvian Sea (number of individuals)","Humboldt","Peru","Peruvian Sea","Peruvian booby","Sula variegata","Jahncke 1998 Figuera 1",1980,1724623.6,"number of individuals",NA
"Peruvian booby Peruvian Sea (number of individuals)","Humboldt","Peru","Peruvian Sea","Peruvian booby","Sula variegata","Jahncke 1998 Figuera 1",1981,1978758.5,"number of individuals",NA
"Peruvian booby Peruvian Sea (number of individuals)","Humboldt","Peru","Peruvian Sea","Peruvian booby","Sula variegata","Jahncke 1998 Figuera 1",1982,1841432.5,"number of individuals",NA
"Peruvian booby Peruvian Sea (number of individuals)","Humboldt","Peru","Peruvian Sea","Peruvian booby","Sula variegata","Jahncke 1998 Figuera 1",1983,142889.7,"number of individuals",NA
"Peruvian booby Peruvian Sea (number of individuals)","Humboldt","Peru","Peruvian Sea","Peruvian booby","Sula variegata","Jahncke 1998 Figuera 1",1984,1224118.6,"number of individuals",NA
"Peruvian booby Peruvian Sea (number of individuals)","Humboldt","Peru","Peruvian Sea","Peruvian booby","Sula variegata","Jahncke 1998 Figuera 1",1985,1096524.2,"number of individuals",NA
"Peruvian booby Peruvian Sea (number of individuals)","Humboldt","Peru","Peruvian Sea","Peruvian booby","Sula variegata","Jahncke 1998 Figuera 1",1986,1291945.6,"number of individuals",NA
"Peruvian booby Peruvian Sea (number of individuals)","Humboldt","Peru","Peruvian Sea","Peruvian booby","Sula variegata","Jahncke 1998 Figuera 1",1987,1374791.8,"number of individuals",NA
"Peruvian booby Peruvian Sea (number of individuals)","Humboldt","Peru","Peruvian Sea","Peruvian booby","Sula variegata","Jahncke 1998 Figuera 1",1988,1545743.4,"number of individuals",NA
"Peruvian booby Peruvian Sea (number of individuals)","Humboldt","Peru","Peruvian Sea","Peruvian booby","Sula variegata","Jahncke 1998 Figuera 1",1989,1476862.5,"number of individuals",NA
"Peruvian booby Peruvian Sea (number of individuals)","Humboldt","Peru","Peruvian Sea","Peruvian booby","Sula variegata","Jahncke 1998 Figuera 1",1990,1031174.6,"number of individuals",NA
"Peruvian booby Peruvian Sea (number of individuals)","Humboldt","Peru","Peruvian Sea","Peruvian booby","Sula variegata","Jahncke 1998 Figuera 1",1991,1735554.2,"number of individuals",NA
"Peruvian booby Peruvian Sea (number of individuals)","Humboldt","Peru","Peruvian Sea","Peruvian booby","Sula variegata","Jahncke 1998 Figuera 1",1992,1358381.8,"number of individuals",NA
"Peruvian booby Peruvian Sea (number of individuals)","Humboldt","Peru","Peruvian Sea","Peruvian booby","Sula variegata","Jahncke 1998 Figuera 1",1993,1852320.9,"number of individuals",NA
"Peruvian booby Peruvian Sea (number of individuals)","Humboldt","Peru","Peruvian Sea","Peruvian booby","Sula variegata","Jahncke 1998 Figuera 1",1994,2101618,"number of individuals",NA
"Peruvian booby Peruvian Sea (number of individuals)","Humboldt","Peru","Peruvian Sea","Peruvian booby","Sula variegata","Jahncke 1998 Figuera 1",1995,1513991.1,"number of individuals",NA
"Peruvian booby Peruvian Sea (number of individuals)","Humboldt","Peru","Peruvian Sea","Peruvian booby","Sula variegata","Jahncke 1998 Figuera 1",1996,2649025.5,"number of individuals",NA
"Peruvian pelican 6-14°S (number of adults)","Humboldt","Peru","6-14°S","Peruvian pelican","Pelecanus thagus","Tovar et al in Pauly and Tsukayama 1987 pdf p 224 Table 5",1953,1991666.667,"number of adults","average of monthly counts"
"Peruvian pelican 6-14°S (number of adults)","Humboldt","Peru","6-14°S","Peruvian pelican","Pelecanus thagus","Tovar et al in Pauly and Tsukayama 1987 pdf p 224 Table 5",1954,2399166.667,"number of adults","average of monthly counts"
"Peruvian pelican 6-14°S (number of adults)","Humboldt","Peru","6-14°S","Peruvian pelican","Pelecanus thagus","Tovar et al in Pauly and Tsukayama 1987 pdf p 224 Table 5",1955,2711666.667,"number of adults","average of monthly counts"
"Peruvian pelican 6-14°S (number of adults)","Humboldt","Peru","6-14°S","Peruvian pelican","Pelecanus thagus","Tovar et al in Pauly and Tsukayama 1987 pdf p 224 Table 5",1956,2725000,"number of adults","average of monthly counts"
"Peruvian pelican 6-14°S (number of adults)","Humboldt","Peru","6-14°S","Peruvian pelican","Pelecanus thagus","Tovar et al in Pauly and Tsukayama 1987 pdf p 224 Table 5",1957,1320000,"number of adults","average of monthly counts"
"Peruvian pelican 6-14°S (number of adults)","Humboldt","Peru","6-14°S","Peruvian pelican","Pelecanus thagus","Tovar et al in Pauly and Tsukayama 1987 pdf p 224 Table 5",1958,1176666.667,"number of adults","average of monthly counts"
"Peruvian pelican 6-14°S (number of adults)","Humboldt","Peru","6-14°S","Peruvian pelican","Pelecanus thagus","Tovar et al in Pauly and Tsukayama 1987 pdf p 224 Table 5",1959,1455000,"number of adults","average of monthly counts"
"Peruvian pelican 6-14°S (number of adults)","Humboldt","Peru","6-14°S","Peruvian pelican","Pelecanus thagus","Tovar et al in Pauly and Tsukayama 1987 pdf p 224 Table 5",1960,1804166.667,"number of adults","average of monthly counts"
"Peruvian pelican 6-14°S (number of adults)","Humboldt","Peru","6-14°S","Peruvian pelican","Pelecanus thagus","Tovar et al in Pauly and Tsukayama 1987 pdf p 224 Table 5",1961,1796666.667,"number of adults","average of monthly counts"
"Peruvian pelican 6-14°S (number of adults)","Humboldt","Peru","6-14°S","Peruvian pelican","Pelecanus thagus","Tovar et al in Pauly and Tsukayama 1987 pdf p 224 Table 5",1962,1993333.333,"number of adults","average of monthly counts"
"Peruvian pelican 6-14°S (number of adults)","Humboldt","Peru","6-14°S","Peruvian pelican","Pelecanus thagus","Tovar et al in Pauly and Tsukayama 1987 pdf p 224 Table 5",1963,1697500,"number of adults","average of monthly counts"
"Peruvian pelican 6-14°S (number of adults)","Humboldt","Peru","6-14°S","Peruvian pelican","Pelecanus thagus","Tovar et al in Pauly and Tsukayama 1987 pdf p 224 Table 5",1964,1883333.333,"number of adults","average of monthly counts"
"Peruvian pelican 6-14°S (number of adults)","Humboldt","Peru","6-14°S","Peruvian pelican","Pelecanus thagus","Tovar et al in Pauly and Tsukayama 1987 pdf p 224 Table 5",1965,1146666.667,"number of adults","average of monthly counts"
"Peruvian pelican 6-14°S (number of adults)","Humboldt","Peru","6-14°S","Peruvian pelican","Pelecanus thagus","Tovar et al in Pauly and Tsukayama 1987 pdf p 224 Table 5",1966,1137500,"number of adults","average of monthly counts"
"Peruvian pelican 6-14°S (number of adults)","Humboldt","Peru","6-14°S","Peruvian pelican","Pelecanus thagus","Tovar et al in Pauly and Tsukayama 1987 pdf p 224 Table 5",1967,1037500,"number of adults","average of monthly counts"
"Peruvian pelican 6-14°S (number of adults)","Humboldt","Peru","6-14°S","Peruvian pelican","Pelecanus thagus","Tovar et al in Pauly and Tsukayama 1987 pdf p 224 Table 5",1968,1157500,"number of adults","average of monthly counts"
"Peruvian pelican 6-14°S (number of adults)","Humboldt","Peru","6-14°S","Peruvian pelican","Pelecanus thagus","Tovar et al in Pauly and Tsukayama 1987 pdf p 224 Table 5",1969,1298333.333,"number of adults","average of monthly counts"
"Peruvian pelican 6-14°S (number of adults)","Humboldt","Peru","6-14°S","Peruvian pelican","Pelecanus thagus","Tovar et al in Pauly and Tsukayama 1987 pdf p 224 Table 5",1970,1296666.667,"number of adults","average of monthly counts"
"Peruvian pelican 6-14°S (number of adults)","Humboldt","Peru","6-14°S","Peruvian pelican","Pelecanus thagus","Tovar et al in Pauly and Tsukayama 1987 pdf p 224 Table 5",1971,1497500,"number of adults","average of monthly counts"
"Peruvian pelican 6-14°S (number of adults)","Humboldt","Peru","6-14°S","Peruvian pelican","Pelecanus thagus","Tovar et al in Pauly and Tsukayama 1987 pdf p 224 Table 5",1972,762500,"number of adults","average of monthly counts"
"Peruvian pelican 6-14°S (number of adults)","Humboldt","Peru","6-14°S","Peruvian pelican","Pelecanus thagus","Tovar et al in Pauly and Tsukayama 1987 pdf p 224 Table 5",1973,904166.6667,"number of adults","average of monthly counts"
"Peruvian pelican 6-14°S (number of adults)","Humboldt","Peru","6-14°S","Peruvian pelican","Pelecanus thagus","Tovar et al in Pauly and Tsukayama 1987 pdf p 224 Table 5",1974,1324166.667,"number of adults","average of monthly counts"
"Peruvian pelican 6-14°S (number of adults)","Humboldt","Peru","6-14°S","Peruvian pelican","Pelecanus thagus","Tovar et al in Pauly and Tsukayama 1987 pdf p 224 Table 5",1975,1354166.667,"number of adults","average of monthly counts"
"Peruvian pelican 6-14°S (number of adults)","Humboldt","Peru","6-14°S","Peruvian pelican","Pelecanus thagus","Tovar et al in Pauly and Tsukayama 1987 pdf p 224 Table 5",1976,1338333.333,"number of adults","average of monthly counts"
"Peruvian pelican 6-14°S (number of adults)","Humboldt","Peru","6-14°S","Peruvian pelican","Pelecanus thagus","Tovar et al in Pauly and Tsukayama 1987 pdf p 224 Table 5",1977,1533333.333,"number of adults","average of monthly counts"
"Peruvian pelican 6-14°S (number of adults)","Humboldt","Peru","6-14°S","Peruvian pelican","Pelecanus thagus","Tovar et al in Pauly and Tsukayama 1987 pdf p 224 Table 5",1978,2325833.333,"number of adults","average of monthly counts"
"Peruvian pelican 6-14°S (number of adults)","Humboldt","Peru","6-14°S","Peruvian pelican","Pelecanus thagus","Tovar et al in Pauly and Tsukayama 1987 pdf p 224 Table 5",1979,1800833.333,"number of adults","average of monthly counts"
"Peruvian pelican 6-14°S (number of adults)","Humboldt","Peru","6-14°S","Peruvian pelican","Pelecanus thagus","Tovar et al in Pauly and Tsukayama 1987 pdf p 224 Table 5",1980,1706666.667,"number of adults","average of monthly counts"
"Peruvian pelican 6-14°S (number of adults)","Humboldt","Peru","6-14°S","Peruvian pelican","Pelecanus thagus","Tovar et al in Pauly and Tsukayama 1987 pdf p 224 Table 5",1981,1959166.667,"number of adults","average of monthly counts"
"Peruvian pelican 6-14°S (number of adults)","Humboldt","Peru","6-14°S","Peruvian pelican","Pelecanus thagus","Tovar et al in Pauly and Tsukayama 1987 pdf p 224 Table 5",1982,1825000,"number of adults","average of monthly counts"
"Peruvian pelican Peru (number of adults)","Humboldt","Peru","Peru","Peruvian pelican","Pelecanus thagus","IMARPE.Renato",1953,355833.3333,"number of adults",NA
"Peruvian pelican Peru (number of adults)","Humboldt","Peru","Peru","Peruvian pelican","Pelecanus thagus","IMARPE.Renato",1954,440833.3333,"number of adults",NA
"Peruvian pelican Peru (number of adults)","Humboldt","Peru","Peru","Peruvian pelican","Pelecanus thagus","IMARPE.Renato",1955,485000,"number of adults",NA
"Peruvian pelican Peru (number of adults)","Humboldt","Peru","Peru","Peruvian pelican","Pelecanus thagus","IMARPE.Renato",1956,403333.3333,"number of adults",NA
"Peruvian pelican Peru (number of adults)","Humboldt","Peru","Peru","Peruvian pelican","Pelecanus thagus","IMARPE.Renato",1957,140000,"number of adults",NA
"Peruvian pelican Peru (number of adults)","Humboldt","Peru","Peru","Peruvian pelican","Pelecanus thagus","IMARPE.Renato",1958,205833.3333,"number of adults",NA
"Peruvian pelican Peru (number of adults)","Humboldt","Peru","Peru","Peruvian pelican","Pelecanus thagus","IMARPE.Renato",1959,427500,"number of adults",NA
"Peruvian pelican Peru (number of adults)","Humboldt","Peru","Peru","Peruvian pelican","Pelecanus thagus","IMARPE.Renato",1960,357500,"number of adults",NA
"Peruvian pelican Peru (number of adults)","Humboldt","Peru","Peru","Peruvian pelican","Pelecanus thagus","IMARPE.Renato",1961,283333.3333,"number of adults",NA
"Peruvian pelican Peru (number of adults)","Humboldt","Peru","Peru","Peruvian pelican","Pelecanus thagus","IMARPE.Renato",1962,246666.6667,"number of adults",NA
"Peruvian pelican Peru (number of adults)","Humboldt","Peru","Peru","Peruvian pelican","Pelecanus thagus","IMARPE.Renato",1963,280000,"number of adults",NA
"Peruvian pelican Peru (number of adults)","Humboldt","Peru","Peru","Peruvian pelican","Pelecanus thagus","IMARPE.Renato",1964,220000,"number of adults",NA
"Peruvian pelican Peru (number of adults)","Humboldt","Peru","Peru","Peruvian pelican","Pelecanus thagus","IMARPE.Renato",1965,299166.6667,"number of adults",NA
"Peruvian pelican Peru (number of adults)","Humboldt","Peru","Peru","Peruvian pelican","Pelecanus thagus","IMARPE.Renato",1966,207500,"number of adults",NA
"Peruvian pelican Peru (number of adults)","Humboldt","Peru","Peru","Peruvian pelican","Pelecanus thagus","IMARPE.Renato",1967,340000,"number of adults",NA
"Peruvian pelican Peru (number of adults)","Humboldt","Peru","Peru","Peruvian pelican","Pelecanus thagus","IMARPE.Renato",1968,297500,"number of adults",NA
"Peruvian pelican Peru (number of adults)","Humboldt","Peru","Peru","Peruvian pelican","Pelecanus thagus","IMARPE.Renato",1969,150000,"number of adults",NA
"Peruvian pelican Peru (number of adults)","Humboldt","Peru","Peru","Peruvian pelican","Pelecanus thagus","IMARPE.Renato",1970,204166.6667,"number of adults",NA
"Peruvian pelican Peru (number of adults)","Humboldt","Peru","Peru","Peruvian pelican","Pelecanus thagus","IMARPE.Renato",1971,180833.3333,"number of adults",NA
"Peruvian pelican Peru (number of adults)","Humboldt","Peru","Peru","Peruvian pelican","Pelecanus thagus","IMARPE.Renato",1972,181666.6667,"number of adults",NA
"Peruvian pelican Peru (number of adults)","Humboldt","Peru","Peru","Peruvian pelican","Pelecanus thagus","IMARPE.Renato",1973,495833.3333,"number of adults",NA
"Peruvian pelican Peru (number of adults)","Humboldt","Peru","Peru","Peruvian pelican","Pelecanus thagus","IMARPE.Renato",1974,197500,"number of adults",NA
"Peruvian pelican Peru (number of adults)","Humboldt","Peru","Peru","Peruvian pelican","Pelecanus thagus","IMARPE.Renato",1975,90000,"number of adults",NA
"Peruvian pelican Peru (number of adults)","Humboldt","Peru","Peru","Peruvian pelican","Pelecanus thagus","IMARPE.Renato",1976,105833.3333,"number of adults",NA
"Peruvian pelican Peru (number of adults)","Humboldt","Peru","Peru","Peruvian pelican","Pelecanus thagus","IMARPE.Renato",1977,117500,"number of adults",NA
"Peruvian pelican Peru (number of adults)","Humboldt","Peru","Peru","Peruvian pelican","Pelecanus thagus","IMARPE.Renato",1978,259166.6667,"number of adults",NA
"Peruvian pelican Peru (number of adults)","Humboldt","Peru","Peru","Peruvian pelican","Pelecanus thagus","IMARPE.Renato",1979,279166.6667,"number of adults",NA
"Peruvian pelican Peru (number of adults)","Humboldt","Peru","Peru","Peruvian pelican","Pelecanus thagus","IMARPE.Renato",1980,180833.3333,"number of adults",NA
"Peruvian pelican Peru (number of adults)","Humboldt","Peru","Peru","Peruvian pelican","Pelecanus thagus","IMARPE.Renato",1981,144166.6667,"number of adults",NA
"Peruvian pelican Peru (number of adults)","Humboldt","Peru","Peru","Peruvian pelican","Pelecanus thagus","IMARPE.Renato",1982,164166.6667,"number of adults",NA
"Peruvian pelican Peru (number of adults)","Humboldt","Peru","Peru","Peruvian pelican","Pelecanus thagus","IMARPE.Renato",1983,65000,"number of adults",NA
"Peruvian pelican Peru (number of adults)","Humboldt","Peru","Peru","Peruvian pelican","Pelecanus thagus","IMARPE.Renato",1984,231661.3333,"number of adults",NA
"Peruvian pelican Peru (number of adults)","Humboldt","Peru","Peru","Peruvian pelican","Pelecanus thagus","IMARPE.Renato",1985,300704,"number of adults",NA
"Peruvian pelican Peru (number of adults)","Humboldt","Peru","Peru","Peruvian pelican","Pelecanus thagus","IMARPE.Renato",1986,347604.3333,"number of adults",NA
"Peruvian pelican Peru (number of adults)","Humboldt","Peru","Peru","Peruvian pelican","Pelecanus thagus","IMARPE.Renato",1987,291228,"number of adults",NA
"Peruvian pelican Peru (number of adults)","Humboldt","Peru","Peru","Peruvian pelican","Pelecanus thagus","IMARPE.Renato",1988,614395,"number of adults",NA
"Peruvian pelican Peru (number of adults)","Humboldt","Peru","Peru","Peruvian pelican","Pelecanus thagus","IMARPE.Renato",1989,369585.6667,"number of adults",NA
"Peruvian pelican Peru (number of adults)","Humboldt","Peru","Peru","Peruvian pelican","Pelecanus thagus","IMARPE.Renato",1990,96349,"number of adults",NA
"Peruvian pelican Peru (number of adults)","Humboldt","Peru","Peru","Peruvian pelican","Pelecanus thagus","IMARPE.Renato",1991,92984.33333,"number of adults",NA
"Peruvian pelican Peru (number of adults)","Humboldt","Peru","Peru","Peruvian pelican","Pelecanus thagus","IMARPE.Renato",1992,54073,"number of adults",NA
