sort_cmf,sort_orig,ecoregion,country,island group,location,pred_common,pred_scientific,predator stage,stage units,stocklong,season,source,year_orig,year,n,n_units,ff_common,ff_scientific,ff_eaten_mm,ff_eaten_yr,ff_diet_perc,ff_diet_perc_units,notes
,,,CA,Southern CA ,,Xantus Murrel,,,,,,Hyrenbach and Veit 2003,1988,,0,Density Winter,,,,,,,
,,,CA,Southern CA ,,Xantus Murrel,,,,,,Hyrenbach and Veit 2003,1988,,0.0839,Density Spring,,,,,,,
,,,CA,Southern CA ,,Xantus Murrel,,,,,,Hyrenbach and Veit 2003,1988,,0.1581,Density Summer,,,,,,,
,,,CA,Southern CA ,,Xantus Murrel,,,,,,Hyrenbach and Veit 2003,1988,,0.0378,Density Autumn,,,,,,,
,,,CA,Southern CA ,,Xantus Murrel,,,,,,Hyrenbach and Veit 2003,1989,,0.0656,Density Winter,,,,,,,
,,,CA,Southern CA ,,Xantus Murrel,,,,,,Hyrenbach and Veit 2003,1989,,0,Density Spring,,,,,,,
,,,CA,Southern CA ,,Xantus Murrel,,,,,,Hyrenbach and Veit 2003,1989,,0.4083,Density Summer,,,,,,,
,,,CA,Southern CA ,,Xantus Murrel,,,,,,Hyrenbach and Veit 2003,1989,,0.1122,Density Autumn,,,,,,,
,,,CA,Southern CA ,,Xantus Murrel,,,,,,Hyrenbach and Veit 2003,1990,,0,Density Winter,,,,,,,
,,,CA,Southern CA ,,Xantus Murrel,,,,,,Hyrenbach and Veit 2003,1990,,0.955,Density Spring,,,,,,,
,,,CA,Southern CA ,,Xantus Murrel,,,,,,Hyrenbach and Veit 2003,1990,,0.9828,Density Summer,,,,,,,
,,,CA,Southern CA ,,Xantus Murrel,,,,,,Hyrenbach and Veit 2003,1990,,0.3441,Density Autumn,,,,,,,
,,,CA,Southern CA ,,Xantus Murrel,,,,,,Hyrenbach and Veit 2003,1991,,0.2793,Density Winter,,,,,,,
,,,CA,Southern CA ,,Xantus Murrel,,,,,,Hyrenbach and Veit 2003,1991,,0.5665,Density Spring,,,,,,,
,,,CA,Southern CA ,,Xantus Murrel,,,,,,Hyrenbach and Veit 2003,1991,,0.6221,Density Summer,,,,,,,
,,,CA,Southern CA ,,Xantus Murrel,,,,,,Hyrenbach and Veit 2003,1991,,0.4555,Density Autumn,,,,,,,
,,,CA,Southern CA ,,Xantus Murrel,,,,,,Hyrenbach and Veit 2003,1992,,0.5668,Density Winter,,,,,,,
,,,CA,Southern CA ,,Xantus Murrel,,,,,,Hyrenbach and Veit 2003,1992,,1.1411,Density Spring,,,,,,,
,,,CA,Southern CA ,,Xantus Murrel,,,,,,Hyrenbach and Veit 2003,1992,,0.1595,Density Summer,,,,,,,
,,,CA,Southern CA ,,Xantus Murrel,,,,,,Hyrenbach and Veit 2003,1992,,0,Density Autumn,,,,,,,
,,,CA,Southern CA ,,Xantus Murrel,,,,,,Hyrenbach and Veit 2003,1993,,0.2153,Density Winter,,,,,,,
,,,CA,Southern CA ,,Xantus Murrel,,,,,,Hyrenbach and Veit 2003,1993,,0.5857,Density Spring,,,,,,,
,,,CA,Southern CA ,,Xantus Murrel,,,,,,Hyrenbach and Veit 2003,1993,,0.0489,Density Summer,,,,,,,
,,,CA,Southern CA ,,Xantus Murrel,,,,,,Hyrenbach and Veit 2003,1993,,0,Density Autumn,,,,,,,
,,,CA,Southern CA ,,Xantus Murrel,,,,,,Hyrenbach and Veit 2003,1994,,0.0676,Density Winter,,,,,,,
,,,CA,Southern CA ,,Xantus Murrel,,,,,,Hyrenbach and Veit 2003,1994,,0,Density Spring,,,,,,,
,,,CA,Southern CA ,,Xantus Murrel,,,,,,Hyrenbach and Veit 2003,1994,,0.003045,Density Summer,,,,,,,
,,,CA,Southern CA ,,Xantus Murrel,,,,,,Hyrenbach and Veit 2003,1995,,0.0031344,Density Autumn,,,,,,,
,,,CA,Southern CA ,,Xantus Murrel,,,,,,Hyrenbach and Veit 2003,1995,,0.0032238,Density Winter,,,,,,,
,,,CA,Southern CA ,,Xantus Murrel,,,,,,Hyrenbach and Veit 2003,1995,,0.3737,Density Spring,,,,,,,
,,,CA,Southern CA ,,Xantus Murrel,,,,,,Hyrenbach and Veit 2003,1995,,0.2349,Density Summer,,,,,,,
,,,CA,Southern CA ,,Xantus Murrel,,,,,,Hyrenbach and Veit 2003,1996,,0.0035119,Density Autumn,,,,,,,
,,,CA,Southern CA ,,Xantus Murrel,,,,,,Hyrenbach and Veit 2003,1996,,2.0406,Density Winter,,,,,,,
,,,CA,Southern CA ,,Xantus Murrel,,,,,,Hyrenbach and Veit 2003,1996,,0.1703,Density Spring,,,,,,,
,,,CA,Southern CA ,,Xantus Murrel,,,,,,Hyrenbach and Veit 2003,1996,,0.0038001,Density Summer,,,,,,,
,,,CA,Southern CA ,,Xantus Murrel,,,,,,Hyrenbach and Veit 2003,1997,,0.7354,Density Autumn,,,,,,,
,,,CA,Southern CA ,,Xantus Murrel,,,,,,Hyrenbach and Veit 2003,1997,,0.2078,Density Winter,,,,,,,
,,,CA,Southern CA ,,Xantus Murrel,,,,,,Hyrenbach and Veit 2003,1997,,0.0041577,Density Spring,,,,,,,
,,,CA,Southern CA ,,Xantus Murrel,,,,,,Hyrenbach and Veit 2003,1998,,1.2173,Density Summer,,,,,,,
,,,CA,Southern CA ,,Xantus Murrel,,,,,,Hyrenbach and Veit 2003,1998,,0.0043763,Density Autumn,,,,,,,
,,,CA,Southern CA ,,Xantus Murrel,,,,,,Hyrenbach and Veit 2003,1998,,0.1434,Density Winter,,,,,,,
,,,CA,Southern CA ,,Xantus Murrel,,,,,,Hyrenbach and Veit 2003,1998,,0.0045352,Density Spring,,,,,,,
,,,CA_OR_WA,CA_OR_WA,,Pacific white-sided dolphin,,,,,,NOAA 2000,1993,,25825,Weigthed average abundance,,,,,,,
,,,CA_OR_WA,CA_OR_WA,,Pacific white-sided dolphin,,,,,,NOAA 2003,1998,,59274,Weigthed average abundance,,,,,,,
,,,CA_OR_WA,CA_OR_WA,,Pacific white-sided dolphin,,,,,,NOAA 2008,2003,,20719,Geometric mean abundance,,,,,,,
,,,CA_OR_WA,CA_OR_WA,,Pacific white-sided dolphin,,,,,,NOAA 2013,2007,,26930,Geometric mean abundance,,,,,,,
,,,CA_OR_WA,CA_OR_WA,,Short-beaked common dolphin,,,,,,NOAA 2000,1993,,373573,Weigthed average abundance,,,,,,,
,,,CA_OR_WA,CA_OR_WA,,Short-beaked common dolphin,,,,,,NOAA 2003,1998,,449846,Weigthed average abundance,,,,,,,
,,,CA_OR_WA,CA_OR_WA,,Short-beaked common dolphin,,,,,,NOAA 2008,2003,,392733,Geometric mean abundance,,,,,,,
,,,CA_OR_WA,CA_OR_WA,,Short-beaked common dolphin,,,,,,NOAA 2011,2007,,411211,Geometric mean abundance,,,,,,,
,,,CA_OR_WA,CA_OR_WA,,Long-beaked common dolphin,,,,,,NOAA 2003,1993,,43360,Weigthed average abundance,,,,,,,
,,,CA_OR_WA,CA_OR_WA,,Long-beaked common dolphin,,,,,,NOAA 2008,2001,,20076,Estimated abundance,,,,,,,
,,,CA_OR_WA,CA_OR_WA,,Long-beaked common dolphin,,,,,,NOAA 2010,2005,,11714,Estimated abundance,,,,,,,
,,,CA_OR_WA,CA_OR_WA,,Long-beaked common dolphin,,,,,,NOAA 2012,2008,,62447,Estimated abundance,,,,,,,
,,,CA_OR_WA,CA_OR_WA,,Long-beaked common dolphin,,,,,,NOAA 2012,2009,,183396,Estimated abundance,,,,,,,
,,,CA_OR_WA,CA_OR_WA,,Dalls porpoise,,,,,,NOAA 2000,1993,,116016,Weigthed average abundance,,,,,,,
,,,CA_OR_WA,CA_OR_WA,,Dalls porpoise,,,,,,NOAA 2003,1998,,98617,Weigthed average abundance,,,,,,,
,,,CA_OR_WA,CA_OR_WA,,Dalls porpoise,,,,,,NOAA 2008,2003,,48376,Geometric mean abundance,,,,,,,
,,,CA_OR_WA,CA_OR_WA,,Dalls porpoise,,,,,,NOAA 2010,2007,,42000,Geometric mean abundance,,,,,,,
,,,CA,MonterreyBay,,Harbor porpoise,,,,,,NOAA 2013,2011,,3715,Estimated abundance,,,,,,,
,,,CA,MonterreyBay,,Harbor porpoise,,,,,,NOAA 2009,2004,,1492,Estimated abundance,,,,,,,
,,,CA,MonterreyBay,,Harbor porpoise,,,,,,NOAA 2005,2001,,1613,Estimated abundance,,,,,,,
,,,CA,MonterreyBay,,Harbor porpoise,,,,,,NOAA 2003,1998,,1603,Estimated abundance,,,,,,,
,,,CA,Southern CA ,,Pacific bonito,,,,,,Mandy2008,1993,,1.88,CPUE_tons_trip,,,,,,,
,,,CA,Southern CA ,,Pacific bonito,,,,,,Mandy2008,1994,,5.09,CPUE_tons_trip,,,,,,,
,,,CA,Southern CA ,,Pacific bonito,,,,,,Mandy2008,1995,,1.76,CPUE_tons_trip,,,,,,,
,,,CA,Southern CA ,,Pacific bonito,,,,,,Mandy2008,1996,,6.47,CPUE_tons_trip,,,,,,,
,,,CA,Southern CA ,,Pacific bonito,,,,,,Mandy2008,1997,,1.39,CPUE_tons_trip,,,,,,,
,,,CA,Southern CA ,,Pacific bonito,,,,,,Mandy2008,1998,,3.33,CPUE_tons_trip,,,,,,,
,,,CA,Southern CA ,,Pacific bonito,,,,,,Mandy2008,1999,,2.4,CPUE_tons_trip,,,,,,,
,,,CA,Southern CA ,,Pacific bonito,,,,,,Mandy2008,2000,,1.01,CPUE_tons_trip,,,,,,,
,,,CA,Southern CA ,,Pacific bonito,,,,,,Mandy2008,2001,,0.29,CPUE_tons_trip,,,,,,,
,,,CA,Southern CA ,,Pacific bonito,,,,,,Mandy2008,2002,,0.99,CPUE_tons_trip,,,,,,,
,,,CA,Southern CA ,,Pacific bonito,,,,,,Mandy2008,2003,,0.08,CPUE_tons_trip,,,,,,,
,,,CA,Southern CA ,,Pacific bonito,,,,,,Mandy2008,2004,,5.6,CPUE_tons_trip,,,,,,,
,,,CA,Southern CA ,,Pacific bonito,,,,,,Mandy2008,2005,,0.44,CPUE_tons_trip,,,,,,,
,,,CA,Southern CA ,,Pacific bonito,,,,,,Mandy2008,2006,,14.03,CPUE_tons_trip,,,,,,,
,,,CA,Southern CA ,,Pacific bonito,,,,,,Mandy2008,2007,,5.45,CPUE_tons_trip,,,,,,,
,,,CA,Southern CA ,,Pacific bonito,,,,,,Mandy2008,2008,,5.86,CPUE_tons_trip,,,,,,,
,,,AK,Pribilof Islands,,Black-legged kittiwake,,,,,,Jahnckeetal2008,1977,,279130,Estimated abundance,,,,,,,
,,,AK,Pribilof Islands,,Black-legged kittiwake,,,,,,Jahnckeetal2008,1987,,150510,Estimated abundance,,,,,,,
,,,AK,Pribilof Islands,,Black-legged kittiwake,,,,,,Jahnckeetal2008,1996,,148510,Estimated abundance,,,,,,,
,,,AK,Pribilof Islands,,Black-legged kittiwake,,,,,,Jahnckeetal2008,2001,,132220,Estimated abundance,,,,,,,
,,,CA,Southern CA ,,Black-vented shearwater,,,,,,Hyrenbach and Veit 2003,1987,,0.4308,Density Spring,,,,,,,
,,,CA,Southern CA ,,Black-vented shearwater,,,,,,Hyrenbach and Veit 2003,1987,,0.4308,Density Summer,,,,,,,
,,,CA,Southern CA ,,Black-vented shearwater,,,,,,Hyrenbach and Veit 2003,1987,,19.0974,Density Autumn,,,,,,,
,,,CA,Southern CA ,,Black-vented shearwater,,,,,,Hyrenbach and Veit 2003,1988,,9.6205,Density Winter,,,,,,,
,,,CA,Southern CA ,,Black-vented shearwater,,,,,,Hyrenbach and Veit 2003,1988,,0.1436,Density Spring,,,,,,,
,,,CA,Southern CA ,,Black-vented shearwater,,,,,,Hyrenbach and Veit 2003,1988,,0,Density Summer,,,,,,,
,,,CA,Southern CA ,,Black-vented shearwater,,,,,,Hyrenbach and Veit 2003,1988,,0.7179,Density Autumn,,,,,,,
,,,CA,Southern CA ,,Black-vented shearwater,,,,,,Hyrenbach and Veit 2003,1989,,0.1436,Density Winter,,,,,,,
,,,CA,Southern CA ,,Black-vented shearwater,,,,,,Hyrenbach and Veit 2003,1989,,0.4308,Density Spring,,,,,,,
,,,CA,Southern CA ,,Black-vented shearwater,,,,,,Hyrenbach and Veit 2003,1989,,0.4308,Density Summer,,,,,,,
,,,CA,Southern CA ,,Black-vented shearwater,,,,,,Hyrenbach and Veit 2003,1989,,30.2974,Density Autumn,,,,,,,
,,,CA,Southern CA ,,Black-vented shearwater,,,,,,Hyrenbach and Veit 2003,1990,,1.0051,Density Winter,,,,,,,
,,,CA,Southern CA ,,Black-vented shearwater,,,,,,Hyrenbach and Veit 2003,1990,,4.1641,Density Spring,,,,,,,
,,,CA,Southern CA ,,Black-vented shearwater,,,,,,Hyrenbach and Veit 2003,1990,,1.5795,Density Summer,,,,,,,
,,,CA,Southern CA ,,Black-vented shearwater,,,,,,Hyrenbach and Veit 2003,1990,,102.3795,Density Autumn,,,,,,,
,,,CA,Southern CA ,,Black-vented shearwater,,,,,,Hyrenbach and Veit 2003,1991,,7.3231,Density Winter,,,,,,,
,,,CA,Southern CA ,,Black-vented shearwater,,,,,,Hyrenbach and Veit 2003,1991,,7.3231,Density Spring,,,,,,,
,,,CA,Southern CA ,,Black-vented shearwater,,,,,,Hyrenbach and Veit 2003,1991,,0.4308,Density Summer,,,,,,,
,,,CA,Southern CA ,,Black-vented shearwater,,,,,,Hyrenbach and Veit 2003,1991,,8.4718,Density Autumn,,,,,,,
,,,CA,Southern CA ,,Black-vented shearwater,,,,,,Hyrenbach and Veit 2003,1992,,2.1538,Density Winter,,,,,,,
,,,CA,Southern CA ,,Black-vented shearwater,,,,,,Hyrenbach and Veit 2003,1992,,16.5128,Density Spring,,,,,,,
,,,CA,Southern CA ,,Black-vented shearwater,,,,,,Hyrenbach and Veit 2003,1992,,3.5897,Density Summer,,,,,,,
,,,CA,Southern CA ,,Black-vented shearwater,,,,,,Hyrenbach and Veit 2003,1992,,19.0974,Density Autumn,,,,,,,
,,,CA,Southern CA ,,Black-vented shearwater,,,,,,Hyrenbach and Veit 2003,1993,,121.3333,Density Winter,,,,,,,
,,,CA,Southern CA ,,Black-vented shearwater,,,,,,Hyrenbach and Veit 2003,1993,,3.0154,Density Spring,,,,,,,
,,,CA,Southern CA ,,Black-vented shearwater,,,,,,Hyrenbach and Veit 2003,1993,,1.0051,Density Summer,,,,,,,
,,,CA,Southern CA ,,Black-vented shearwater,,,,,,Hyrenbach and Veit 2003,1993,,2.7282,Density Autumn,,,,,,,
,,,CA,Southern CA ,,Black-vented shearwater,,,,,,Hyrenbach and Veit 2003,1994,,19.3846,Density Winter,,,,,,,
,,,CA,Southern CA ,,Black-vented shearwater,,,,,,Hyrenbach and Veit 2003,1994,,0.4308,Density Spring,,,,,,,
,,,CA,Southern CA ,,Black-vented shearwater,,,,,,Hyrenbach and Veit 2003,1994,,0.7179,Density Summer,,,,,,,
,,,CA,Southern CA ,,Black-vented shearwater,,,,,,Hyrenbach and Veit 2003,1995,,1.2923,Density Autumn,,,,,,,
,,,CA,Southern CA ,,Black-vented shearwater,,,,,,Hyrenbach and Veit 2003,1995,,1.0051,Density Winter,,,,,,,
,,,CA,Southern CA ,,Black-vented shearwater,,,,,,Hyrenbach and Veit 2003,1995,,0.4308,Density Spring,,,,,,,
,,,CA,Southern CA ,,Black-vented shearwater,,,,,,Hyrenbach and Veit 2003,1995,,2.1538,Density Summer,,,,,,,
,,,CA,Southern CA ,,Black-vented shearwater,,,,,,Hyrenbach and Veit 2003,1996,,7.6103,Density Autumn,,,,,,,
,,,CA,Southern CA ,,Black-vented shearwater,,,,,,Hyrenbach and Veit 2003,1996,,0.7179,Density Winter,,,,,,,
,,,CA,Southern CA ,,Black-vented shearwater,,,,,,Hyrenbach and Veit 2003,1996,,1.8667,Density Spring,,,,,,,
,,,CA,Southern CA ,,Black-vented shearwater,,,,,,Hyrenbach and Veit 2003,1996,,17.3744,Density Summer,,,,,,,
,,,CA,Southern CA ,,Black-vented shearwater,,,,,,Hyrenbach and Veit 2003,1997,,0.7179,Density Autumn,,,,,,,
,,,CA,Southern CA ,,Black-vented shearwater,,,,,,Hyrenbach and Veit 2003,1997,,2.1538,Density Winter,,,,,,,
,,,CA,Southern CA ,,Black-vented shearwater,,,,,,Hyrenbach and Veit 2003,1997,,67.6308,Density Spring,,,,,,,
,,,CA,Southern CA ,,Black-vented shearwater,,,,,,Hyrenbach and Veit 2003,1998,,11.6308,Density Summer,,,,,,,
,,,CA,Southern CA ,,Black-vented shearwater,,,,,,Hyrenbach and Veit 2003,1998,,1.8667,Density Autumn,,,,,,,
,,,CA,Southern CA ,,Black-vented shearwater,,,,,,Hyrenbach and Veit 2003,1998,,0.1436,Density Winter,,,,,,,
,,,CA,Southern CA ,,Black-vented shearwater,,,,,,Hyrenbach and Veit 2003,1998,,11.6308,Density Spring,,,,,,,
,,,OR,Wilson and Tasks Rivers,,Cutthroat trout,,,,,,ORNativeFishStatusReport_Vol_II,1965,,7.16,Index of abundance,,,,,,,
,,,OR,Wilson and Tasks Rivers,,Cutthroat trout,,,,,,ORNativeFishStatusReport_Vol_II,1966,,7.35,Index of abundance,,,,,,,
,,,OR,Wilson and Tasks Rivers,,Cutthroat trout,,,,,,ORNativeFishStatusReport_Vol_II,1967,,5.76,Index of abundance,,,,,,,
,,,OR,Wilson and Tasks Rivers,,Cutthroat trout,,,,,,ORNativeFishStatusReport_Vol_II,1968,,9.34,Index of abundance,,,,,,,
,,,OR,Wilson and Tasks Rivers,,Cutthroat trout,,,,,,ORNativeFishStatusReport_Vol_II,1970,,6.01,Index of abundance,,,,,,,
,,,OR,Wilson and Tasks Rivers,,Cutthroat trout,,,,,,ORNativeFishStatusReport_Vol_II,1971,,13.17,Index of abundance,,,,,,,
,,,OR,Wilson and Tasks Rivers,,Cutthroat trout,,,,,,ORNativeFishStatusReport_Vol_II,1972,,13.17,Index of abundance,,,,,,,
,,,OR,Wilson and Tasks Rivers,,Cutthroat trout,,,,,,ORNativeFishStatusReport_Vol_II,1973,,8.48,Index of abundance,,,,,,,
,,,OR,Wilson and Tasks Rivers,,Cutthroat trout,,,,,,ORNativeFishStatusReport_Vol_II,1974,,6.49,Index of abundance,,,,,,,
,,,OR,Wilson and Tasks Rivers,,Cutthroat trout,,,,,,ORNativeFishStatusReport_Vol_II,1975,,2.05,Index of abundance,,,,,,,
,,,OR,Wilson and Tasks Rivers,,Cutthroat trout,,,,,,ORNativeFishStatusReport_Vol_II,1976,,4.39,Index of abundance,,,,,,,
,,,OR,Wilson and Tasks Rivers,,Cutthroat trout,,,,,,ORNativeFishStatusReport_Vol_II,1979,,4.36,Index of abundance,,,,,,,
,,,OR,Wilson and Tasks Rivers,,Cutthroat trout,,,,,,ORNativeFishStatusReport_Vol_II,1980,,5.82,Index of abundance,,,,,,,
,,,OR,Wilson and Tasks Rivers,,Cutthroat trout,,,,,,ORNativeFishStatusReport_Vol_II,1981,,5.97,Index of abundance,,,,,,,
,,,OR,Wilson and Tasks Rivers,,Cutthroat trout,,,,,,ORNativeFishStatusReport_Vol_II,1982,,1.89,Index of abundance,,,,,,,
,,,OR,Wilson and Tasks Rivers,,Cutthroat trout,,,,,,ORNativeFishStatusReport_Vol_II,1983,,1.03,Index of abundance,,,,,,,
,,,OR,Wilson and Tasks Rivers,,Cutthroat trout,,,,,,ORNativeFishStatusReport_Vol_II,1984,,1.09,Index of abundance,,,,,,,
,,,OR,Wilson and Tasks Rivers,,Cutthroat trout,,,,,,ORNativeFishStatusReport_Vol_II,1985,,5.97,Index of abundance,,,,,,,
,,,OR,Wilson and Tasks Rivers,,Cutthroat trout,,,,,,ORNativeFishStatusReport_Vol_II,1986,,4.04,Index of abundance,,,,,,,
,,,OR,Wilson and Tasks Rivers,,Cutthroat trout,,,,,,ORNativeFishStatusReport_Vol_II,1987,,3.21,Index of abundance,,,,,,,
,,,OR,Wilson and Tasks Rivers,,Cutthroat trout,,,,,,ORNativeFishStatusReport_Vol_II,1988,,1.37,Index of abundance,,,,,,,
,,,OR,Wilson and Tasks Rivers,,Cutthroat trout,,,,,,ORNativeFishStatusReport_Vol_II,1989,,3.65,Index of abundance,,,,,,,
,,,OR,Wilson and Tasks Rivers,,Cutthroat trout,,,,,,ORNativeFishStatusReport_Vol_II,1990,,3.02,Index of abundance,,,,,,,
,,,OR,Wilson and Tasks Rivers,,Cutthroat trout,,,,,,ORNativeFishStatusReport_Vol_II,1991,,4.79,Index of abundance,,,,,,,
,,,OR,Wilson and Tasks Rivers,,Cutthroat trout,,,,,,ORNativeFishStatusReport_Vol_II,1992,,3.68,Index of abundance,,,,,,,
,,,OR,Wilson and Tasks Rivers,,Cutthroat trout,,,,,,ORNativeFishStatusReport_Vol_II,1993,,2.04,Index of abundance,,,,,,,
,,,OR,Wilson and Tasks Rivers,,Cutthroat trout,,,,,,ORNativeFishStatusReport_Vol_II,1994,,2.1,Index of abundance,,,,,,,
,,,OR,Wilson and Tasks Rivers,,Cutthroat trout,,,,,,ORNativeFishStatusReport_Vol_II,1995,,3.14,Index of abundance,,,,,,,
,,,OR,Wilson and Tasks Rivers,,Cutthroat trout,,,,,,ORNativeFishStatusReport_Vol_II,1996,,2.6,Index of abundance,,,,,,,
,,,OR,Wilson and Tasks Rivers,,Cutthroat trout,,,,,,ORNativeFishStatusReport_Vol_II,1997,,2.79,Index of abundance,,,,,,,
,,,OR,Wilson and Tasks Rivers,,Cutthroat trout,,,,,,ORNativeFishStatusReport_Vol_II,1998,,3.71,Index of abundance,,,,,,,
,,,OR,Wilson and Tasks Rivers,,Cutthroat trout,,,,,,ORNativeFishStatusReport_Vol_II,1999,,10.23,Index of abundance,,,,,,,
,,,OR,Wilson and Tasks Rivers,,Cutthroat trout,,,,,,ORNativeFishStatusReport_Vol_II,2000,,4.75,Index of abundance,,,,,,,
,,,OR,Wilson and Tasks Rivers,,Cutthroat trout,,,,,,ORNativeFishStatusReport_Vol_II,2001,,10.04,Index of abundance,,,,,,,
,,,OR,Wilson and Tasks Rivers,,Cutthroat trout,,,,,,ORNativeFishStatusReport_Vol_II,2002,,10.01,Index of abundance,,,,,,,
,,,OR,Wilson and Tasks Rivers,,Cutthroat trout,,,,,,ORNativeFishStatusReport_Vol_II,2003,,13.15,Index of abundance,,,,,,,
,,,OR,Nestucca River,,Cutthroat trout,,,,,,ORNativeFishStatusReport_Vol_II,1965,,11.95,Index of abundance,,,,,,,
,,,OR,Nestucca River,,Cutthroat trout,,,,,,ORNativeFishStatusReport_Vol_II,1966,,1.07,Index of abundance,,,,,,,
,,,OR,Nestucca River,,Cutthroat trout,,,,,,ORNativeFishStatusReport_Vol_II,1967,,3.98,Index of abundance,,,,,,,
,,,OR,Nestucca River,,Cutthroat trout,,,,,,ORNativeFishStatusReport_Vol_II,1968,,1.07,Index of abundance,,,,,,,
,,,OR,Nestucca River,,Cutthroat trout,,,,,,ORNativeFishStatusReport_Vol_II,1969,,2.97,Index of abundance,,,,,,,
,,,OR,Nestucca River,,Cutthroat trout,,,,,,ORNativeFishStatusReport_Vol_II,1970,,1.07,Index of abundance,,,,,,,
,,,OR,Nestucca River,,Cutthroat trout,,,,,,ORNativeFishStatusReport_Vol_II,1971,,1.99,Index of abundance,,,,,,,
,,,OR,Nestucca River,,Cutthroat trout,,,,,,ORNativeFishStatusReport_Vol_II,1972,,1.07,Index of abundance,,,,,,,
,,,OR,Nestucca River,,Cutthroat trout,,,,,,ORNativeFishStatusReport_Vol_II,1973,,2.02,Index of abundance,,,,,,,
,,,OR,Nestucca River,,Cutthroat trout,,,,,,ORNativeFishStatusReport_Vol_II,1974,,2.02,Index of abundance,,,,,,,
,,,OR,Nestucca River,,Cutthroat trout,,,,,,ORNativeFishStatusReport_Vol_II,1979,,2.99,Index of abundance,,,,,,,
,,,OR,Nestucca River,,Cutthroat trout,,,,,,ORNativeFishStatusReport_Vol_II,1980,,2.99,Index of abundance,,,,,,,
,,,OR,Nestucca River,,Cutthroat trout,,,,,,ORNativeFishStatusReport_Vol_II,1982,,1.06,Index of abundance,,,,,,,
,,,OR,Nestucca River,,Cutthroat trout,,,,,,ORNativeFishStatusReport_Vol_II,1984,,1.06,Index of abundance,,,,,,,
,,,OR,Nestucca River,,Cutthroat trout,,,,,,ORNativeFishStatusReport_Vol_II,1985,,2.01,Index of abundance,,,,,,,
,,,OR,Nestucca River,,Cutthroat trout,,,,,,ORNativeFishStatusReport_Vol_II,1986,,4.98,Index of abundance,,,,,,,
,,,OR,Nestucca River,,Cutthroat trout,,,,,,ORNativeFishStatusReport_Vol_II,1988,,1.06,Index of abundance,,,,,,,
,,,OR,Nestucca River,,Cutthroat trout,,,,,,ORNativeFishStatusReport_Vol_II,1989,,2,Index of abundance,,,,,,,
,,,OR,Nestucca River,,Cutthroat trout,,,,,,ORNativeFishStatusReport_Vol_II,1990,,2,Index of abundance,,,,,,,
,,,OR,Nestucca River,,Cutthroat trout,,,,,,ORNativeFishStatusReport_Vol_II,1991,,5.04,Index of abundance,,,,,,,
,,,OR,Nestucca River,,Cutthroat trout,,,,,,ORNativeFishStatusReport_Vol_II,1992,,1.05,Index of abundance,,,,,,,
,,,OR,Nestucca River,,Cutthroat trout,,,,,,ORNativeFishStatusReport_Vol_II,1993,,1.02,Index of abundance,,,,,,,
,,,OR,Nestucca River,,Cutthroat trout,,,,,,ORNativeFishStatusReport_Vol_II,1994,,0.07,Index of abundance,,,,,,,
,,,OR,Nestucca River,,Cutthroat trout,,,,,,ORNativeFishStatusReport_Vol_II,1995,,1.21,Index of abundance,,,,,,,
,,,OR,Nestucca River,,Cutthroat trout,,,,,,ORNativeFishStatusReport_Vol_II,1996,,3.33,Index of abundance,,,,,,,
,,,OR,Nestucca River,,Cutthroat trout,,,,,,ORNativeFishStatusReport_Vol_II,1997,,1.55,Index of abundance,,,,,,,
,,,OR,Nestucca River,,Cutthroat trout,,,,,,ORNativeFishStatusReport_Vol_II,1998,,2.53,Index of abundance,,,,,,,
,,,OR,Nestucca River,,Cutthroat trout,,,,,,ORNativeFishStatusReport_Vol_II,1999,,2.91,Index of abundance,,,,,,,
,,,OR,Nestucca River,,Cutthroat trout,,,,,,ORNativeFishStatusReport_Vol_II,2000,,8.44,Index of abundance,,,,,,,
,,,OR,Nestucca River,,Cutthroat trout,,,,,,ORNativeFishStatusReport_Vol_II,2001,,3.16,Index of abundance,,,,,,,
,,,OR,Nestucca River,,Cutthroat trout,,,,,,ORNativeFishStatusReport_Vol_II,2002,,9.29,Index of abundance,,,,,,,
,,,OR,Nestucca River,,Cutthroat trout,,,,,,ORNativeFishStatusReport_Vol_II,2003,,9.67,Index of abundance,,,,,,,
,,,OR,Nestucca River,,Cutthroat trout,,,,,,ORNativeFishStatusReport_Vol_II,2004,,13.62,Index of abundance,,,,,,,
,,,AK,Eastern pacific,,Northern fur seal,,,,,,NOAA 2013,1992,,218712,Pups,,,,,,,
,,,AK,Eastern pacific,,Northern fur seal,,,,,,NOAA 2013,1994,,228711,Pups,,,,,,,
,,,AK,Eastern pacific,,Northern fur seal,,,,,,NOAA 2013,1996,,211673,Pups,,,,,,,
,,,AK,Eastern pacific,,Northern fur seal,,,,,,NOAA 2013,1998,,219226,Pups,,,,,,,
,,,AK,Eastern pacific,,Northern fur seal,,,,,,NOAA 2013,2000,,196899,Pups,,,,,,,
,,,AK,Eastern pacific,,Northern fur seal,,,,,,NOAA 2013,2002,,176667,Pups,,,,,,,
,,,AK,Eastern pacific,,Northern fur seal,,,,,,NOAA 2013,2004,,153059,Pups,,,,,,,
,,,AK,Eastern pacific,,Northern fur seal,,,,,,NOAA 2013,2005,,160594,Pups,,,,,,,
,,,AK,Eastern pacific,,Northern fur seal,,,,,,NOAA 2013,2006,,147900,Pups,,,,,,,
