sort_cmf,sort_orig,ecoregion,country,island group,location,pred_common,pred_scientific,predator stage,stage units,stocklong,season,source,year_orig,year,n,n_units,ff_common,ff_scientific,ff_eaten_mm,ff_eaten_yr,ff_diet_perc,ff_diet_perc_units,notes
,,,NA,NA,,Lingcod Northern Pacific Coast,,,,,,RAM,1987,,15900,RAM,,,,,,,
,,,NA,NA,,Lingcod Northern Pacific Coast,,,,,,RAM,1988,,14400,RAM,,,,,,,
,,,NA,NA,,Lingcod Northern Pacific Coast,,,,,,RAM,1989,,12800,RAM,,,,,,,
,,,NA,NA,,Lingcod Northern Pacific Coast,,,,,,RAM,1990,,10700,RAM,,,,,,,
,,,NA,NA,,Lingcod Northern Pacific Coast,,,,,,RAM,1991,,9110,RAM,,,,,,,
,,,NA,NA,,Lingcod Northern Pacific Coast,,,,,,RAM,1992,,7480,RAM,,,,,,,
,,,NA,NA,,Lingcod Northern Pacific Coast,,,,,,RAM,1993,,7450,RAM,,,,,,,
,,,NA,NA,,Lingcod Northern Pacific Coast,,,,,,RAM,1994,,7300,RAM,,,,,,,
,,,NA,NA,,Lingcod Northern Pacific Coast,,,,,,RAM,1995,,7070,RAM,,,,,,,
,,,NA,NA,,Lingcod Northern Pacific Coast,,,,,,RAM,1996,,7470,RAM,,,,,,,
,,,NA,NA,,Lingcod Northern Pacific Coast,,,,,,RAM,1997,,7640,RAM,,,,,,,
,,,NA,NA,,Lingcod Northern Pacific Coast,,,,,,RAM,1998,,7760,RAM,,,,,,,
,,,NA,NA,,Lingcod Northern Pacific Coast,,,,,,RAM,1999,,8510,RAM,,,,,,,
,,,NA,NA,,Lingcod Northern Pacific Coast,,,,,,RAM,2000,,9180,RAM,,,,,,,
,,,NA,NA,,Lingcod Northern Pacific Coast,,,,,,RAM,2001,,11000,RAM,,,,,,,
,,,NA,NA,,Lingcod Northern Pacific Coast,,,,,,RAM,2002,,13600,RAM,,,,,,,
,,,NA,NA,,Lingcod Northern Pacific Coast,,,,,,RAM,2003,,16700,RAM,,,,,,,
,,,NA,NA,,Lingcod Northern Pacific Coast,,,,,,RAM,2004,,19900,RAM,,,,,,,
,,,NA,NA,,Lingcod Northern Pacific Coast,,,,,,RAM,2005,,22500,RAM,,,,,,,
,,,NA,NA,,Lingcod Northern Pacific Coast,,,,,,RAM,2006,,25200,RAM,,,,,,,
,,,NA,NA,,Lingcod Northern Pacific Coast,,,,,,RAM,2007,,27100,RAM,,,,,,,
,,,NA,NA,,Lingcod Northern Pacific Coast,,,,,,RAM,2008,,29800,RAM,,,,,,,
,,,NA,NA,,Lingcod Northern Pacific Coast,,,,,,RAM,2009,,31800,RAM,,,,,,,
,,,NA,NA,,Pollock NAFO-4VWX5,,,,,,RAM,1974,,26600,RAM,,,,,,,
,,,NA,NA,,Pollock NAFO-4VWX5,,,,,,RAM,1975,,8030,RAM,,,,,,,
,,,NA,NA,,Pollock NAFO-4VWX5,,,,,,RAM,1976,,24300,RAM,,,,,,,
,,,NA,NA,,Pollock NAFO-4VWX5,,,,,,RAM,1977,,25100,RAM,,,,,,,
,,,NA,NA,,Pollock NAFO-4VWX5,,,,,,RAM,1978,,25200,RAM,,,,,,,
,,,NA,NA,,Pollock NAFO-4VWX5,,,,,,RAM,1979,,17500,RAM,,,,,,,
,,,NA,NA,,Pollock NAFO-4VWX5,,,,,,RAM,1980,,54500,RAM,,,,,,,
,,,NA,NA,,Pollock NAFO-4VWX5,,,,,,RAM,1981,,86100,RAM,,,,,,,
,,,NA,NA,,Pollock NAFO-4VWX5,,,,,,RAM,1982,,38200,RAM,,,,,,,
,,,NA,NA,,Pollock NAFO-4VWX5,,,,,,RAM,1983,,40400,RAM,,,,,,,
,,,NA,NA,,Pollock NAFO-4VWX5,,,,,,RAM,1984,,95200,RAM,,,,,,,
,,,NA,NA,,Pollock NAFO-4VWX5,,,,,,RAM,1985,,39800,RAM,,,,,,,
,,,NA,NA,,Pollock NAFO-4VWX5,,,,,,RAM,1986,,42200,RAM,,,,,,,
,,,NA,NA,,Pollock NAFO-4VWX5,,,,,,RAM,1987,,35400,RAM,,,,,,,
,,,NA,NA,,Pollock NAFO-4VWX5,,,,,,RAM,1988,,96700,RAM,,,,,,,
,,,NA,NA,,Pollock NAFO-4VWX5,,,,,,RAM,1989,,153000,RAM,,,,,,,
,,,NA,NA,,Pollock NAFO-4VWX5,,,,,,RAM,1990,,77200,RAM,,,,,,,
,,,NA,NA,,Pollock NAFO-4VWX5,,,,,,RAM,1991,,192000,RAM,,,,,,,
,,,NA,NA,,Pollock NAFO-4VWX5,,,,,,RAM,1992,,146000,RAM,,,,,,,
,,,NA,NA,,Pollock NAFO-4VWX5,,,,,,RAM,1993,,73200,RAM,,,,,,,
,,,NA,NA,,Pollock NAFO-4VWX5,,,,,,RAM,1994,,161000,RAM,,,,,,,
,,,NA,NA,,Pollock NAFO-4VWX5,,,,,,RAM,1995,,56100,RAM,,,,,,,
,,,NA,NA,,Pollock NAFO-4VWX5,,,,,,RAM,1996,,41800,RAM,,,,,,,
,,,NA,NA,,Pollock NAFO-4VWX5,,,,,,RAM,1997,,97600,RAM,,,,,,,
,,,NA,NA,,Pollock NAFO-4VWX5,,,,,,RAM,1998,,34000,RAM,,,,,,,
,,,NA,NA,,Pollock NAFO-4VWX5,,,,,,RAM,1999,,43000,RAM,,,,,,,
,,,NA,NA,,Pollock NAFO-4VWX5,,,,,,RAM,2000,,91900,RAM,,,,,,,
,,,NA,NA,,Pollock NAFO-4VWX5,,,,,,RAM,2001,,30000,RAM,,,,,,,
,,,NA,NA,,Pollock NAFO-4VWX5,,,,,,RAM,2002,,13000,RAM,,,,,,,
,,,NA,NA,,Pollock NAFO-4VWX5,,,,,,RAM,2003,,20600,RAM,,,,,,,
,,,NA,NA,,Pollock NAFO-4VWX5,,,,,,RAM,2004,,15100,RAM,,,,,,,
,,,NA,NA,,Pollock NAFO-4VWX5,,,,,,RAM,2005,,28800,RAM,,,,,,,
,,,NA,NA,,Pollock NAFO-4VWX5,,,,,,RAM,2006,,19100,RAM,,,,,,,
,,,NA,NA,,Pollock NAFO-4VWX5,,,,,,RAM,2007,,26200,RAM,,,,,,,
,,,NA,NA,,Pollock NAFO-4VWX5,,,,,,RAM,2008,,26100,RAM,,,,,,,
,,,NA,NA,,Pollock NAFO-5YZ,,,,,,RAM,1960,,NA,RAM,,,,,,,
,,,NA,NA,,Pollock NAFO-5YZ,,,,,,RAM,1961,,NA,RAM,,,,,,,
,,,NA,NA,,Pollock NAFO-5YZ,,,,,,RAM,1962,,NA,RAM,,,,,,,
,,,NA,NA,,Pollock NAFO-5YZ,,,,,,RAM,1963,,NA,RAM,,,,,,,
,,,NA,NA,,Pollock NAFO-5YZ,,,,,,RAM,1964,,NA,RAM,,,,,,,
,,,NA,NA,,Pollock NAFO-5YZ,,,,,,RAM,1965,,NA,RAM,,,,,,,
,,,NA,NA,,Pollock NAFO-5YZ,,,,,,RAM,1966,,NA,RAM,,,,,,,
,,,NA,NA,,Pollock NAFO-5YZ,,,,,,RAM,1967,,NA,RAM,,,,,,,
,,,NA,NA,,Pollock NAFO-5YZ,,,,,,RAM,1968,,NA,RAM,,,,,,,
,,,NA,NA,,Pollock NAFO-5YZ,,,,,,RAM,1969,,NA,RAM,,,,,,,
,,,NA,NA,,Pollock NAFO-5YZ,,,,,,RAM,1970,,319000,RAM,,,,,,,
,,,NA,NA,,Pollock NAFO-5YZ,,,,,,RAM,1971,,354000,RAM,,,,,,,
,,,NA,NA,,Pollock NAFO-5YZ,,,,,,RAM,1972,,359000,RAM,,,,,,,
,,,NA,NA,,Pollock NAFO-5YZ,,,,,,RAM,1973,,299000,RAM,,,,,,,
,,,NA,NA,,Pollock NAFO-5YZ,,,,,,RAM,1974,,292000,RAM,,,,,,,
,,,NA,NA,,Pollock NAFO-5YZ,,,,,,RAM,1975,,316000,RAM,,,,,,,
,,,NA,NA,,Pollock NAFO-5YZ,,,,,,RAM,1976,,304000,RAM,,,,,,,
,,,NA,NA,,Pollock NAFO-5YZ,,,,,,RAM,1977,,286000,RAM,,,,,,,
,,,NA,NA,,Pollock NAFO-5YZ,,,,,,RAM,1978,,274000,RAM,,,,,,,
,,,NA,NA,,Pollock NAFO-5YZ,,,,,,RAM,1979,,270000,RAM,,,,,,,
,,,NA,NA,,Pollock NAFO-5YZ,,,,,,RAM,1980,,252000,RAM,,,,,,,
,,,NA,NA,,Pollock NAFO-5YZ,,,,,,RAM,1981,,230000,RAM,,,,,,,
,,,NA,NA,,Pollock NAFO-5YZ,,,,,,RAM,1982,,214000,RAM,,,,,,,
,,,NA,NA,,Pollock NAFO-5YZ,,,,,,RAM,1983,,201000,RAM,,,,,,,
,,,NA,NA,,Pollock NAFO-5YZ,,,,,,RAM,1984,,169000,RAM,,,,,,,
,,,NA,NA,,Pollock NAFO-5YZ,,,,,,RAM,1985,,160000,RAM,,,,,,,
,,,NA,NA,,Pollock NAFO-5YZ,,,,,,RAM,1986,,141000,RAM,,,,,,,
,,,NA,NA,,Pollock NAFO-5YZ,,,,,,RAM,1987,,119000,RAM,,,,,,,
,,,NA,NA,,Pollock NAFO-5YZ,,,,,,RAM,1988,,98500,RAM,,,,,,,
,,,NA,NA,,Pollock NAFO-5YZ,,,,,,RAM,1989,,90800,RAM,,,,,,,
,,,NA,NA,,Pollock NAFO-5YZ,,,,,,RAM,1990,,80400,RAM,,,,,,,
,,,NA,NA,,Pollock NAFO-5YZ,,,,,,RAM,1991,,80800,RAM,,,,,,,
,,,NA,NA,,Pollock NAFO-5YZ,,,,,,RAM,1992,,82500,RAM,,,,,,,
,,,NA,NA,,Pollock NAFO-5YZ,,,,,,RAM,1993,,83900,RAM,,,,,,,
,,,NA,NA,,Pollock NAFO-5YZ,,,,,,RAM,1994,,82800,RAM,,,,,,,
,,,NA,NA,,Pollock NAFO-5YZ,,,,,,RAM,1995,,96500,RAM,,,,,,,
,,,NA,NA,,Pollock NAFO-5YZ,,,,,,RAM,1996,,110000,RAM,,,,,,,
,,,NA,NA,,Pollock NAFO-5YZ,,,,,,RAM,1997,,123000,RAM,,,,,,,
,,,NA,NA,,Pollock NAFO-5YZ,,,,,,RAM,1998,,132000,RAM,,,,,,,
,,,NA,NA,,Pollock NAFO-5YZ,,,,,,RAM,1999,,146000,RAM,,,,,,,
,,,NA,NA,,Pollock NAFO-5YZ,,,,,,RAM,2000,,157000,RAM,,,,,,,
,,,NA,NA,,Pollock NAFO-5YZ,,,,,,RAM,2001,,174000,RAM,,,,,,,
,,,NA,NA,,Pollock NAFO-5YZ,,,,,,RAM,2002,,197000,RAM,,,,,,,
,,,NA,NA,,Pollock NAFO-5YZ,,,,,,RAM,2003,,228000,RAM,,,,,,,
,,,NA,NA,,Pollock NAFO-5YZ,,,,,,RAM,2004,,235000,RAM,,,,,,,
,,,NA,NA,,Pollock NAFO-5YZ,,,,,,RAM,2005,,238000,RAM,,,,,,,
,,,NA,NA,,Pollock NAFO-5YZ,,,,,,RAM,2006,,249000,RAM,,,,,,,
,,,NA,NA,,Pollock NAFO-5YZ,,,,,,RAM,2007,,235000,RAM,,,,,,,
,,,NA,NA,,Pollock NAFO-5YZ,,,,,,RAM,2008,,240000,RAM,,,,,,,
,,,NA,NA,,Pollock NAFO-5YZ,,,,,,RAM,2009,,210000,RAM,,,,,,,
,,,NA,NA,,Sablefish Pacific Coast,,,,,,RAM,1900,,527000,RAM,,,,,,,
,,,NA,NA,,Sablefish Pacific Coast,,,,,,RAM,1901,,526000,RAM,,,,,,,
,,,NA,NA,,Sablefish Pacific Coast,,,,,,RAM,1902,,525000,RAM,,,,,,,
,,,NA,NA,,Sablefish Pacific Coast,,,,,,RAM,1903,,525000,RAM,,,,,,,
,,,NA,NA,,Sablefish Pacific Coast,,,,,,RAM,1904,,523000,RAM,,,,,,,
,,,NA,NA,,Sablefish Pacific Coast,,,,,,RAM,1905,,522000,RAM,,,,,,,
,,,NA,NA,,Sablefish Pacific Coast,,,,,,RAM,1906,,521000,RAM,,,,,,,
,,,NA,NA,,Sablefish Pacific Coast,,,,,,RAM,1907,,520000,RAM,,,,,,,
,,,NA,NA,,Sablefish Pacific Coast,,,,,,RAM,1908,,519000,RAM,,,,,,,
,,,NA,NA,,Sablefish Pacific Coast,,,,,,RAM,1909,,518000,RAM,,,,,,,
,,,NA,NA,,Sablefish Pacific Coast,,,,,,RAM,1910,,516000,RAM,,,,,,,
,,,NA,NA,,Sablefish Pacific Coast,,,,,,RAM,1911,,515000,RAM,,,,,,,
,,,NA,NA,,Sablefish Pacific Coast,,,,,,RAM,1912,,513000,RAM,,,,,,,
,,,NA,NA,,Sablefish Pacific Coast,,,,,,RAM,1913,,512000,RAM,,,,,,,
,,,NA,NA,,Sablefish Pacific Coast,,,,,,RAM,1914,,510000,RAM,,,,,,,
,,,NA,NA,,Sablefish Pacific Coast,,,,,,RAM,1915,,508000,RAM,,,,,,,
,,,NA,NA,,Sablefish Pacific Coast,,,,,,RAM,1916,,506000,RAM,,,,,,,
,,,NA,NA,,Sablefish Pacific Coast,,,,,,RAM,1917,,503000,RAM,,,,,,,
,,,NA,NA,,Sablefish Pacific Coast,,,,,,RAM,1918,,499000,RAM,,,,,,,
,,,NA,NA,,Sablefish Pacific Coast,,,,,,RAM,1919,,495000,RAM,,,,,,,
,,,NA,NA,,Sablefish Pacific Coast,,,,,,RAM,1920,,492000,RAM,,,,,,,
,,,NA,NA,,Sablefish Pacific Coast,,,,,,RAM,1921,,489000,RAM,,,,,,,
,,,NA,NA,,Sablefish Pacific Coast,,,,,,RAM,1922,,486000,RAM,,,,,,,
,,,NA,NA,,Sablefish Pacific Coast,,,,,,RAM,1923,,483000,RAM,,,,,,,
,,,NA,NA,,Sablefish Pacific Coast,,,,,,RAM,1924,,480000,RAM,,,,,,,
,,,NA,NA,,Sablefish Pacific Coast,,,,,,RAM,1925,,477000,RAM,,,,,,,
,,,NA,NA,,Sablefish Pacific Coast,,,,,,RAM,1926,,473000,RAM,,,,,,,
,,,NA,NA,,Sablefish Pacific Coast,,,,,,RAM,1927,,469000,RAM,,,,,,,
,,,NA,NA,,Sablefish Pacific Coast,,,,,,RAM,1928,,465000,RAM,,,,,,,
,,,NA,NA,,Sablefish Pacific Coast,,,,,,RAM,1929,,462000,RAM,,,,,,,
,,,NA,NA,,Sablefish Pacific Coast,,,,,,RAM,1930,,458000,RAM,,,,,,,
,,,NA,NA,,Sablefish Pacific Coast,,,,,,RAM,1931,,453000,RAM,,,,,,,
,,,NA,NA,,Sablefish Pacific Coast,,,,,,RAM,1932,,450000,RAM,,,,,,,
,,,NA,NA,,Sablefish Pacific Coast,,,,,,RAM,1933,,447000,RAM,,,,,,,
,,,NA,NA,,Sablefish Pacific Coast,,,,,,RAM,1934,,443000,RAM,,,,,,,
,,,NA,NA,,Sablefish Pacific Coast,,,,,,RAM,1935,,439000,RAM,,,,,,,
,,,NA,NA,,Sablefish Pacific Coast,,,,,,RAM,1936,,434000,RAM,,,,,,,
,,,NA,NA,,Sablefish Pacific Coast,,,,,,RAM,1937,,430000,RAM,,,,,,,
,,,NA,NA,,Sablefish Pacific Coast,,,,,,RAM,1938,,425000,RAM,,,,,,,
,,,NA,NA,,Sablefish Pacific Coast,,,,,,RAM,1939,,421000,RAM,,,,,,,
,,,NA,NA,,Sablefish Pacific Coast,,,,,,RAM,1940,,417000,RAM,,,,,,,
,,,NA,NA,,Sablefish Pacific Coast,,,,,,RAM,1941,,413000,RAM,,,,,,,
,,,NA,NA,,Sablefish Pacific Coast,,,,,,RAM,1942,,409000,RAM,,,,,,,
,,,NA,NA,,Sablefish Pacific Coast,,,,,,RAM,1943,,404000,RAM,,,,,,,
,,,NA,NA,,Sablefish Pacific Coast,,,,,,RAM,1944,,398000,RAM,,,,,,,
,,,NA,NA,,Sablefish Pacific Coast,,,,,,RAM,1945,,391000,RAM,,,,,,,
,,,NA,NA,,Sablefish Pacific Coast,,,,,,RAM,1946,,384000,RAM,,,,,,,
,,,NA,NA,,Sablefish Pacific Coast,,,,,,RAM,1947,,378000,RAM,,,,,,,
,,,NA,NA,,Sablefish Pacific Coast,,,,,,RAM,1948,,374000,RAM,,,,,,,
,,,NA,NA,,Sablefish Pacific Coast,,,,,,RAM,1949,,369000,RAM,,,,,,,
,,,NA,NA,,Sablefish Pacific Coast,,,,,,RAM,1950,,365000,RAM,,,,,,,
,,,NA,NA,,Sablefish Pacific Coast,,,,,,RAM,1951,,361000,RAM,,,,,,,
,,,NA,NA,,Sablefish Pacific Coast,,,,,,RAM,1952,,356000,RAM,,,,,,,
,,,NA,NA,,Sablefish Pacific Coast,,,,,,RAM,1953,,353000,RAM,,,,,,,
,,,NA,NA,,Sablefish Pacific Coast,,,,,,RAM,1954,,351000,RAM,,,,,,,
,,,NA,NA,,Sablefish Pacific Coast,,,,,,RAM,1955,,349000,RAM,,,,,,,
,,,NA,NA,,Sablefish Pacific Coast,,,,,,RAM,1956,,349000,RAM,,,,,,,
,,,NA,NA,,Sablefish Pacific Coast,,,,,,RAM,1957,,348000,RAM,,,,,,,
,,,NA,NA,,Sablefish Pacific Coast,,,,,,RAM,1958,,349000,RAM,,,,,,,
,,,NA,NA,,Sablefish Pacific Coast,,,,,,RAM,1959,,354000,RAM,,,,,,,
,,,NA,NA,,Sablefish Pacific Coast,,,,,,RAM,1960,,360000,RAM,,,,,,,
,,,NA,NA,,Sablefish Pacific Coast,,,,,,RAM,1961,,367000,RAM,,,,,,,
,,,NA,NA,,Sablefish Pacific Coast,,,,,,RAM,1962,,379000,RAM,,,,,,,
,,,NA,NA,,Sablefish Pacific Coast,,,,,,RAM,1963,,392000,RAM,,,,,,,
,,,NA,NA,,Sablefish Pacific Coast,,,,,,RAM,1964,,409000,RAM,,,,,,,
,,,NA,NA,,Sablefish Pacific Coast,,,,,,RAM,1965,,428000,RAM,,,,,,,
,,,NA,NA,,Sablefish Pacific Coast,,,,,,RAM,1966,,447000,RAM,,,,,,,
,,,NA,NA,,Sablefish Pacific Coast,,,,,,RAM,1967,,465000,RAM,,,,,,,
,,,NA,NA,,Sablefish Pacific Coast,,,,,,RAM,1968,,478000,RAM,,,,,,,
,,,NA,NA,,Sablefish Pacific Coast,,,,,,RAM,1969,,492000,RAM,,,,,,,
,,,NA,NA,,Sablefish Pacific Coast,,,,,,RAM,1970,,505000,RAM,,,,,,,
,,,NA,NA,,Sablefish Pacific Coast,,,,,,RAM,1971,,521000,RAM,,,,,,,
,,,NA,NA,,Sablefish Pacific Coast,,,,,,RAM,1972,,536000,RAM,,,,,,,
,,,NA,NA,,Sablefish Pacific Coast,,,,,,RAM,1973,,544000,RAM,,,,,,,
,,,NA,NA,,Sablefish Pacific Coast,,,,,,RAM,1974,,548000,RAM,,,,,,,
,,,NA,NA,,Sablefish Pacific Coast,,,,,,RAM,1975,,545000,RAM,,,,,,,
,,,NA,NA,,Sablefish Pacific Coast,,,,,,RAM,1976,,536000,RAM,,,,,,,
,,,NA,NA,,Sablefish Pacific Coast,,,,,,RAM,1977,,523000,RAM,,,,,,,
,,,NA,NA,,Sablefish Pacific Coast,,,,,,RAM,1978,,524000,RAM,,,,,,,
,,,NA,NA,,Sablefish Pacific Coast,,,,,,RAM,1979,,515000,RAM,,,,,,,
,,,NA,NA,,Sablefish Pacific Coast,,,,,,RAM,1980,,497000,RAM,,,,,,,
,,,NA,NA,,Sablefish Pacific Coast,,,,,,RAM,1981,,493000,RAM,,,,,,,
,,,NA,NA,,Sablefish Pacific Coast,,,,,,RAM,1982,,488000,RAM,,,,,,,
,,,NA,NA,,Sablefish Pacific Coast,,,,,,RAM,1983,,473000,RAM,,,,,,,
,,,NA,NA,,Sablefish Pacific Coast,,,,,,RAM,1984,,457000,RAM,,,,,,,
,,,NA,NA,,Sablefish Pacific Coast,,,,,,RAM,1985,,440000,RAM,,,,,,,
,,,NA,NA,,Sablefish Pacific Coast,,,,,,RAM,1986,,427000,RAM,,,,,,,
,,,NA,NA,,Sablefish Pacific Coast,,,,,,RAM,1987,,416000,RAM,,,,,,,
,,,NA,NA,,Sablefish Pacific Coast,,,,,,RAM,1988,,406000,RAM,,,,,,,
,,,NA,NA,,Sablefish Pacific Coast,,,,,,RAM,1989,,396000,RAM,,,,,,,
,,,NA,NA,,Sablefish Pacific Coast,,,,,,RAM,1990,,389000,RAM,,,,,,,
,,,NA,NA,,Sablefish Pacific Coast,,,,,,RAM,1991,,386000,RAM,,,,,,,
,,,NA,NA,,Sablefish Pacific Coast,,,,,,RAM,1992,,381000,RAM,,,,,,,
,,,NA,NA,,Sablefish Pacific Coast,,,,,,RAM,1993,,372000,RAM,,,,,,,
,,,NA,NA,,Sablefish Pacific Coast,,,,,,RAM,1994,,361000,RAM,,,,,,,
,,,NA,NA,,Sablefish Pacific Coast,,,,,,RAM,1995,,350000,RAM,,,,,,,
,,,NA,NA,,Sablefish Pacific Coast,,,,,,RAM,1996,,341000,RAM,,,,,,,
,,,NA,NA,,Sablefish Pacific Coast,,,,,,RAM,1997,,328000,RAM,,,,,,,
,,,NA,NA,,Sablefish Pacific Coast,,,,,,RAM,1998,,314000,RAM,,,,,,,
,,,NA,NA,,Sablefish Pacific Coast,,,,,,RAM,1999,,302000,RAM,,,,,,,
,,,NA,NA,,Sablefish Pacific Coast,,,,,,RAM,2000,,294000,RAM,,,,,,,
,,,NA,NA,,Sablefish Pacific Coast,,,,,,RAM,2001,,291000,RAM,,,,,,,
,,,NA,NA,,Sablefish Pacific Coast,,,,,,RAM,2002,,290000,RAM,,,,,,,
,,,NA,NA,,Sablefish Pacific Coast,,,,,,RAM,2003,,290000,RAM,,,,,,,
,,,NA,NA,,Sablefish Pacific Coast,,,,,,RAM,2004,,285000,RAM,,,,,,,
,,,NA,NA,,Sablefish Pacific Coast,,,,,,RAM,2005,,276000,RAM,,,,,,,
,,,NA,NA,,Sablefish Pacific Coast,,,,,,RAM,2006,,263000,RAM,,,,,,,
,,,NA,NA,,Sablefish Pacific Coast,,,,,,RAM,2007,,248000,RAM,,,,,,,
,,,NA,NA,,Sablefish Pacific Coast,,,,,,RAM,2008,,233000,RAM,,,,,,,
,,,NA,NA,,Sablefish Pacific Coast,,,,,,RAM,2009,,223000,RAM,,,,,,,
,,,NA,NA,,Sablefish Pacific Coast,,,,,,RAM,2010,,212000,RAM,,,,,,,
,,,NA,NA,,Sablefish Pacific Coast,,,,,,RAM,2011,,206000,RAM,,,,,,,
,,,NA,NA,,Pacific saury Northwest Pacific,,,,,,RAM,1980,,NA,RAM,,,,,,,
,,,NA,NA,,Pacific saury Northwest Pacific,,,,,,RAM,1981,,NA,RAM,,,,,,,
,,,NA,NA,,Pacific saury Northwest Pacific,,,,,,RAM,1982,,NA,RAM,,,,,,,
,,,NA,NA,,Pacific saury Northwest Pacific,,,,,,RAM,1983,,NA,RAM,,,,,,,
,,,NA,NA,,Pacific saury Northwest Pacific,,,,,,RAM,1984,,NA,RAM,,,,,,,
,,,NA,NA,,Pacific saury Northwest Pacific,,,,,,RAM,1985,,NA,RAM,,,,,,,
,,,NA,NA,,Pacific saury Northwest Pacific,,,,,,RAM,1986,,NA,RAM,,,,,,,
,,,NA,NA,,Pacific saury Northwest Pacific,,,,,,RAM,1987,,NA,RAM,,,,,,,
,,,NA,NA,,Pacific saury Northwest Pacific,,,,,,RAM,1988,,NA,RAM,,,,,,,
,,,NA,NA,,Pacific saury Northwest Pacific,,,,,,RAM,1989,,NA,RAM,,,,,,,
,,,NA,NA,,Pacific saury Northwest Pacific,,,,,,RAM,1990,,NA,RAM,,,,,,,
,,,NA,NA,,Pacific saury Northwest Pacific,,,,,,RAM,1991,,NA,RAM,,,,,,,
,,,NA,NA,,Pacific saury Northwest Pacific,,,,,,RAM,1992,,NA,RAM,,,,,,,
,,,NA,NA,,Pacific saury Northwest Pacific,,,,,,RAM,1993,,NA,RAM,,,,,,,
,,,NA,NA,,Pacific saury Northwest Pacific,,,,,,RAM,1994,,NA,RAM,,,,,,,
,,,NA,NA,,Pacific saury Northwest Pacific,,,,,,RAM,1995,,NA,RAM,,,,,,,
,,,NA,NA,,Pacific saury Northwest Pacific,,,,,,RAM,1996,,NA,RAM,,,,,,,
,,,NA,NA,,Pacific saury Northwest Pacific,,,,,,RAM,1997,,NA,RAM,,,,,,,
,,,NA,NA,,Pacific saury Northwest Pacific,,,,,,RAM,1998,,NA,RAM,,,,,,,
,,,NA,NA,,Pacific saury Northwest Pacific,,,,,,RAM,1999,,NA,RAM,,,,,,,
,,,NA,NA,,Pacific saury Northwest Pacific,,,,,,RAM,2000,,NA,RAM,,,,,,,
,,,NA,NA,,Pacific saury Northwest Pacific,,,,,,RAM,2001,,NA,RAM,,,,,,,
,,,NA,NA,,Pacific saury Northwest Pacific,,,,,,RAM,2002,,NA,RAM,,,,,,,
,,,NA,NA,,Pacific saury Northwest Pacific,,,,,,RAM,2003,,4440760,RAM,,,,,,,
,,,NA,NA,,Pacific saury Northwest Pacific,,,,,,RAM,2004,,2317294,RAM,,,,,,,
,,,NA,NA,,Pacific saury Northwest Pacific,,,,,,RAM,2005,,3449117,RAM,,,,,,,
,,,NA,NA,,Pacific saury Northwest Pacific,,,,,,RAM,2006,,2542274,RAM,,,,,,,
,,,NA,NA,,Pacific saury Northwest Pacific,,,,,,RAM,2007,,1875987,RAM,,,,,,,
,,,NA,NA,,Pacific saury Northwest Pacific,,,,,,RAM,2008,,3774473,RAM,,,,,,,
,,,NA,NA,,Pacific saury Northwest Pacific,,,,,,RAM,2009,,1850028,RAM,,,,,,,
,,,NA,NA,,Pacific saury Northwest Pacific,,,,,,RAM,2010,,1635432,RAM,,,,,,,
,,,NA,NA,,Sandbar shark Atlantic,,,,,,RAM,1975,,NA,RAM,,,,,,,
,,,NA,NA,,Sandbar shark Atlantic,,,,,,RAM,1976,,NA,RAM,,,,,,,
,,,NA,NA,,Sandbar shark Atlantic,,,,,,RAM,1977,,NA,RAM,,,,,,,
,,,NA,NA,,Sandbar shark Atlantic,,,,,,RAM,1978,,NA,RAM,,,,,,,
,,,NA,NA,,Sandbar shark Atlantic,,,,,,RAM,1979,,NA,RAM,,,,,,,
,,,NA,NA,,Sandbar shark Atlantic,,,,,,RAM,1980,,NA,RAM,,,,,,,
,,,NA,NA,,Sandbar shark Atlantic,,,,,,RAM,1981,,NA,RAM,,,,,,,
,,,NA,NA,,Sandbar shark Atlantic,,,,,,RAM,1982,,NA,RAM,,,,,,,
,,,NA,NA,,Sandbar shark Atlantic,,,,,,RAM,1983,,NA,RAM,,,,,,,
,,,NA,NA,,Sandbar shark Atlantic,,,,,,RAM,1984,,NA,RAM,,,,,,,
,,,NA,NA,,Sandbar shark Atlantic,,,,,,RAM,1985,,NA,RAM,,,,,,,
,,,NA,NA,,Sandbar shark Atlantic,,,,,,RAM,1986,,NA,RAM,,,,,,,
,,,NA,NA,,Sandbar shark Atlantic,,,,,,RAM,1987,,NA,RAM,,,,,,,
,,,NA,NA,,Sandbar shark Atlantic,,,,,,RAM,1988,,NA,RAM,,,,,,,
,,,NA,NA,,Sandbar shark Atlantic,,,,,,RAM,1989,,NA,RAM,,,,,,,
,,,NA,NA,,Sandbar shark Atlantic,,,,,,RAM,1990,,NA,RAM,,,,,,,
,,,NA,NA,,Sandbar shark Atlantic,,,,,,RAM,1991,,NA,RAM,,,,,,,
,,,NA,NA,,Sandbar shark Atlantic,,,,,,RAM,1992,,NA,RAM,,,,,,,
,,,NA,NA,,Sandbar shark Atlantic,,,,,,RAM,1993,,NA,RAM,,,,,,,
,,,NA,NA,,Sandbar shark Atlantic,,,,,,RAM,1994,,NA,RAM,,,,,,,
,,,NA,NA,,Sandbar shark Atlantic,,,,,,RAM,1995,,NA,RAM,,,,,,,
